"tid","geom","id_0","id","name","prefecture","address","country","product","product_na","quality","activity","duration","addrtype","addrlocat"
192,"0104000020E610000001000000010100000083D7D3B3C5D03440ECCD5E6C10944340",192,"288","ΚΑΡΑΛΗΣ Α.Ε. ΒΙΟΜΗΧΑΝΙΑ ΓΑΛΑΚ. ΗΠΕΙΡΟΥ","ΑΡΤΑΣ","Πέτρα Πρέβεζας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2017 έως 20.03.2020","locality","APPROXIMATE"
193,"0104000020E61000000100000001010000004014CC98827B3640174BEC3598174440",193,"289","ΚΑΡΑΜΗΤΡΟΣ ΑΘΑΝΑΣΙΟΣ & ΣΙΑ Ε.Ε.","ΠΙΕΡΙΑΣ","Δ.Δ. Καρίτσας,  Δήμου Δίου Ολύμπου του Ν. Πιερίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","01.04.2014 έως 31.03.2017","route","GEOMETRIC_CENTER"
194,"0104000020E61000000100000001010000004014CC98827B3640174BEC3598174440",194,"290","ΚΑΡΑΜΗΤΡΟΣ ΑΘΑΝΑΣΙΟΣ & ΣΙΑ Ε.Ε.","ΠΙΕΡΙΑΣ","Δ.Δ. Καρίτσας,  Δήμου Δίου Ολύμπου του Ν. Πιερίας","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","04.02.2015 έως 03.02.2018","route","GEOMETRIC_CENTER"
195,"0104000020E61000000100000001010000001B947A60115F3940D58D1C8E53A74140",195,"291","ΚΑΡΓΑΚΗΣ ΜΑΝΟΥΣΟΣ & ΣΙΑ Ο.Ε.","ΗΡΑΚΛΕΙΟΥ","Χερσόνησο του Ν. Ηρακλείου","Ελλάδα","ΤΥΡΙ","ΓΡΑΒΙΕΡΑ ΚΡΗΤΗΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","12.04.2015 έως 11.04.2018","locality","APPROXIMATE"
196,"0104000020E610000001000000010100000066DCD440F3533540260D7F9763734340",196,"293","ΚΑΡΟΥΣΟΣ ΣΤΑΥΡΟΣ Α.Ε.","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","Αμφιλοχία του Ν. Αιτωλοκαρνανίας","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.01.2015 έως 20.01.2018","locality","APPROXIMATE"
197,"0104000020E6100000010000000101000000996D5D20F7B737401F97827F5BF54240",197,"294","ΚΑΡΦΟΥΡ ΜΑΡΙΝΟΠΟΥΛΟΣ","ΑΤΤΙΚΗΣ","Άλιμο του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","30.11.2011 έως 29.11.2014","locality","APPROXIMATE"
198,"0104000020E6100000010000000101000000C5CE6FF321AD3440EF65EC95C39C4340",198,"295","ΚΑΤΑΤΣΗΣ ΔΗΜΗΤΡΙΟΣ","ΠΡΕΒΕΖΗΣ","Άνω Ράχη του Ν. Πρεβέζης","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","22.01.2014 έως 21.01.2017","locality","APPROXIMATE"
199,"0104000020E6100000010000000101000000C5CE6FF321AD3440EF65EC95C39C4340",199,"296","ΚΑΤΑΤΣΗΣ ΔΗΜΗΤΡΙΟΣ","ΠΡΕΒΕΖΗΣ","Άνω Ράχη του Ν. Πρεβέζης","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","10.11.2013 έως 09.11.2016","locality","APPROXIMATE"
200,"0104000020E61000000100000001010000007782FDD7B9EB36400D349F73B76B4440",200,"300","ΚΑΤΣΑΝΟΣ Γ.-ΓΙΑΝΝΩΤΑΣ Κ . Ο.Ε.","ΚΙΛΚΙΣ","Ν. Σάντα του Ν. Κιλκίς","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
201,"0104000020E6100000010000000101000000C57652BA4F973740684F13C7CB074340",201,"302","ΚΙΤΣΟΣ ΑΠΟΣΤΟΛΟΣ Μ. Ε.Π.Ε.","ΑΤΤΙΚΗΣ","Ασπρόπυργος του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΓΡΑΒΙΕΡΑ ΚΡΗΤΗΣ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","03.09.2015 έως 02.09.2018","locality","APPROXIMATE"
202,"0104000020E6100000010000000101000000C57652BA4F973740684F13C7CB074340",202,"303","ΚΙΤΣΟΣ ΑΠΟΣΤΟΛΟΣ Μ. Ε.Π.Ε.","ΑΤΤΙΚΗΣ","Ασπρόπυργος του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΓΡΑΒΙΕΡΑ ΝΑΞΟΥ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","03.09.2015 έως 02.09.2018","locality","APPROXIMATE"
203,"0104000020E6100000010000000101000000C57652BA4F973740684F13C7CB074340",203,"304","ΚΙΤΣΟΣ ΑΠΟΣΤΟΛΟΣ Μ. Ε.Π.Ε.","ΑΤΤΙΚΗΣ","Ασπρόπυργος του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","03.09.2015 έως 02.09.2018","locality","APPROXIMATE"
204,"0104000020E6100000010000000101000000C57652BA4F973740684F13C7CB074340",204,"305","ΚΙΤΣΟΣ ΑΠΟΣΤΟΛΟΣ Μ. Ε.Π.Ε.","ΑΤΤΙΚΗΣ","Ασπρόπυργος του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","03.09.2015 έως 02.09.2018","locality","APPROXIMATE"
205,"0104000020E6100000010000000101000000C57652BA4F973740684F13C7CB074340",205,"306","ΚΙΤΣΟΣ ΑΠΟΣΤΟΛΟΣ Μ. Ε.Π.Ε.","ΑΤΤΙΚΗΣ","Ασπρόπυργος του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","03.09.2015 έως 02.09.2018","locality","APPROXIMATE"
206,"0104000020E6100000010000000101000000C57652BA4F973740684F13C7CB074340",206,"307","ΚΙΤΣΟΣ ΑΠΟΣΤΟΛΟΣ Μ. Ε.Π.Ε.","ΑΤΤΙΚΗΣ","Ασπρόπυργος του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΛΑΔΟΤΥΡΙ ΜΥΤΙΛΗΝΗΣ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","17.07.2015 έως 16.07.2018","locality","APPROXIMATE"
207,"0104000020E6100000010000000101000000C57652BA4F973740684F13C7CB074340",207,"308","ΚΙΤΣΟΣ ΑΠΟΣΤΟΛΟΣ Μ. Ε.Π.Ε.","ΑΤΤΙΚΗΣ","Ασπρόπυργος του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΜΑΝΟΥΡΙ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","29.07.2015 έως 28.07.2018","locality","APPROXIMATE"
208,"0104000020E610000001000000010100000097169A907BB53640B6099C114A344340",208,"311","ΚΟΚΟΒΟΣ ΠΑΝΑΓΙΩΤΗΣ ΤΟΥ ΧΡΗΣΤΟΥ","ΒΟΙΩΤΙΑΣ","Αράχωβα του Ν. Βοιωτίας","Ελλάδα","ΤΥΡΙ","ΦΟΡΜΑΕΛΑ ΑΡΑΧΩΒΑΣ ΠΑΡΝΑΣΣΟΥ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","24.02.2015 έως 23.02.2018","locality","APPROXIMATE"
209,"0104000020E610000001000000010100000070630EDD47C73640B1E485CF31804440",209,"312","ΚΟΛΙΟΣ Α.Ε.","ΚΙΛΚΙΣ","Λιμνότοπος του Ν. Κιλκίς","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","route","GEOMETRIC_CENTER"
210,"0104000020E610000001000000010100000070630EDD47C73640B1E485CF31804440",210,"313","ΚΟΛΙΟΣ Α.Ε.","ΚΙΛΚΙΣ","Λιμνότοπος του Ν. Κιλκίς","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","route","GEOMETRIC_CENTER"
211,"0104000020E6100000010000000101000000EA12C42FABEE354043739D465A0F4340",211,"316","ΚΟΜΗΣ Α.Ε. ΓΑΛΑΚΤΟΚΟΜΙΚΩΝ ΠΡΟΪΟΝΤΩΝ","ΑΧΑΪΑΣ","Αίγιο του Ν. Αχαΐας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","04.05.2015 έως 03.05.2018","route","GEOMETRIC_CENTER"
212,"0104000020E6100000010000000101000000B8CF85EC17893640A31930ED40524440",212,"318","ΚΟΥΓΙΑΝΟΣ Ν. ΚΩΝ/ΝΟΣ","ΗΜΑΘΙΑΣ","Πλατύ Ημαθίας Τ.Κ. 59032","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","25.01.2015 έως 24.01.2018","locality","APPROXIMATE"
213,"0104000020E6100000010000000101000000F5A67DCE382E3A40191BBAD91F8A4340",213,"320","ΚΟΥΚΟΥΛΑΣ ΔΗΜΗΤΡΙΟΣ","ΛΕΣΒΟΥ","Πολιχνίτο του Ν. Λέσβου","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","11.08.2014 έως 10.08.2017","locality","APPROXIMATE"
214,"0104000020E6100000010000000101000000F5A67DCE382E3A40191BBAD91F8A4340",214,"321","ΚΟΥΚΟΥΛΑΣ ΔΗΜΗΤΡΙΟΣ","ΛΕΣΒΟΥ","Πολιχνίτο του Ν. Λέσβου","Ελλάδα","ΤΥΡΙ","ΛΑΔΟΤΥΡΙ ΜΥΤΙΛΗΝΗΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","11.08.2014 έως 10.08.2017","locality","APPROXIMATE"
215,"0104000020E61000000100000001010000001F285C3409C93540473E0A325D274440",215,"323","ΚΟΥΚΟΥΤΕΓΟΣ Γ. - ΓΚΟΣΚΙΝΟΣ Σ. ΟΕ","ΚΟΖΑΝΗΣ","Πολύμυλο Κοζάνης του Ν.Κοζάνης","Ελλάδα","ΤΥΡΙ","ΜΠΑΤΖΟΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","08.02.2017 έως 07.02.2020","establishment","ROOFTOP"
216,"0104000020E6100000010000000101000000FC19DEACC143354081D888168F0E4440",216,"324","ΚΟΥΡΕΛΛΑΣ Α.Ε.","ΓΡΕΒΕΝΩΝ","Μέγαρο του Ν. Γρεβενών","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","09.07.2014 έως 08.07.2017","locality","APPROXIMATE"
217,"0104000020E6100000010000000101000000FC19DEACC143354081D888168F0E4440",217,"325","ΚΟΥΡΕΛΛΑΣ Α.Ε.","ΓΡΕΒΕΝΩΝ","Μέγαρο του Ν. Γρεβενών","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","09.07.2014 έως 08.07.2017","locality","APPROXIMATE"
218,"0104000020E6100000010000000101000000FC19DEACC143354081D888168F0E4440",218,"326","ΚΟΥΡΕΛΛΑΣ Α.Ε.","ΓΡΕΒΕΝΩΝ","Μέγαρο του Ν. Γρεβενών","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","09.07.2014 έως 08.07.2017","locality","APPROXIMATE"
219,"0104000020E6100000010000000101000000FC19DEACC143354081D888168F0E4440",219,"327","ΚΟΥΡΕΛΛΑΣ Α.Ε.","ΓΡΕΒΕΝΩΝ","Μέγαρο του Ν. Γρεβενών","Ελλάδα","ΤΥΡΙ","ΜΑΝΟΥΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","09.07.2014 έως 08.07.2017","locality","APPROXIMATE"
220,"0104000020E6100000010000000101000000FC19DEACC143354081D888168F0E4440",220,"328","ΚΟΥΡΕΛΛΑΣ Α.Ε.","ΓΡΕΒΕΝΩΝ","Μέγαρο του Ν. Γρεβενών","Ελλάδα","ΤΥΡΙ","ΜΠΑΤΖΟΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","09.07.2014 έως 08.07.2017","locality","APPROXIMATE"
221,"0104000020E6100000010000000101000000FC19DEACC143354081D888168F0E4440",221,"329","ΚΟΥΡΕΛΛΑΣ Α.Ε.","ΓΡΕΒΕΝΩΝ","Μέγαρο του Ν. Γρεβενών","Ελλάδα","ΤΥΡΙ","ΑΝΕΒΑΤΟ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","16.12.2016 έως 15.12.2019","locality","APPROXIMATE"
222,"0104000020E61000000100000001010000007CCBE6BBA5123640925D6919A9C24240",222,"330","ΚΟΥΡΟΥΝΙΩΤΗΣ ΒΑΣΙΛΕΙΟΣ","ΑΡΚΑΔΙΑΣ","Ελληνικό Αρκαδίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","22.07.2014 έως 21.07.2017","locality","APPROXIMATE"
223,"0104000020E6100000010000000101000000BDEA5CAC03293740C1A2C794B4B04240",223,"331","ΚΟΥΤΡΟΥΜΠΗΣ  ΚΩΝ/ΝΟΣ ΣΙΑ Ο.Ε. ""ΤΥΡΟΚΟΜΙΚΗ ΕΠΙΔΑΥΡΟΥ""","ΑΡΓΟΛΙΔΑΣ","Κρανίδι Ν. Αργολίδος","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","26.06.2014 έως 25.06.2017","locality","APPROXIMATE"
224,"0104000020E610000001000000010100000094EA4CEB80C33640B2CA96F617924340",224,"339","ΚΤΗΝΟΤΡΟΦΙΚΗ ΜΑΓΝΗΣΙΑΣ","ΜΑΓΝΗΣΙΑΣ","Πλάτανος Αλμυρού του Ν. Μαγνησίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","13.10.2014 έως 12.10.2017","establishment","GEOMETRIC_CENTER"
225,"0104000020E610000001000000010100000094EA4CEB80C33640B2CA96F617924340",225,"340","ΚΤΗΝΟΤΡΟΦΙΚΗ ΜΑΓΝΗΣΙΑΣ","ΜΑΓΝΗΣΙΑΣ","Πλάτανος Αλμυρού του Ν. Μαγνησίας","Ελλάδα","ΤΥΡΙ","ΜΑΝΟΥΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","22.10.2014 έως 21.10.2017","establishment","GEOMETRIC_CENTER"
226,"0104000020E61000000100000001010000003C516DCBDBF43540D266E613C3204440",226,"341","ΚΥΠΙΡΤΟΓΛΟΥ ΚΟΣΜΑΣ","ΚΟΖΑΝΗΣ","Λεύκαρα του Ν. Κοζάνης","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","27.12.2016 έως 26.12.2019","route","GEOMETRIC_CENTER"
227,"0104000020E61000000100000001010000003C516DCBDBF43540D266E613C3204440",227,"342","ΚΥΠΙΡΤΟΓΛΟΥ ΚΟΣΜΑΣ","ΚΟΖΑΝΗΣ","Λεύκαρα του Ν. Κοζάνης","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","28.12.2016 έως 27.12.2019","route","GEOMETRIC_CENTER"
228,"0104000020E61000000100000001010000003C516DCBDBF43540D266E613C3204440",228,"343","ΚΥΠΙΡΤΟΓΛΟΥ ΚΟΣΜΑΣ","ΚΟΖΑΝΗΣ","Λεύκαρα του Ν. Κοζάνης","Ελλάδα","ΤΥΡΙ","ΜΠΑΤΖΟΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","28.12.2016 έως 27.12.2019","route","GEOMETRIC_CENTER"
229,"0104000020E6100000010000000101000000AB251DE5600A374045251A4927704340",229,"344","ΚΥΡΙΑΚΑΚΗΣ ΙΩΑΝΝΗΣ","ΕΥΒΟΙΑΣ","Ωρεοί του Ν. Ευβοίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.01.2015 έως 20.01.2018","route","GEOMETRIC_CENTER"
230,"0104000020E6100000010000000101000000969526A5A01B364069F51FE39BA84240",230,"345","ΚΥΡΙΑΚΟΠΟΥΛΟΣ Δ. -ΠΑΠΑΔΟΛΙΟΠΟΥΛΟΣ Σ. Ο.Ε.","ΑΡΚΑΔΙΑΣ","Παραδείσια του Ν. Αρκαδίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","03.09.2015 έως 02.09.2018","route","GEOMETRIC_CENTER"
231,"0104000020E610000001000000010100000067E1A1DE427137406C2002B3E7404440",231,"346","ΚΩΝΣΤΑ ΦΩΤΕΙΝΗ","ΧΑΛΚΙΔΙΚΗΣ","Ριζά Χαλκιδικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","16.12.2015 έως 15.12.2018","locality","APPROXIMATE"
232,"0104000020E6100000010000000101000000339298FB3FBA3740D4BE1479EDFD4240",232,"351","ΛΑΔΟΠΟΥΛΟΣ  ΧΑΡΑΛΑΜΠΟΣ","ΑΤΤΙΚΗΣ","Αθήνα του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","30.09.2014 έως 29.09.2017","locality","APPROXIMATE"
233,"0104000020E6100000010000000101000000418754AC75ED364007C25FDDC2AE4340",233,"352","ΛΑΪΤΣΟΣ Χ. ΝΙΚΟΛΑΟΣ & ΣΙΑ Ε.Ε.","ΜΑΓΝΗΣΙΑΣ","Βαλεστινό του Ν. Μαγνησίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","17.02.2015 έως 16.02.2018","route","GEOMETRIC_CENTER"
234,"0104000020E6100000010000000101000000418754AC75ED364007C25FDDC2AE4340",234,"353","ΛΑΪΤΣΟΣ Χ. ΝΙΚΟΛΑΟΣ & ΣΙΑ Ε.Ε.","ΜΑΓΝΗΣΙΑΣ","Βαλεστινό του Ν. Μαγνησίας","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","17.02.2015 έως 16.02.2018","route","GEOMETRIC_CENTER"
235,"0104000020E6100000010000000101000000418754AC75ED364007C25FDDC2AE4340",235,"354","ΛΑΪΤΣΟΣ Χ. ΝΙΚΟΛΑΟΣ & ΣΙΑ Ε.Ε.","ΜΑΓΝΗΣΙΑΣ","Βαλεστινό του Ν. Μαγνησίας","Ελλάδα","ΤΥΡΙ","ΜΑΝΟΥΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","17.02.2015 έως 16.02.2018","route","GEOMETRIC_CENTER"
236,"0104000020E61000000100000001010000003A083A5AD52E3740FB3A70CE88204340",236,"356","ΛΟΥΚΑΣ Δ. ΛΟΥΚΑΣ & ΥΙΟΣ Ο.Ε.","ΒΟΙΩΤΙΑΣ","Θήβα του Ν. Βοιωτίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
237,"0104000020E6100000010000000101000000B02605CC32443640C567FC0CB9C34340",237,"359","ΛΥΤΡΑΣ ΣΤΥΛΙΑΝΟΣ & ΥΙΟΙ Ο.Ε.","ΛΑΡΙΣΑΣ","Μαυροβούνι του Ν. Λάρισας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","route","GEOMETRIC_CENTER"
238,"0104000020E6100000010000000101000000B50C82D8E391354033535A7F4BF84240",238,"361","ΜΑΚΡΗΣ ΧΡΗΣΤΟΣ","ΑΧΑΪΑΣ","Πόρτες Ωλενίας του Ν. Αχαΐας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","03.09.2015 έως 02.09.2018","locality","APPROXIMATE"
239,"0104000020E6100000010000000101000000B5334C6DA95F364024EAAAE573C04240",239,"363","ΜΑΝΙΑΤΗΣ ΑΘΑΝ. & ΥΙΟΙ Ο.Ε.","ΑΡΚΑΔΙΑΣ","Θανα Τρίπολης του Ν. Αρκαδίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","18.12.2016 έως 17.12.2019","route","GEOMETRIC_CENTER"
240,"0104000020E6100000010000000101000000996D5D20F7B737401F97827F5BF54240",240,"365","ΜΑΡΙΝΟΠΟΥΛΟΣ Α.Ε.","ΑΤΤΙΚΗΣ","Άλιμος του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","30.11.2014 έως 29.11.2017","locality","APPROXIMATE"
241,"0104000020E610000001000000010100000077AD73C23AEE3740AE2017E64EF04240",241,"366","ΜΑΡΚΕΤ-ΙΝ Α.Ε.Β.Ε.","ΑΤΤΙΚΗΣ","Μαρκόπουλο του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","εμπορία","13.06.2017 έως 12.06.2020","route","GEOMETRIC_CENTER"
242,"0104000020E610000001000000010100000077AD73C23AEE3740AE2017E64EF04240",242,"367","ΜΑΡΚΕΤ-ΙΝ Α.Ε.Β.Ε.","ΑΤΤΙΚΗΣ","Μαρκόπουλο του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","13.12.2013 έως 12.12.2016","route","GEOMETRIC_CENTER"
243,"0104000020E610000001000000010100000077AD73C23AEE3740AE2017E64EF04240",243,"368","ΜΑΡΚΕΤ-ΙΝ Α.Ε.Β.Ε.","ΑΤΤΙΚΗΣ","Μαρκόπουλο του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΓΡΑΒΙΕΡΑ ΝΑΞΟΥ","Π.Ο.Π.","εμπορία","13.06.2016 έως 12.06.2019","route","GEOMETRIC_CENTER"
244,"0104000020E610000001000000010100000068D196CEE2303640AAF5D95C90FD4340",244,"369","ΜΑΡΟΓΙΑΝΝΗΣ ΔΗΜΗΤΡΙΟΣ","ΛΑΡΙΣΑΣ","Καλλιθέα Ελασσόνας του Ν.Λάρισας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","13.10.2014 έως 12.10.2017","route","GEOMETRIC_CENTER"
245,"0104000020E6100000010000000101000000CAD12D8551B0374012D89C8367014340",245,"370","ΜΑΡΤ ΚΑΣ ΚΑΙ ΚΑΡΥ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ  με δ.τ. ""The Mart""","ΑΤΤΙΚΗΣ","Περιστέρι του Ν. Ατιικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","08.03.2017 έως 07.03.2020","locality","APPROXIMATE"
246,"0104000020E6100000010000000101000000CAD12D8551B0374012D89C8367014340",246,"371","ΜΑΡΤ ΚΑΣ ΚΑΙ ΚΑΡΥ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ  με δ.τ. ""The Mart""","ΑΤΤΙΚΗΣ","Περιστέρι του Ν. Ατιικής","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","εμπορία","28.01.2017 έως 27.01.2020","locality","APPROXIMATE"
247,"0104000020E6100000010000000101000000F01F668A9483344003FDCFAB4BBB4340",247,"374","ΜΑΣΤΟΡΑΣ ΑΝΔΡΕΑΣ","ΘΕΣΠΡΩΤΙΑΣ","Παραμυθιά του Ν. Θεσπρωτίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","συσ/σια, εμπορία","01.05.2015 έως 30.04.2018","locality","APPROXIMATE"
248,"0104000020E6100000010000000101000000F01F668A9483344003FDCFAB4BBB4340",248,"375","ΜΑΣΤΟΡΑΣ ΑΝΔΡΕΑΣ","ΘΕΣΠΡΩΤΙΑΣ","Παραμυθιά του Ν. Θεσπρωτίας","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2014 έως 20.03.2017","locality","APPROXIMATE"
249,"0104000020E6100000010000000101000000FA6AFDE373D13540003F3E7CF4A44240",249,"382","ΜΕΜΜΟΣ ΑΝΑΣΤΑΣΙΟΣ & ΣΙΑ Ο.Ε.","ΜΕΣΣΗΝΙΑΣ","Κοπανάκι του Ν. Μεσσηνίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","14.04.2015 έως 13.04.2018","locality","APPROXIMATE"
250,"0104000020E6100000010000000101000000FA6AFDE373D13540003F3E7CF4A44240",250,"383","ΜΕΜΜΟΣ ΑΝΑΣΤΑΣΙΟΣ & ΣΙΑ Ο.Ε.","ΜΕΣΣΗΝΙΑΣ","Κοπανάκι του Ν. Μεσσηνίας","Ελλάδα","ΤΥΡΙ","ΣΦΕΛΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","14.04.2015 έως 13.04.2018","locality","APPROXIMATE"
251,"0104000020E6100000010000000101000000FA788D02E91F36404BB6155685F24240",251,"384","ΜΕΝΕΓΑΤΟΣ ΙΩΑΝΝΗΣ & ΥΙΟΣ Ο.Ε.","ΑΧΑΪΑΣ","Καλάβρυτα του Ν. Αχαϊας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
252,"0104000020E6100000010000000101000000339298FB3FBA3740D4BE1479EDFD4240",252,"385","ΜΕΣΟΓΕΙΑΚΑ ΣΗΜΑΤΑ Α.Ε.","ΑΤΤΙΚΗΣ","Αθήνα, Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","22.12.2014 έως 21.12.2017","locality","APPROXIMATE"
