"tid","geom","id_0","id","name","prefecture","address","country","product","product_na","quality","activity","duration","addrtype","addrlocat"
71,"0104000020E6100000010000000101000000403965C97752374058DF652BD41B4340",71,"109","ΑΦΕΣ ΠΑΓΩΝΗ & ΣΙΑ Ο.Ε.","ΑΤΤΙΚΗΣ","Ερυθρές του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","08.02.2017 έως 07.02.2020","locality","APPROXIMATE"
72,"0104000020E6100000010000000101000000403965C97752374058DF652BD41B4340",72,"110","ΑΦΕΣ ΠΑΓΩΝΗ & ΣΙΑ Ο.Ε.","ΑΤΤΙΚΗΣ","Ερυθρές του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
74,"0104000020E61000000100000001010000006A06A7F402783640CA91297A3BEA4340",74,"112","ΑΦΟΙ ΑΒΡΑΜΟΥΛΗ Δ. Ο.Ε.","ΛΑΡΙΣΑΣ","Παραπόταμος του Ν. Λαρίσης","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","14.04.2015 έως 13.04.2018","locality","APPROXIMATE"
75,"0104000020E6100000010000000101000000D07F0F5EBBA43540E340FE8815CE4340",75,"115","ΑΦΟΙ ΑΥΓΕΡΗ Ο.Ε.","ΤΡΙΚΑΛΩΝ","Μεγάρχη του Ν. Τρικάλων","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
76,"0104000020E61000000100000001010000000DF560F7C2013640CB733392F3864240",76,"116","ΑΦΟΙ Γ. ΠΕΤΡΟΠΟΥΛΟΙ Α.Β.Ε.Ε.Τ.","ΜΕΣΣΗΝΙΑΣ","Μαυρομάτι του Ν. Μεσσηνίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","27.08.2014 έως 26.08.2017","route","GEOMETRIC_CENTER"
77,"0104000020E61000000100000001010000000DF560F7C2013640CB733392F3864240",77,"117","ΑΦΟΙ Γ. ΠΕΤΡΟΠΟΥΛΟΙ Α.Β.Ε.Ε.Τ.","ΜΕΣΣΗΝΙΑΣ","Μαυρομάτι του Ν. Μεσσηνίας","Ελλάδα","ΤΥΡΙ","ΣΦΕΛΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","27.08.2014 έως 26.08.2017","route","GEOMETRIC_CENTER"
78,"0104000020E6100000010000000101000000ECF65965A67E3540FFE1F8EB5F6E4440",78,"120","ΑΦΟΙ ΔΗΜΗΤΡΙΟΥ-ΓΕΩΡΓΟΠΟΥΛΟΥ ΟΕ","ΦΛΩΡΙΝΑΣ","Μαρίνα του Ν. Φλώρινας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","10.11.2014 έως 09.11.2017","locality","APPROXIMATE"
79,"0104000020E610000001000000010100000081CEA44DD55D3940DAF3EB3D4BA54140",79,"124","ΑΦΟΙ ΚΑΛΟΓΕΡΑΚΗ ΑΕΒΕ","ΗΡΑΚΛΕΙΟΥ","Σμάρι Καστελιού του Ν. Ηρακλείου","Ελλάδα","ΤΥΡΙ","ΓΡΑΒΙΕΡΑ ΚΡΗΤΗΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","12.02.2017 έως 11.02.2020","route","GEOMETRIC_CENTER"
80,"0104000020E6100000010000000101000000C7ACCDB51E7835406E4DBA2D91444440",80,"132","ΑΦΟΙ ΠΙΣΚΙΛΙΔΗ - ΣΤΕΦ. ΠΑΤΣΙΚΑΣ Ο.Ε.","ΚΑΣΤΟΡΙΑΣ","Κλεισούρα του Ν. Καστοριάς","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","13.06.2016 έως 12.06.2019","locality","APPROXIMATE"
81,"0104000020E61000000100000001010000003772384E650C3A4093269474839C4340",81,"135","ΑΦΟΙ ΡΟΔΟΥ Δ. Ο.Ε. ΛΕΣΒΙΑΚΗ ΒΙΟΜΗΧΑΝΙΑ ΓΑΛΑΚΤΟΣ","ΛΕΣΒΟΥ","Βατούσα του Ν. Λέσβου","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","15.05.2015 έως 14.05.2018","establishment","GEOMETRIC_CENTER"
82,"0104000020E61000000100000001010000003772384E650C3A4093269474839C4340",82,"136","ΑΦΟΙ ΡΟΔΟΥ Δ. Ο.Ε. ΛΕΣΒΙΑΚΗ ΒΙΟΜΗΧΑΝΙΑ ΓΑΛΑΚΤΟΣ","ΛΕΣΒΟΥ","Βατούσα του Ν. Λέσβου","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","15.05.2015 έως 14.05.2018","establishment","GEOMETRIC_CENTER"
83,"0104000020E61000000100000001010000003772384E650C3A4093269474839C4340",83,"137","ΑΦΟΙ ΡΟΔΟΥ Δ. Ο.Ε. ΛΕΣΒΙΑΚΗ ΒΙΟΜΗΧΑΝΙΑ ΓΑΛΑΚΤΟΣ","ΛΕΣΒΟΥ","Βατούσα του Ν. Λέσβου","Ελλάδα","ΤΥΡΙ","ΛΑΔΟΤΥΡΙ ΜΥΤΙΛΗΝΗΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","15.05.2015 έως 14.05.2018","establishment","GEOMETRIC_CENTER"
84,"0104000020E6100000010000000101000000F9D1BA57F793364090B5D0DF95D64340",84,"139","ΑΦΟΙ ΤΑΧΑ Α. Ο.Ε.","ΛΑΡΙΣΑΣ","Ελευθέριο του Ν. Λάρισας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","02.12.2014 έως 01.12.2017","route","GEOMETRIC_CENTER"
85,"0104000020E610000001000000010100000021185124A9863840F7D912036E9F4140",85,"140","ΑΦΟΙ ΤΖΟΥΡΜΠΑΚΗ Ο.Ε.","ΡΕΘΥΜΝΗΣ","Καρίνες Αγ. Βασιλείου του Ν. Ρεθύμνης","Ελλάδα","ΤΥΡΙ","ΓΡΑΒΙΕΡΑ ΚΡΗΤΗΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","03.03.2014 έως 02.03.2017","establishment","GEOMETRIC_CENTER"
86,"0104000020E610000001000000010100000021185124A9863840F7D912036E9F4140",86,"141","ΑΦΟΙ ΤΖΟΥΡΜΠΑΚΗ Ο.Ε.","ΡΕΘΥΜΝΗΣ","Καρίνες Αγ. Βασιλείου του Ν. Ρεθύμνης","Ελλάδα","ΤΥΡΙ","ΞΥΝΟΜΥΖΗΘΡΑ ΚΡΗΤΗΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","03.03.2014 έως 02.03.2017","establishment","GEOMETRIC_CENTER"
87,"0104000020E6100000010000000101000000C6EA45A3F1BA3540B7DF90FC77FA4340",87,"142","ΑΦΟΙ ΧΑΤΖΗΖΗΣΗ Ο.Ε.","ΓΡΕΒΕΝΩΝ","Δεσκάτη του Ν. Γρεβενών","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
88,"0104000020E6100000010000000101000000C6EA45A3F1BA3540B7DF90FC77FA4340",88,"143","ΑΦΟΙ ΧΑΤΖΗΖΗΣΗ Ο.Ε.","ΓΡΕΒΕΝΩΝ","Δεσκάτη του Ν. Γρεβενών","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
89,"0104000020E6100000010000000101000000C6EA45A3F1BA3540B7DF90FC77FA4340",89,"144","ΑΦΟΙ ΧΑΤΖΗΖΗΣΗ Ο.Ε.","ΓΡΕΒΕΝΩΝ","Δεσκάτη του Ν. Γρεβενών","Ελλάδα","ΤΥΡΙ","ΑΝΕΒΑΤΟ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","16.12.2016 έως 15.12.2019","locality","APPROXIMATE"
90,"0104000020E6100000010000000101000000C6EA45A3F1BA3540B7DF90FC77FA4340",90,"145","ΑΦΟΙ ΧΑΤΖΗΖΗΣΗ Ο.Ε.","ΓΡΕΒΕΝΩΝ","Δεσκάτη του Ν. Γρεβενών","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","01.07.2016 έως 30.06.2019","locality","APPROXIMATE"
91,"0104000020E6100000010000000101000000C6EA45A3F1BA3540B7DF90FC77FA4340",91,"146","ΑΦΟΙ ΧΑΤΖΗΖΗΣΗ Ο.Ε.","ΓΡΕΒΕΝΩΝ","Δεσκάτη του Ν. Γρεβενών","Ελλάδα","ΤΥΡΙ","ΜΠΑΤΖΟΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","04.08.2016 έως 03.08.2019","locality","APPROXIMATE"
92,"0104000020E61000000100000001010000004E5FCFD72C713540B4441D0C2B0D4340",92,"147","ΑΧΑΪΚΗ ΦΑΡΜΑ - ΑΥΓΕΡΟΣ ΔΗΜΗΤΡΙΟΣ ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ","ΑΧΑΪΑΣ","Μποντεϊκα του N. Αχαϊας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","03.11.2014 έως 02.11.2017","locality","APPROXIMATE"
93,"0104000020E610000001000000010100000068BE39121E013A4068D0D03FC1904340",93,"153","ΒΑΣΙΛΑ ΧΡΙΣΤΙΝΑ","ΛΕΣΒΟΥ","Μεσότοπο  του Ν.Λέσβου","Ελλάδα","ΤΥΡΙ","ΛΑΔΟΤΥΡΙ ΜΥΤΙΛΗΝΗΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","09.09.2014 έως 08.09.2017","locality","APPROXIMATE"
94,"0104000020E610000001000000010100000068BE39121E013A4068D0D03FC1904340",94,"154","ΒΑΣΙΛΑ ΧΡΙΣΤΙΝΑ","ΛΕΣΒΟΥ","Μεσότοπο  του Ν.Λέσβου","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","09.09.2014 έως 08.09.2017","locality","APPROXIMATE"
95,"0104000020E6100000010000000101000000019C830C8934364056E58C727A424440",95,"158","ΒΕΡΜΙΟ ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ","ΗΜΑΘΙΑΣ","Βέροια του Ν. Ημαθίας","Ελλάδα","ΤΥΡΙ","ΜΠΑΤΖΟΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","20.01.2016 έως 19.01.2019","locality","APPROXIMATE"
96,"0104000020E6100000010000000101000000019C830C8934364056E58C727A424440",96,"159","ΒΕΡΜΙΟ ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ","ΗΜΑΘΙΑΣ","Βέροια του Ν. Ημαθίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","20.01.2016 έως 19.01.2019","locality","APPROXIMATE"
97,"0104000020E610000001000000010100000046A055C1033A3640A5A14621C9F04340",97,"160","ΒΙΓΛΑ ΟΛΥΜΠΟΥ Α.Ε.Β.Ε.","ΛΑΡΙΣΑΣ","Ελασσόνα του Ν. Λαρίσης","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
98,"0104000020E610000001000000010100000046A055C1033A3640A5A14621C9F04340",98,"161","ΒΙΓΛΑ ΟΛΥΜΠΟΥ Α.Ε.Β.Ε.","ΛΑΡΙΣΑΣ","Ελασσόνα του Ν. Λαρίσης","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
99,"0104000020E610000001000000010100000075ADBD4F555537400000000000404440",99,"162","ΒΙΟΜΗΧΑΝΙΑ ΓΑΛΑΚΤΟΣ Α.Ε.Β.Ε. ""ΧΑΛΚΙΔΙΚΗ Α.Ε.""","ΧΑΛΚΙΔΙΚΗΣ","Ν. Τρίγλια του Ν. Χαλκιδικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.01.2015 έως 20.01.2018","locality","APPROXIMATE"
100,"0104000020E61000000100000001010000006E36B11B11953540B2834A5CC7D84340",100,"164","ΒΛΑΧΟΓΙΑΝΝΗΣ Χ. & ΣΙΑ Ο.Ε. ""Ο ΚΙΤΣΟΣ""","ΤΡΙΚΑΛΩΝ","Διάβα Καλαμπάκας του Ν. Τρικάλων","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","03.01.2014 έως 02.01.2017","locality","APPROXIMATE"
101,"0104000020E6100000010000000101000000A4F32BE79C5F384036FB4D72D1A44140",101,"165","ΒΟΓΙΑΤΖΙΔΑΚΗΣ Ε. ΝΙΚΟΣ","ΡΕΘΥΜΝΗΣ","Ρούστικα του Ν. Ρεθύμνης","Ελλάδα","ΤΥΡΙ","ΓΡΑΒΙΕΡΑ ΚΡΗΤΗΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2014 έως 20.03.2017","locality","APPROXIMATE"
102,"0104000020E6100000010000000101000000132A38BC200A3740C995D5CFF64A4340",102,"166","ΒΟΥΡΔΟΝΙΚΟΛΑ Γ. & Β. Ο.Ε. ""ΤΑ ΠΕΡΙΒΟΛΑΚΙΑ""","ΦΘΙΩΤΙΔΑΣ","Αταλάντη του Ν. Φθιώτιδος","Ελλάδα","ΤΥΡΙ","ΦΟΡΜΑΕΛΑ ΑΡΑΧΩΒΑΣ ΠΑΡΝΑΣΣΟΥ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","20.12.2013 έως 19.12.2016","locality","APPROXIMATE"
103,"0104000020E6100000010000000101000000132A38BC200A3740C995D5CFF64A4340",103,"167","ΒΟΥΡΔΟΝΙΚΟΛΑ Γ. & Β. Ο.Ε. ""ΤΑ ΠΕΡΙΒΟΛΑΚΙΑ""","ΦΘΙΩΤΙΔΑΣ","Αταλάντη του Ν. Φθιώτιδος","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","20.12.2013 έως 19.12.2016","locality","APPROXIMATE"
104,"0104000020E610000001000000010100000068BE39121E013A4068D0D03FC1904340",104,"168","ΒΟΥΡΝΑΖΟΣ ΔΗΜΟΣΘΕΝΗΣ","ΛΕΣΒΟΥ","Μεσότοπο του Ν.Λέσβου","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","22.03.2017 έως 21.03.2020","locality","APPROXIMATE"
105,"0104000020E610000001000000010100000068BE39121E013A4068D0D03FC1904340",105,"169","ΒΟΥΡΝΑΖΟΣ ΔΗΜΟΣΘΕΝΗΣ","ΛΕΣΒΟΥ","Μεσότοπο του Ν.Λέσβου","Ελλάδα","ΤΥΡΙ","ΛΑΔΟΤΥΡΙ ΜΥΤΙΛΗΝΗΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","22.03.2017 έως 21.03.2020","locality","APPROXIMATE"
106,"0104000020E61000000100000001010000001FE7EC53446636407CD6901381B44240",106,"170","ΓΑΛΑΚΤΟΒΙΟΜΗΧΑΝΙΑ ΑΡΚΑΔΙΑΣ Α.Ε.Β.Ε.","ΑΡΚΑΔΙΑΣ","Μανθυρέα Τρίπολης του Ν.Αρκαδίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","09.07.2014 έως 08.07.2017","locality","APPROXIMATE"
107,"0104000020E61000000100000001010000003126FDBD14563A40C082EAD5B6A74340",107,"171","ΓΑΛΑΚΤΟΚΟΜΙΚΑ ΜΥΣΤΑΚΕΛΛΗΣ ΙΚΕ","ΛΕΣΒΟΥ","Μανταμάδο του Ν. Λέσβου","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","04.02.2016 έως 03.02.2019","locality","APPROXIMATE"
108,"0104000020E61000000100000001010000003126FDBD14563A40C082EAD5B6A74340",108,"172","ΓΑΛΑΚΤΟΚΟΜΙΚΑ ΜΥΣΤΑΚΕΛΛΗΣ ΙΚΕ","ΛΕΣΒΟΥ","Μανταμάδο του Ν. Λέσβου","Ελλάδα","ΤΥΡΙ","ΛΑΔΟΤΥΡΙ ΜΥΤΙΛΗΝΗΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","04.02.2016 έως 03.02.2019","locality","APPROXIMATE"
109,"0104000020E610000001000000010100000082751C3F54063A4006C6B0790B9A4340",109,"173","ΓΑΛΑΚΤΟΚΟΜΙΚΗ ΛΕΣΒΟΥ Α.Β.Ε.Ε.","ΛΕΣΒΟΥ","Χίδηρα του Ν. Λέσβου","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
110,"0104000020E610000001000000010100000082751C3F54063A4006C6B0790B9A4340",110,"174","ΓΑΛΑΚΤΟΚΟΜΙΚΗ ΛΕΣΒΟΥ Α.Β.Ε.Ε.","ΛΕΣΒΟΥ","Χίδηρα του Ν. Λέσβου","Ελλάδα","ΤΥΡΙ","ΛΑΔΟΤΥΡΙ ΜΥΤΙΛΗΝΗΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
111,"0104000020E610000001000000010100000082751C3F54063A4006C6B0790B9A4340",111,"175","ΓΑΛΑΚΤΟΚΟΜΙΚΗ ΛΕΣΒΟΥ Α.Β.Ε.Ε.","ΛΕΣΒΟΥ","Χίδηρα του Ν. Λέσβου","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
112,"0104000020E6100000010000000101000000339298FB3FBA3740D4BE1479EDFD4240",112,"179","ΓΑΛΑΞΙΑΣ - ΠΕΝΤΕ Α.Ε.","ΑΤΤΙΚΗΣ","Αθήνα του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","08.02.2011 έως 07.02.2014","locality","APPROXIMATE"
113,"0104000020E6100000010000000101000000339298FB3FBA3740D4BE1479EDFD4240",113,"180","ΓΑΛΑΞΙΑΣ - ΠΕΝΤΕ Α.Ε.","ΑΤΤΙΚΗΣ","Αθήνα του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","εμπορία","08.02.2011 έως 07.02.2014","locality","APPROXIMATE"
114,"0104000020E6100000010000000101000000339298FB3FBA3740D4BE1479EDFD4240",114,"181","ΓΑΛΑΞΙΑΣ - ΠΕΝΤΕ Α.Ε.","ΑΤΤΙΚΗΣ","Αθήνα του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","εμπορία","08.02.2011 έως 07.02.2014","locality","APPROXIMATE"
115,"0104000020E6100000010000000101000000685C381092393540CB67791EDC644340",115,"183","ΓΕΩΡΓΙΟΥ ΓΕΩΡΓΙΟΣ & ΣΙΑ Ο.Ε.","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","Στάνο Αμφιλοχίας του Ν. Αιτωλοκαρνανίας","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","15.04.2014 έως 14.04.2017","establishment","GEOMETRIC_CENTER"
116,"0104000020E6100000010000000101000000A2F721CA722337409C267D6B713D4440",116,"184","ΓΙΑΝΝΙΩΤΗΣ ΙΚΕ","ΘΕΣΣΑΛΟΝΙΚΗΣ","Βασιλικά του Ν. Θεσσαλονίκης","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","22.11.2016 έως 21.11.2019","locality","APPROXIMATE"
117,"0104000020E6100000010000000101000000B8489000244B36409E094D124BDE4340",117,"185","ΓΙΑΝΝΩΤΑΣ ΙΩΑΝΝ. & ΑΘ. Ο.Ε.","ΛΑΡΙΣΑΣ","Τύρναβος του Ν. Λαρίσης","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2014 έως 20.03.2017","route","GEOMETRIC_CENTER"
118,"0104000020E6100000010000000101000000BCCADAA6786A36407225F1A8E7D24340",118,"186","ΓΚΑΛΜΠΟΓΚΙΝΗΣ Ι. ΑΣΤΕΡΙΟΣ","ΛΑΡΙΣΑΣ","Φαλάνη του Ν. Λάρισας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","09.04.2017 έως 08.04.2020","route","GEOMETRIC_CENTER"
119,"0104000020E6100000010000000101000000BCCADAA6786A36407225F1A8E7D24340",119,"187","ΓΚΑΛΜΠΟΓΚΙΝΗΣ Ι. ΑΣΤΕΡΙΟΣ","ΛΑΡΙΣΑΣ","Φαλάνη του Ν. Λάρισας","Ελλάδα","ΤΥΡΙ","ΜΑΝΟΥΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","24.07.2017 έως 23.07.2020","route","GEOMETRIC_CENTER"
120,"0104000020E610000001000000010100000023FCE659A4983440E4A6615342014440",120,"189","ΓΡΑΜΜΟΖΗ ΒΑΣΙΛΙΚΗ","ΙΩΑΝΝΙΝΩΝ","Βασιλικό Πωγωνίου του Ν. Ιωαννίνων","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","15.05.2016 έως 14.05.2019","locality","APPROXIMATE"
121,"0104000020E610000001000000010100000023FCE659A4983440E4A6615342014440",121,"190","ΓΡΑΜΜΟΖΗ ΒΑΣΙΛΙΚΗ","ΙΩΑΝΝΙΝΩΝ","Βασιλικό Παγωνίου του Ν. Ιωαννίνων","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","18.03.2015 έως 17.03.2018","locality","APPROXIMATE"
122,"0104000020E61000000100000001010000006F9B4E571C513540A59938036D554340",122,"193","ΓΡΑΤΣΑΝΗΣ Π. ΑΠΟΣΤΟΛΟΣ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","Αγρίνιο του Ν. Αιτωλοκαρνανίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","20.10.2016 έως 19.10.2019","locality","APPROXIMATE"
123,"0104000020E61000000100000001010000006F9B4E571C513540A59938036D554340",123,"194","ΓΡΑΤΣΑΝΗΣ Π. ΑΠΟΣΤΟΛΟΣ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","Αγρίνιο του Ν. Αιτωλοκαρνανίας","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","17.09.2016 έως 16.09.2019","locality","APPROXIMATE"
124,"0104000020E61000000100000001010000009D386F5287E53540629BF97A63354340",124,"195","ΓΡΑΤΣΑΝΗΣ ΧΡΗΣΤΟΣ & ΣΙΑ Ο.Ε.","ΦΩΚΙΔΑΣ","Καστράκι  του Ν. Φωκίδας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","02.01.2016 έως 01.01.2019","locality","APPROXIMATE"
125,"0104000020E6100000010000000101000000DA56B3CEF8FA3640D1820651ADEC4240",125,"197","ΔΕΔΕΜΠΙΛΗΣ Α.Ε.Β.Ε.","ΚΟΡΙΝΘΙΑΣ","Γαλατάκι του Ν. Κορινθίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","27.08.2014 έως 26.08.2017","locality","APPROXIMATE"
126,"0104000020E6100000010000000101000000B2721E04D3DB3740A04E797423124340",126,"198","ΔΕΛΤΑ ΤΡΟΦΙΜΑ Α.Ε.","ΑΤΤΙΚΗΣ","Άγιος Στέφανος του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","εμπορία","08.10.2016 έως 07.10.2019","locality","APPROXIMATE"
127,"0104000020E6100000010000000101000000B2721E04D3DB3740A04E797423124340",127,"199","ΔΕΛΤΑ ΤΡΟΦΙΜΑ Α.Ε.","ΑΤΤΙΚΗΣ","Άγιος Στέφανος του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","08.10.2016 έως 07.10.2019","locality","APPROXIMATE"
128,"0104000020E6100000010000000101000000FAA4C97B8BFB3540ABD3DC651A954240",128,"205","ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ","ΜΕΣΣΗΝΙΑΣ","Βαλύρα του Ν. Μεσσηνίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","12.02.2017 έως 11.02.2020","locality","APPROXIMATE"
129,"0104000020E6100000010000000101000000FAA4C97B8BFB3540ABD3DC651A954240",129,"206","ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΣ ΙΩΣΗΦ","ΜΕΣΣΗΝΙΑΣ","Βαλύρα του Ν. Μεσσηνίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2014 έως 20.03.2017","locality","APPROXIMATE"
130,"0104000020E6100000010000000101000000FAA4C97B8BFB3540ABD3DC651A954240",130,"207","ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΣ ΙΩΣΗΦ","ΜΕΣΣΗΝΙΑΣ","Βαλύρα του Ν. Μεσσηνίας","Ελλάδα","ΤΥΡΙ","ΣΦΕΛΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","05.06.2014 έως 04.06.2017","locality","APPROXIMATE"
131,"0104000020E610000001000000010100000077AD73C23AEE3740AE2017E64EF04240",131,"208","ΔΙΑΝΟΜΕΥΣ Ε.Π.Ε.","ΑΤΤΙΚΗΣ","Μαρκόπουλο του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","03.10.2014 έως 02.10.2017","route","GEOMETRIC_CENTER"
