"dairyprod","milkitem","geo","time","values"
"D1100A","PRO","PT","1989",1735
"D1100A","PRO","RO","1989",4666
"D1100A","PRO","SI","1989",583
"D1100A","PRO","SK","1989",2001
"D1100A","PRO","UK","1989",14974.22
"D1100A","PRO","AL","1988",486
"D1100A","PRO","BE","1988",3637
"D1100A","PRO","BG","1988",2570
"D1100A","PRO","CY","1988",122.5
"D1100A","PRO","CZ","1988",4905.89
"D1100A","PRO","DE","1988",24000
"D1100A","PRO","DEW","1988",24000
"D1100A","PRO","DK","1988",4740
"D1100A","PRO","EE","1988",1288.6
"D1100A","PRO","EL","1988",1812.6
"D1100A","PRO","ES","1988",6362.7
"D1100A","PRO","EU10","1988",106429.99
"D1100A","PRO","EU9","1988",104617.39
"D1100A","PRO","FR","1988",27251
"D1100A","PRO","HR","1988",1035
"D1100A","PRO","HU","1988",2881.22
"D1100A","PRO","IE","1988",5323.1
"D1100A","PRO","IT","1988",11431.9
"D1100A","PRO","LT","1988",3208.6
"D1100A","PRO","LU","1988",285.39
"D1100A","PRO","LV","1988",1974
"D1100A","PRO","MK","1988",173
"D1100A","PRO","MT","1988",34.01
"D1100A","PRO","NL","1988",11406
"D1100A","PRO","PL","1988",15644
"D1100A","PRO","PT","1988",1634
"D1100A","PRO","RO","1988",5396
"D1100A","PRO","SI","1988",585
"D1100A","PRO","SK","1988",1997
"D1100A","PRO","UK","1988",15193.91
"D1100A","PRO","AL","1987",452
"D1100A","PRO","BE","1987",3781.7
"D1100A","PRO","BG","1987",2590
"D1100A","PRO","CY","1987",118.2
"D1100A","PRO","CZ","1987",4883.23
"D1100A","PRO","DE","1987",24458
"D1100A","PRO","DEW","1987",24458
"D1100A","PRO","DK","1987",4860
"D1100A","PRO","EE","1987",1290.2
"D1100A","PRO","EL","1987",1762.41
"D1100A","PRO","ES","1987",6530.3
"D1100A","PRO","EU10","1987",108903.5
"D1100A","PRO","EU9","1987",107141.09
"D1100A","PRO","FR","1987",27791
"D1100A","PRO","HR","1987",1046
"D1100A","PRO","HU","1987",2824.57
"D1100A","PRO","IE","1987",5521.5
"D1100A","PRO","IT","1987",11584.6
"D1100A","PRO","LT","1987",3119.8
"D1100A","PRO","LU","1987",293.29
"D1100A","PRO","LV","1987",1987.7
"D1100A","PRO","MK","1987",181
"D1100A","PRO","MT","1987",33.83
"D1100A","PRO","NL","1987",11673
"D1100A","PRO","PL","1987",15542
"D1100A","PRO","PT","1987",1573
"D1100A","PRO","RO","1987",5165
"D1100A","PRO","SI","1987",583
"D1100A","PRO","SK","1987",1978
"D1100A","PRO","UK","1987",15522.22
"D1100A","PRO","BE","1986",3922.5
"D1100A","PRO","DE","1986",26372
"D1100A","PRO","DEW","1986",26372
"D1100A","PRO","DK","1986",5111
"D1100A","PRO","EL","1986",1807.53
"D1100A","PRO","ES","1986",6691.5
"D1100A","PRO","EU10","1986",114042.17
"D1100A","PRO","EU9","1986",112234.64
"D1100A","PRO","FR","1986",28648
"D1100A","PRO","IE","1986",5614.2
"D1100A","PRO","IT","1986",11575
"D1100A","PRO","LU","1986",298.94
"D1100A","PRO","NL","1986",12695
"D1100A","PRO","PT","1986",1458
"D1100A","PRO","UK","1986",16358.69
"D1100A","PRO","BE","1985",3800
"D1100A","PRO","DE","1985",25696
"D1100A","PRO","DEW","1985",25696
"D1100A","PRO","DK","1985",5099
"D1100A","PRO","EL","1985",1796.53
"D1100A","PRO","EU10","1985",112985.99
"D1100A","PRO","EU9","1985",111189.46
"D1100A","PRO","FR","1985",28371
"D1100A","PRO","IE","1985",5822.5
"D1100A","PRO","IT","1985",11759.2
"D1100A","PRO","LU","1985",300.76
"D1100A","PRO","NL","1985",12550
"D1100A","PRO","UK","1985",16140.39
"D1100A","PRO","BE","1984",3822
"D1100A","PRO","DE","1984",26173
"D1100A","PRO","DEW","1984",26173
"D1100A","PRO","DK","1984",5234
"D1100A","PRO","EL","1984",1857.44
"D1100A","PRO","EU10","1984",113778.43
"D1100A","PRO","EU9","1984",111920.99
"D1100A","PRO","FR","1984",28303
"D1100A","PRO","IE","1984",5729.51
"D1100A","PRO","IT","1984",11696.1
"D1100A","PRO","LU","1984",299.38
"D1100A","PRO","NL","1984",12782
"D1100A","PRO","UK","1984",16222.77
"D1100A","PRO","BE","1983",3871.65
"D1100A","PRO","DE","1983",26935
"D1100A","PRO","DEW","1983",26935
"D1100A","PRO","DK","1983",5427
"D1100A","PRO","EL","1983",1781.56
"D1100A","PRO","EU10","1983",115866.79
"D1100A","PRO","EU9","1983",114085.23
"D1100A","PRO","FR","1983",28253
"D1100A","PRO","IE","1983",5491.06
"D1100A","PRO","IT","1983",11648.9
"D1100A","PRO","LU","1983",289.62
"D1100A","PRO","NL","1983",13240
"D1100A","PRO","UK","1983",17260.69
"D1100A","PRO","BE","1982",3804.46
"D1100A","PRO","DE","1982",25487
"D1100A","PRO","DEW","1982",25487
"D1100A","PRO","DK","1982",5217
"D1100A","PRO","EL","1982",2137.1
"D1100A","PRO","EU10","1982",112429.39
"D1100A","PRO","EU9","1982",110292.29
"D1100A","PRO","FR","1982",27747
"D1100A","PRO","IE","1982",5099.03
"D1100A","PRO","IT","1982",11488.1
"D1100A","PRO","LU","1982",278.7
"D1100A","PRO","NL","1982",12708
"D1100A","PRO","UK","1982",16759.23
"D1100A","PRO","BE","1981",3789.86
"D1100A","PRO","DE","1981",24880
"D1100A","PRO","DEW","1981",24880
"D1100A","PRO","DK","1981",5037
"D1100A","PRO","EL","1981",2176.35
"D1100A","PRO","EU10","1981",109282.2
"D1100A","PRO","EU9","1981",107105.85
"D1100A","PRO","FR","1981",27341
"D1100A","PRO","IE","1981",4676.89
"D1100A","PRO","IT","1981",11341.4
"D1100A","PRO","LU","1981",269.7
"D1100A","PRO","NL","1981",12147
"D1100A","PRO","UK","1981",15865.46
"D1100A","PRO","BE","1980",3763.33
"D1100A","PRO","DE","1980",24801
"D1100A","PRO","DEW","1980",24801
"D1100A","PRO","DK","1980",5117
"D1100A","PRO","EL","1980",1694.4
"D1100A","PRO","EU10","1980",108882.66
"D1100A","PRO","EU9","1980",107188.26
"D1100A","PRO","FR","1980",27480
"D1100A","PRO","IE","1980",4708.73
"D1100A","PRO","IT","1980",11437.6
"D1100A","PRO","LU","1980",269.6
"D1100A","PRO","NL","1980",11785
"D1100A","PRO","UK","1980",15973.58
"D1100A","PRO","BE","1979",3770.88
"D1100A","PRO","DE","1979",23929
"D1100A","PRO","DEW","1979",23929
"D1100A","PRO","DK","1979",5225
"D1100A","PRO","EL","1979",1703.98
"D1100A","PRO","EU10","1979",108393.01
"D1100A","PRO","EU9","1979",106689.03
"D1100A","PRO","FR","1979",27983
"D1100A","PRO","IE","1979",4795.15
"D1100A","PRO","IT","1979",11292.3
"D1100A","PRO","LU","1979",262.7
"D1100A","PRO","NL","1979",11592
"D1100A","PRO","UK","1979",15916.95
"D1100A","PRO","BE","1978",3766
"D1100A","PRO","DE","1978",23318
"D1100A","PRO","DEW","1978",23318
"D1100A","PRO","DK","1978",5324
"D1100A","PRO","EL","1978",1664.64
"D1100A","PRO","EU10","1978",106464.47
"D1100A","PRO","EU9","1978",104799.83
"D1100A","PRO","FR","1978",27205
"D1100A","PRO","IE","1978",4689.32
"D1100A","PRO","IT","1978",10882.51
"D1100A","PRO","LU","1978",256
"D1100A","PRO","NL","1978",11363
"D1100A","PRO","UK","1978",15902.53
"D1100A","PRO","BE","1977",3623
"D1100A","PRO","DE","1977",22547
"D1100A","PRO","DEW","1977",22547
"D1100A","PRO","DK","1977",5138
"D1100A","PRO","EL","1977",1667.67
"D1100A","PRO","EU10","1977",102351.15
"D1100A","PRO","EU9","1977",100683.48
"D1100A","PRO","FR","1977",26476
"D1100A","PRO","IE","1977",4150.48
"D1100A","PRO","IT","1977",10572
"D1100A","PRO","LU","1977",249
"D1100A","PRO","NL","1977",10612
"D1100A","PRO","UK","1977",15189.99
"D1100A","PRO","BE","1976",3592
"D1100A","PRO","DE","1976",22189
"D1100A","PRO","DEW","1976",22189
"D1100A","PRO","DK","1976",5045
"D1100A","PRO","EL","1976",1703.68
"D1100A","PRO","EU10","1976",99950.935
"D1100A","PRO","EU9","1976",98247.25
"D1100A","PRO","FR","1976",25878
"D1100A","PRO","IE","1976",3858.25
"D1100A","PRO","IT","1976",10286
"D1100A","PRO","LU","1976",250
"D1100A","PRO","NL","1976",10490
"D1100A","PRO","UK","1976",14401.24
"D1100A","PRO","BE","1975",3621
"D1100A","PRO","DE","1975",21628
"D1100A","PRO","DEW","1975",21628
"D1100A","PRO","DK","1975",4918
"D1100A","PRO","EL","1975",1688.18
"D1100A","PRO","EU10","1975",98325.437
"D1100A","PRO","EU9","1975",96637.26
"D1100A","PRO","FR","1975",26079
"D1100A","PRO","IE","1975",3591.26
"D1100A","PRO","IT","1975",10091
"D1100A","PRO","LU","1975",248
"D1100A","PRO","NL","1975",10221
"D1100A","PRO","UK","1975",13922.44
"D1100A","PRO","BE","1974",3708
"D1100A","PRO","DE","1974",21532
"D1100A","PRO","DEW","1974",21532
"D1100A","PRO","DK","1974",4818
"D1100A","PRO","EL","1974",1615.9
"D1100A","PRO","EU10","1974",97716.825
"D1100A","PRO","EU9","1974",96100.92
"D1100A","PRO","FR","1974",26059
"D1100A","PRO","IE","1974",3335.92
"D1100A","PRO","IT","1974",10195
"D1100A","PRO","LU","1974",251
"D1100A","PRO","NL","1974",9915
"D1100A","PRO","UK","1974",13964.66
"D1100A","PRO","BE","1973",3611
"D1100A","PRO","DE","1973",21290
"D1100A","PRO","DEW","1973",21290
"D1100A","PRO","DK","1973",4729
"D1100A","PRO","EL","1973",1569.27
"D1100A","PRO","EU10","1973",97077.406
"D1100A","PRO","EU9","1973",95508.14
"D1100A","PRO","FR","1973",25956
"D1100A","PRO","IE","1973",3462.14
"D1100A","PRO","IT","1973",10383
"D1100A","PRO","LU","1973",239
"D1100A","PRO","NL","1973",9354
"D1100A","PRO","UK","1973",14413.6
"D1100A","PRO","BE","1972",3647
"D1100A","PRO","DE","1972",21513
"D1100A","PRO","DEW","1972",21513
"D1100A","PRO","DK","1972",4786
"D1100A","PRO","EU9","1972",95146.92
"D1100A","PRO","FR","1972",25565
"D1100A","PRO","IE","1972",3935.92
"D1100A","PRO","IT","1972",10536
"D1100A","PRO","LU","1972",232
"D1100A","PRO","NL","1972",8951
"D1100A","PRO","UK","1972",14137
"D1100A","PRO","BE","1971",3601
"D1100A","PRO","DE","1971",21195
"D1100A","PRO","DEW","1971",21195
"D1100A","PRO","DK","1971",4556
"D1100A","PRO","EU9","1971",90976.78
"D1100A","PRO","FR","1971",24337
"D1100A","PRO","IE","1971",3740.78
"D1100A","PRO","IT","1971",9977
"D1100A","PRO","LU","1971",218
"D1100A","PRO","NL","1971",8392
"D1100A","PRO","UK","1971",13274
"D1100A","PRO","BE","1970",3745
"D1100A","PRO","DE","1970",21893
"D1100A","PRO","DEW","1970",21893
"D1100A","PRO","DK","1970",4637
"D1100A","PRO","EU9","1970",90958.01
"D1100A","PRO","FR","1970",24012
"D1100A","PRO","IE","1970",3633.01
"D1100A","PRO","IT","1970",10070
"D1100A","PRO","LU","1970",217
"D1100A","PRO","NL","1970",8239
"D1100A","PRO","UK","1970",12940
"D1100A","PRO","BE","1969",3920
"D1100A","PRO","DE","1969",22262
"D1100A","PRO","DEW","1969",22262
"D1100A","PRO","DK","1969",4872
"D1100A","PRO","EU9","1969",91781.47
"D1100A","PRO","FR","1969",24337
"D1100A","PRO","IE","1969",3684.47
"D1100A","PRO","IT","1969",10330
"D1100A","PRO","LU","1969",211
"D1100A","PRO","NL","1969",7975
"D1100A","PRO","UK","1969",12720
"D1100A","PRO","BE","1968",3913
"D1100A","PRO","DE","1968",22176
"D1100A","PRO","DEW","1968",22176
"D1100A","PRO","DK","1968",5122
"D1100A","PRO","EU9","1968",92322.87
"D1100A","PRO","FR","1968",24848
"D1100A","PRO","IE","1968",3670.87
"D1100A","PRO","IT","1968",10659
"D1100A","PRO","LU","1968",215
"D1100A","PRO","NL","1968",7710
"D1100A","PRO","UK","1968",12602
"D1100A","PRO","BE","1967",3872
"D1100A","PRO","DE","1967",21777
"D1100A","PRO","DEW","1967",21777
"D1100A","PRO","DK","1967",5193
"D1100A","PRO","EU9","1967",90310.17
"D1100A","PRO","FR","1967",23996
"D1100A","PRO","IE","1967",3461.17
"D1100A","PRO","IT","1967",10601
"D1100A","PRO","LU","1967",208
"D1100A","PRO","NL","1967",7535
"D1100A","PRO","UK","1967",12306
"D1100A","PRO","BE","1966",3767
"D1100A","PRO","DE","1966",21429
"D1100A","PRO","DEW","1966",21429
"D1100A","PRO","DK","1966",5306
"D1100A","PRO","EU9","1966",87933.04
"D1100A","PRO","FR","1966",22657
"D1100A","PRO","IE","1966",3232.04
"D1100A","PRO","IT","1966",10868
"D1100A","PRO","LU","1966",196
"D1100A","PRO","NL","1966",7236
"D1100A","PRO","UK","1966",11938
"D1100A","PRO","BE","1965",3772
"D1100A","PRO","DE","1965",21268
"D1100A","PRO","DEW","1965",21268
"D1100A","PRO","DK","1965",5367
"D1100A","PRO","EU9","1965",85931.75
"D1100A","PRO","FR","1965",21485
"D1100A","PRO","IE","1965",3141.75
"D1100A","PRO","IT","1965",10255
"D1100A","PRO","LU","1965",188
"D1100A","PRO","NL","1965",7143
"D1100A","PRO","UK","1965",12089
"D1100A","PRO","BE","1964",3692
"D1100A","PRO","DE","1964",20945
"D1100A","PRO","DEW","1964",20945
"D1100A","PRO","DK","1964",5233
"D1100A","PRO","EU9","1964",82499.97
"D1100A","PRO","FR","1964",20056
"D1100A","PRO","IE","1964",3000.97
"D1100A","PRO","IT","1964",9641
"D1100A","PRO","LU","1964",182
"D1100A","PRO","NL","1964",6956
"D1100A","PRO","UK","1964",11717
"D1100A","PRO","BE","1963",3837
"D1100A","PRO","DE","1963",20846
"D1100A","PRO","DEW","1963",20846
"D1100A","PRO","DK","1963",5086
"D1100A","PRO","EU9","1963",81821.23
"D1100A","PRO","FR","1963",19668
"D1100A","PRO","IE","1963",2892.23
"D1100A","PRO","IT","1963",9278
"D1100A","PRO","LU","1963",195
"D1100A","PRO","NL","1963",7011
"D1100A","PRO","UK","1963",11974
"D1100A","PRO","BE","1962",3972
"D1100A","PRO","DE","1962",20472
"D1100A","PRO","DEW","1962",20472
"D1100A","PRO","DK","1962",5355
"D1100A","PRO","EU9","1962",82522.7
"D1100A","PRO","FR","1962",18817
"D1100A","PRO","IE","1962",2876.7
"D1100A","PRO","IT","1962",10286
"D1100A","PRO","LU","1962",195
"D1100A","PRO","NL","1962",7269
"D1100A","PRO","UK","1962",12336
"D1100A","PRO","BE","1961",3918
"D1100A","PRO","DE","1961",20085
"D1100A","PRO","DEW","1961",20085
"D1100A","PRO","DK","1961",5524
"D1100A","PRO","EU9","1961",81505.64
"D1100A","PRO","FR","1961",18467
"D1100A","PRO","IE","1961",2778.64
"D1100A","PRO","IT","1961",10670
"D1100A","PRO","LU","1961",207
"D1100A","PRO","NL","1961",6953
"D1100A","PRO","UK","1961",12036
"D1100A","PRO","BE","1960",3914
"D1100A","PRO","DE","1960",19490
"D1100A","PRO","DEW","1960",19490
"D1100A","PRO","DK","1960",5399
"D1100A","PRO","EU9","1960",79300.02
"D1100A","PRO","FR","1960",17811
"D1100A","PRO","IE","1960",2666.02
"D1100A","PRO","IT","1960",10479
"D1100A","PRO","LU","1960",200
"D1100A","PRO","NL","1960",6838
"D1100A","PRO","UK","1960",11524
