"itm_newa","geo","time","values"
"40000","LU","1976",10.83
"40000","NO","1976",143.8
"40000","SE","1976",175.27
"40000","UK","1976",546.6
"40000","BE","1975",143.6
"40000","DK","1975",175.56
"40000","ES","1975",2673.12
"40000","FR","1975",2235.7
"40000","LU","1975",11.52
"40000","NO","1975",141.8
"40000","SE","1975",178.93
"40000","UK","1975",557.5
"40000","BE","1974",149.9
"40000","DK","1974",183.95
"40000","ES","1974",2877.42
"40000","FR","1974",2293.2
"40000","LU","1974",12.21
"40000","NO","1974",146.3
"40000","SE","1974",186.47
"40000","UK","1974",567
"40000","BE","1973",155.8
"40000","DK","1973",197.61
"40000","ES","1973",2975.62
"40000","FR","1973",2352.4
"40000","LU","1973",12.67
"40000","NO","1973",151.3
"40000","SE","1973",193.17
"40000","UK","1973",576.9
