"legtype","agrarea","indic_ef","geo","time","values"
"TOTAL","TOTAL","HOLD_HOLD","FI18","2005",21670
"TOTAL","TOTAL","HOLD_HOLD","FI19","2005",26380
"TOTAL","TOTAL","HOLD_HOLD","FI1A","2005",9570
"TOTAL","TOTAL","HOLD_HOLD","FI20","2005",630
"TOTAL","TOTAL","HOLD_HOLD","FR10","2005",5590
"TOTAL","TOTAL","HOLD_HOLD","FR21","2005",24560
"TOTAL","TOTAL","HOLD_HOLD","FR22","2005",14530
"TOTAL","TOTAL","HOLD_HOLD","FR23","2005",12850
"TOTAL","TOTAL","HOLD_HOLD","FR24","2005",27630
"TOTAL","TOTAL","HOLD_HOLD","FR25","2005",26940
"TOTAL","TOTAL","HOLD_HOLD","FR26","2005",22360
"TOTAL","TOTAL","HOLD_HOLD","FR30","2005",15050
"TOTAL","TOTAL","HOLD_HOLD","FR41","2005",13440
"TOTAL","TOTAL","HOLD_HOLD","FR42","2005",12740
"TOTAL","TOTAL","HOLD_HOLD","FR43","2005",10580
"TOTAL","TOTAL","HOLD_HOLD","FR51","2005",42870
"TOTAL","TOTAL","HOLD_HOLD","FR52","2005",40630
"TOTAL","TOTAL","HOLD_HOLD","FR53","2005",29630
"TOTAL","TOTAL","HOLD_HOLD","FR61","2005",46130
"TOTAL","TOTAL","HOLD_HOLD","FR62","2005",50900
"TOTAL","TOTAL","HOLD_HOLD","FR63","2005",15370
"TOTAL","TOTAL","HOLD_HOLD","FR71","2005",45870
"TOTAL","TOTAL","HOLD_HOLD","FR72","2005",25560
"TOTAL","TOTAL","HOLD_HOLD","FR81","2005",35830
"TOTAL","TOTAL","HOLD_HOLD","FR82","2005",23620
"TOTAL","TOTAL","HOLD_HOLD","FR83","2005",2650
"TOTAL","TOTAL","HOLD_HOLD","FR91","2005",9490
"TOTAL","TOTAL","HOLD_HOLD","FR92","2005",3760
"TOTAL","TOTAL","HOLD_HOLD","FR93","2005",1280
"TOTAL","TOTAL","HOLD_HOLD","FR94","2005",7260
"TOTAL","TOTAL","HOLD_HOLD","HU10","2005",66410
"TOTAL","TOTAL","HOLD_HOLD","HU21","2005",65310
"TOTAL","TOTAL","HOLD_HOLD","HU22","2005",78890
"TOTAL","TOTAL","HOLD_HOLD","HU23","2005",92430
"TOTAL","TOTAL","HOLD_HOLD","HU31","2005",91420
"TOTAL","TOTAL","HOLD_HOLD","HU32","2005",169720
"TOTAL","TOTAL","HOLD_HOLD","HU33","2005",150610
"TOTAL","TOTAL","HOLD_HOLD","IE01","2005",70010
"TOTAL","TOTAL","HOLD_HOLD","IE02","2005",62660
"TOTAL","TOTAL","HOLD_HOLD","ITC1","2005",76500
"TOTAL","TOTAL","HOLD_HOLD","ITC2","2005",4650
"TOTAL","TOTAL","HOLD_HOLD","ITC3","2005",23120
"TOTAL","TOTAL","HOLD_HOLD","ITC4","2005",57420
"TOTAL","TOTAL","HOLD_HOLD","ITD1","2005",20630
"TOTAL","TOTAL","HOLD_HOLD","ITD2","2005",23290
"TOTAL","TOTAL","HOLD_HOLD","ITD3","2005",143020
"TOTAL","TOTAL","HOLD_HOLD","ITD4","2005",23840
"TOTAL","TOTAL","HOLD_HOLD","ITD5","2005",81480
"TOTAL","TOTAL","HOLD_HOLD","ITE1","2005",81840
"TOTAL","TOTAL","HOLD_HOLD","ITE2","2005",39350
"TOTAL","TOTAL","HOLD_HOLD","ITE3","2005",53320
"TOTAL","TOTAL","HOLD_HOLD","ITE4","2005",107280
"TOTAL","TOTAL","HOLD_HOLD","ITF1","2005",60910
"TOTAL","TOTAL","HOLD_HOLD","ITF2","2005",25030
"TOTAL","TOTAL","HOLD_HOLD","ITF3","2005",157010
"TOTAL","TOTAL","HOLD_HOLD","ITF4","2005",249330
"TOTAL","TOTAL","HOLD_HOLD","ITF5","2005",59920
"TOTAL","TOTAL","HOLD_HOLD","ITF6","2005",122850
"TOTAL","TOTAL","HOLD_HOLD","ITG1","2005",249030
"TOTAL","TOTAL","HOLD_HOLD","ITG2","2005",68730
"TOTAL","TOTAL","HOLD_HOLD","LT00","2005",252950
"TOTAL","TOTAL","HOLD_HOLD","LU00","2005",2450
"TOTAL","TOTAL","HOLD_HOLD","LV00","2005",128670
"TOTAL","TOTAL","HOLD_HOLD","MT00","2005",11070
"TOTAL","TOTAL","HOLD_HOLD","NL11","2005",3650
"TOTAL","TOTAL","HOLD_HOLD","NL12","2005",6290
"TOTAL","TOTAL","HOLD_HOLD","NL13","2005",4200
"TOTAL","TOTAL","HOLD_HOLD","NL21","2005",9870
"TOTAL","TOTAL","HOLD_HOLD","NL22","2005",14020
"TOTAL","TOTAL","HOLD_HOLD","NL23","2005",2120
"TOTAL","TOTAL","HOLD_HOLD","NL31","2005",3250
"TOTAL","TOTAL","HOLD_HOLD","NL32","2005",5860
"TOTAL","TOTAL","HOLD_HOLD","NL33","2005",8830
"TOTAL","TOTAL","HOLD_HOLD","NL34","2005",3620
"TOTAL","TOTAL","HOLD_HOLD","NL41","2005",14520
"TOTAL","TOTAL","HOLD_HOLD","NL42","2005",5610
"TOTAL","TOTAL","HOLD_HOLD","NO01","2005",2730
"TOTAL","TOTAL","HOLD_HOLD","NO02","2005",10010
"TOTAL","TOTAL","HOLD_HOLD","NO03","2005",9270
"TOTAL","TOTAL","HOLD_HOLD","NO04","2005",7440
"TOTAL","TOTAL","HOLD_HOLD","NO05","2005",11240
"TOTAL","TOTAL","HOLD_HOLD","NO06","2005",7650
"TOTAL","TOTAL","HOLD_HOLD","NO07","2005",4650
"TOTAL","TOTAL","HOLD_HOLD","PL11","2005",182470
"TOTAL","TOTAL","HOLD_HOLD","PL12","2005",314180
"TOTAL","TOTAL","HOLD_HOLD","PL21","2005",315030
"TOTAL","TOTAL","HOLD_HOLD","PL22","2005",182710
"TOTAL","TOTAL","HOLD_HOLD","PL31","2005",281180
"TOTAL","TOTAL","HOLD_HOLD","PL32","2005",274170
"TOTAL","TOTAL","HOLD_HOLD","PL33","2005",133710
"TOTAL","TOTAL","HOLD_HOLD","PL34","2005",111370
"TOTAL","TOTAL","HOLD_HOLD","PL41","2005",178610
"TOTAL","TOTAL","HOLD_HOLD","PL42","2005",55510
"TOTAL","TOTAL","HOLD_HOLD","PL43","2005",45090
"TOTAL","TOTAL","HOLD_HOLD","PL51","2005",114910
"TOTAL","TOTAL","HOLD_HOLD","PL52","2005",59950
"TOTAL","TOTAL","HOLD_HOLD","PL61","2005",101540
"TOTAL","TOTAL","HOLD_HOLD","PL62","2005",64260
"TOTAL","TOTAL","HOLD_HOLD","PL63","2005",61780
"TOTAL","TOTAL","HOLD_HOLD","PT11","2005",114340
"TOTAL","TOTAL","HOLD_HOLD","PT15","2005",14720
"TOTAL","TOTAL","HOLD_HOLD","PT16","2005",119170
"TOTAL","TOTAL","HOLD_HOLD","PT17","2005",8860
"TOTAL","TOTAL","HOLD_HOLD","PT18","2005",39950
"TOTAL","TOTAL","HOLD_HOLD","PT20","2005",15280
"TOTAL","TOTAL","HOLD_HOLD","PT30","2005",11590
"TOTAL","TOTAL","HOLD_HOLD","RO11","2005",591510
"TOTAL","TOTAL","HOLD_HOLD","RO12","2005",440710
"TOTAL","TOTAL","HOLD_HOLD","RO21","2005",854870
"TOTAL","TOTAL","HOLD_HOLD","RO22","2005",532150
"TOTAL","TOTAL","HOLD_HOLD","RO31","2005",847560
"TOTAL","TOTAL","HOLD_HOLD","RO32","2005",63860
"TOTAL","TOTAL","HOLD_HOLD","RO41","2005",608160
"TOTAL","TOTAL","HOLD_HOLD","RO42","2005",317330
"TOTAL","TOTAL","HOLD_HOLD","SE11","2005",2010
"TOTAL","TOTAL","HOLD_HOLD","SE12","2005",13360
"TOTAL","TOTAL","HOLD_HOLD","SE21","2005",11560
"TOTAL","TOTAL","HOLD_HOLD","SE22","2005",11190
"TOTAL","TOTAL","HOLD_HOLD","SE23","2005",18850
"TOTAL","TOTAL","HOLD_HOLD","SE31","2005",9470
"TOTAL","TOTAL","HOLD_HOLD","SE32","2005",4740
"TOTAL","TOTAL","HOLD_HOLD","SE33","2005",4640
"TOTAL","TOTAL","HOLD_HOLD","SI01","2005",54910
"TOTAL","TOTAL","HOLD_HOLD","SI02","2005",22260
"TOTAL","TOTAL","HOLD_HOLD","SK01","2005",2220
"TOTAL","TOTAL","HOLD_HOLD","SK02","2005",28020
"TOTAL","TOTAL","HOLD_HOLD","SK03","2005",19980
"TOTAL","TOTAL","HOLD_HOLD","SK04","2005",18270
"TOTAL","TOTAL","HOLD_HOLD","UKC1","2005",3510
"TOTAL","TOTAL","HOLD_HOLD","UKC2","2005",3130
"TOTAL","TOTAL","HOLD_HOLD","UKD1","2005",7990
"TOTAL","TOTAL","HOLD_HOLD","UKD2","2005",5550
"TOTAL","TOTAL","HOLD_HOLD","UKD3","2005",1760
"TOTAL","TOTAL","HOLD_HOLD","UKD4","2005",6870
"TOTAL","TOTAL","HOLD_HOLD","UKD5","2005",520
"TOTAL","TOTAL","HOLD_HOLD","UKE1","2005",4180
"TOTAL","TOTAL","HOLD_HOLD","UKE2","2005",10810
"TOTAL","TOTAL","HOLD_HOLD","UKE3","2005",1910
"TOTAL","TOTAL","HOLD_HOLD","UKE4","2005",4420
"TOTAL","TOTAL","HOLD_HOLD","UKF1","2005",7750
"TOTAL","TOTAL","HOLD_HOLD","UKF2","2005",6340
"TOTAL","TOTAL","HOLD_HOLD","UKF3","2005",6620
"TOTAL","TOTAL","HOLD_HOLD","UKG1","2005",11990
"TOTAL","TOTAL","HOLD_HOLD","UKG2","2005",13260
"TOTAL","TOTAL","HOLD_HOLD","UKG3","2005",610
"TOTAL","TOTAL","HOLD_HOLD","UKH1","2005",15490
"TOTAL","TOTAL","HOLD_HOLD","UKH2","2005",3070
"TOTAL","TOTAL","HOLD_HOLD","UKH3","2005",4360
"TOTAL","TOTAL","HOLD_HOLD","UKI1","2005",30
"TOTAL","TOTAL","HOLD_HOLD","UKI2","2005",470
"TOTAL","TOTAL","HOLD_HOLD","UKJ1","2005",6370
"TOTAL","TOTAL","HOLD_HOLD","UKJ2","2005",8380
"TOTAL","TOTAL","HOLD_HOLD","UKJ3","2005",5080
"TOTAL","TOTAL","HOLD_HOLD","UKJ4","2005",5730
"TOTAL","TOTAL","HOLD_HOLD","UKK1","2005",12180
"TOTAL","TOTAL","HOLD_HOLD","UKK2","2005",12760
"TOTAL","TOTAL","HOLD_HOLD","UKK3","2005",9070
"TOTAL","TOTAL","HOLD_HOLD","UKK4","2005",15710
"TOTAL","TOTAL","HOLD_HOLD","UKL1","2005",24770
"TOTAL","TOTAL","HOLD_HOLD","UKL2","2005",12200
"TOTAL","TOTAL","HOLD_HOLD","UKM2","2005",6630
"TOTAL","TOTAL","HOLD_HOLD","UKM3","2005",5740
"TOTAL","TOTAL","HOLD_HOLD","UKM5","2005",4150
"TOTAL","TOTAL","HOLD_HOLD","UKM6","2005",10280
"TOTAL","TOTAL","HOLD_HOLD","UKN0","2005",27060
