"legtype","agrarea","indic_ef","geo","time","values"
"TOTAL","TOTAL","HOLD_HOLD","PL41","2010",124940
"TOTAL","TOTAL","HOLD_HOLD","PL42","2010",30490
"TOTAL","TOTAL","HOLD_HOLD","PL43","2010",22250
"TOTAL","TOTAL","HOLD_HOLD","PL51","2010",61000
"TOTAL","TOTAL","HOLD_HOLD","PL52","2010",28300
"TOTAL","TOTAL","HOLD_HOLD","PL61","2010",68160
"TOTAL","TOTAL","HOLD_HOLD","PL62","2010",44990
"TOTAL","TOTAL","HOLD_HOLD","PL63","2010",40460
"TOTAL","TOTAL","HOLD_HOLD","PT11","2010",110840
"TOTAL","TOTAL","HOLD_HOLD","PT15","2010",12380
"TOTAL","TOTAL","HOLD_HOLD","PT16","2010",105090
"TOTAL","TOTAL","HOLD_HOLD","PT17","2010",7600
"TOTAL","TOTAL","HOLD_HOLD","PT18","2010",42200
"TOTAL","TOTAL","HOLD_HOLD","PT20","2010",13540
"TOTAL","TOTAL","HOLD_HOLD","PT30","2010",13610
"TOTAL","TOTAL","HOLD_HOLD","RO11","2010",528460
"TOTAL","TOTAL","HOLD_HOLD","RO12","2010",394650
"TOTAL","TOTAL","HOLD_HOLD","RO21","2010",790790
"TOTAL","TOTAL","HOLD_HOLD","RO22","2010",460330
"TOTAL","TOTAL","HOLD_HOLD","RO31","2010",800830
"TOTAL","TOTAL","HOLD_HOLD","RO32","2010",33490
"TOTAL","TOTAL","HOLD_HOLD","RO41","2010",576600
"TOTAL","TOTAL","HOLD_HOLD","RO42","2010",273890
"TOTAL","TOTAL","HOLD_HOLD","SE11","2010",2020
"TOTAL","TOTAL","HOLD_HOLD","SE12","2010",13120
"TOTAL","TOTAL","HOLD_HOLD","SE21","2010",11220
"TOTAL","TOTAL","HOLD_HOLD","SE22","2010",10800
"TOTAL","TOTAL","HOLD_HOLD","SE23","2010",17510
"TOTAL","TOTAL","HOLD_HOLD","SE31","2010",8420
"TOTAL","TOTAL","HOLD_HOLD","SE32","2010",4000
"TOTAL","TOTAL","HOLD_HOLD","SE33","2010",4000
"TOTAL","TOTAL","HOLD_HOLD","SI01","2010",53380
"TOTAL","TOTAL","HOLD_HOLD","SI02","2010",21260
"TOTAL","TOTAL","HOLD_HOLD","SK01","2010",550
"TOTAL","TOTAL","HOLD_HOLD","SK02","2010",8170
"TOTAL","TOTAL","HOLD_HOLD","SK03","2010",9130
"TOTAL","TOTAL","HOLD_HOLD","SK04","2010",6620
"TOTAL","TOTAL","HOLD_HOLD","UKC1","2010",2040
"TOTAL","TOTAL","HOLD_HOLD","UKC2","2010",2100
"TOTAL","TOTAL","HOLD_HOLD","UKD1","2010",4710
"TOTAL","TOTAL","HOLD_HOLD","UKD3","2010",900
"TOTAL","TOTAL","HOLD_HOLD","UKD4","2010",3480
"TOTAL","TOTAL","HOLD_HOLD","UKD6","2010",2810
"TOTAL","TOTAL","HOLD_HOLD","UKD7","2010",290
"TOTAL","TOTAL","HOLD_HOLD","UKE1","2010",2450
"TOTAL","TOTAL","HOLD_HOLD","UKE2","2010",6700
"TOTAL","TOTAL","HOLD_HOLD","UKE3","2010",1000
"TOTAL","TOTAL","HOLD_HOLD","UKE4","2010",1900
"TOTAL","TOTAL","HOLD_HOLD","UKF1","2010",4270
"TOTAL","TOTAL","HOLD_HOLD","UKF2","2010",3830
"TOTAL","TOTAL","HOLD_HOLD","UKF3","2010",3650
"TOTAL","TOTAL","HOLD_HOLD","UKG1","2010",6440
"TOTAL","TOTAL","HOLD_HOLD","UKG2","2010",6820
"TOTAL","TOTAL","HOLD_HOLD","UKG3","2010",280
"TOTAL","TOTAL","HOLD_HOLD","UKH1","2010",8160
"TOTAL","TOTAL","HOLD_HOLD","UKH2","2010",1650
"TOTAL","TOTAL","HOLD_HOLD","UKH3","2010",2310
"TOTAL","TOTAL","HOLD_HOLD","UKI1","2010",10
"TOTAL","TOTAL","HOLD_HOLD","UKI2","2010",220
"TOTAL","TOTAL","HOLD_HOLD","UKJ1","2010",3690
"TOTAL","TOTAL","HOLD_HOLD","UKJ2","2010",4220
"TOTAL","TOTAL","HOLD_HOLD","UKJ3","2010",2520
"TOTAL","TOTAL","HOLD_HOLD","UKJ4","2010",2780
"TOTAL","TOTAL","HOLD_HOLD","UKK1","2010",6200
"TOTAL","TOTAL","HOLD_HOLD","UKK2","2010",6340
"TOTAL","TOTAL","HOLD_HOLD","UKK3","2010",4500
"TOTAL","TOTAL","HOLD_HOLD","UKK4","2010",8040
"TOTAL","TOTAL","HOLD_HOLD","UKL1","2010",16120
"TOTAL","TOTAL","HOLD_HOLD","UKL2","2010",8000
"TOTAL","TOTAL","HOLD_HOLD","UKM2","2010",7260
"TOTAL","TOTAL","HOLD_HOLD","UKM3","2010",7130
"TOTAL","TOTAL","HOLD_HOLD","UKM5","2010",4710
"TOTAL","TOTAL","HOLD_HOLD","UKM6","2010",14210
"TOTAL","TOTAL","HOLD_HOLD","UKN0","2010",23460
"TOTAL","TOTAL","HOLD_HOLD","AT11","2007",9710
"TOTAL","TOTAL","HOLD_HOLD","AT12","2007",40420
"TOTAL","TOTAL","HOLD_HOLD","AT13","2007",620
"TOTAL","TOTAL","HOLD_HOLD","AT21","2007",14930
"TOTAL","TOTAL","HOLD_HOLD","AT22","2007",37630
"TOTAL","TOTAL","HOLD_HOLD","AT31","2007",33130
"TOTAL","TOTAL","HOLD_HOLD","AT32","2007",9400
"TOTAL","TOTAL","HOLD_HOLD","AT33","2007",15330
"TOTAL","TOTAL","HOLD_HOLD","AT34","2007",4250
"TOTAL","TOTAL","HOLD_HOLD","BE10","2007",20
"TOTAL","TOTAL","HOLD_HOLD","BE21","2007",5030
"TOTAL","TOTAL","HOLD_HOLD","BE22","2007",4060
"TOTAL","TOTAL","HOLD_HOLD","BE23","2007",8380
"TOTAL","TOTAL","HOLD_HOLD","BE24","2007",3970
"TOTAL","TOTAL","HOLD_HOLD","BE25","2007",10550
"TOTAL","TOTAL","HOLD_HOLD","BE31","2007",1230
"TOTAL","TOTAL","HOLD_HOLD","BE32","2007",4860
"TOTAL","TOTAL","HOLD_HOLD","BE33","2007",4070
"TOTAL","TOTAL","HOLD_HOLD","BE34","2007",2980
"TOTAL","TOTAL","HOLD_HOLD","BE35","2007",2860
"TOTAL","TOTAL","HOLD_HOLD","BG31","2007",90330
"TOTAL","TOTAL","HOLD_HOLD","BG32","2007",63780
"TOTAL","TOTAL","HOLD_HOLD","BG33","2007",56290
"TOTAL","TOTAL","HOLD_HOLD","BG34","2007",66940
"TOTAL","TOTAL","HOLD_HOLD","BG41","2007",82220
"TOTAL","TOTAL","HOLD_HOLD","BG42","2007",133570
"TOTAL","TOTAL","HOLD_HOLD","CH01","2007",9110
"TOTAL","TOTAL","HOLD_HOLD","CH02","2007",19740
"TOTAL","TOTAL","HOLD_HOLD","CH03","2007",4910
"TOTAL","TOTAL","HOLD_HOLD","CH04","2007",4160
"TOTAL","TOTAL","HOLD_HOLD","CH05","2007",13110
"TOTAL","TOTAL","HOLD_HOLD","CH06","2007",9620
"TOTAL","TOTAL","HOLD_HOLD","CH07","2007",1120
"TOTAL","TOTAL","HOLD_HOLD","CY00","2007",40120
"TOTAL","TOTAL","HOLD_HOLD","CZ01","2007",280
"TOTAL","TOTAL","HOLD_HOLD","CZ02","2007",4470
"TOTAL","TOTAL","HOLD_HOLD","CZ03","2007",6250
"TOTAL","TOTAL","HOLD_HOLD","CZ04","2007",2330
"TOTAL","TOTAL","HOLD_HOLD","CZ05","2007",6240
"TOTAL","TOTAL","HOLD_HOLD","CZ06","2007",12030
"TOTAL","TOTAL","HOLD_HOLD","CZ07","2007",4900
"TOTAL","TOTAL","HOLD_HOLD","CZ08","2007",2890
"TOTAL","TOTAL","HOLD_HOLD","DE3_5_6","2007",1280
"TOTAL","TOTAL","HOLD_HOLD","DK01","2007",2420
"TOTAL","TOTAL","HOLD_HOLD","DK02","2007",7850
"TOTAL","TOTAL","HOLD_HOLD","DK03","2007",12410
"TOTAL","TOTAL","HOLD_HOLD","DK04","2007",13630
"TOTAL","TOTAL","HOLD_HOLD","DK05","2007",8310
"TOTAL","TOTAL","HOLD_HOLD","EE00","2007",23340
"TOTAL","TOTAL","HOLD_HOLD","EL11","2007",67850
"TOTAL","TOTAL","HOLD_HOLD","EL12","2007",123710
"TOTAL","TOTAL","HOLD_HOLD","EL13","2007",31620
"TOTAL","TOTAL","HOLD_HOLD","EL14","2007",83030
"TOTAL","TOTAL","HOLD_HOLD","EL21","2007",44270
"TOTAL","TOTAL","HOLD_HOLD","EL22","2007",32170
"TOTAL","TOTAL","HOLD_HOLD","EL23","2007",99050
"TOTAL","TOTAL","HOLD_HOLD","EL24","2007",82580
"TOTAL","TOTAL","HOLD_HOLD","EL25","2007",108670
"TOTAL","TOTAL","HOLD_HOLD","EL30","2007",27400
"TOTAL","TOTAL","HOLD_HOLD","EL41","2007",35750
"TOTAL","TOTAL","HOLD_HOLD","EL42","2007",24320
"TOTAL","TOTAL","HOLD_HOLD","EL43","2007",99740
"TOTAL","TOTAL","HOLD_HOLD","ES11","2007",88040
"TOTAL","TOTAL","HOLD_HOLD","ES12","2007",30250
"TOTAL","TOTAL","HOLD_HOLD","ES13","2007",12100
"TOTAL","TOTAL","HOLD_HOLD","ES21","2007",21700
"TOTAL","TOTAL","HOLD_HOLD","ES22","2007",16400
"TOTAL","TOTAL","HOLD_HOLD","ES23","2007",10940
"TOTAL","TOTAL","HOLD_HOLD","ES24","2007",49970
"TOTAL","TOTAL","HOLD_HOLD","ES30","2007",8800
"TOTAL","TOTAL","HOLD_HOLD","ES41","2007",94820
"TOTAL","TOTAL","HOLD_HOLD","ES42","2007",131730
"TOTAL","TOTAL","HOLD_HOLD","ES43","2007",70680
"TOTAL","TOTAL","HOLD_HOLD","ES51","2007",55100
"TOTAL","TOTAL","HOLD_HOLD","ES52","2007",135300
"TOTAL","TOTAL","HOLD_HOLD","ES53","2007",13190
"TOTAL","TOTAL","HOLD_HOLD","ES61","2007",255960
"TOTAL","TOTAL","HOLD_HOLD","ES62","2007",34160
"TOTAL","TOTAL","HOLD_HOLD","ES63","2007",0
"TOTAL","TOTAL","HOLD_HOLD","ES64","2007",0
"TOTAL","TOTAL","HOLD_HOLD","ES70","2007",14790
"TOTAL","TOTAL","HOLD_HOLD","FI13","2007",12040
"TOTAL","TOTAL","HOLD_HOLD","FI18","2007",20790
"TOTAL","TOTAL","HOLD_HOLD","FI19","2007",25500
"TOTAL","TOTAL","HOLD_HOLD","FI1A","2007",9280
"TOTAL","TOTAL","HOLD_HOLD","FI1B","2007",4400
"TOTAL","TOTAL","HOLD_HOLD","FI1C","2007",16390
"TOTAL","TOTAL","HOLD_HOLD","FI1D","2007",21320
"TOTAL","TOTAL","HOLD_HOLD","FI20","2007",630
"TOTAL","TOTAL","HOLD_HOLD","FR10","2007",5310
"TOTAL","TOTAL","HOLD_HOLD","FR21","2007",24090
"TOTAL","TOTAL","HOLD_HOLD","FR22","2007",13730
"TOTAL","TOTAL","HOLD_HOLD","FR23","2007",11950
"TOTAL","TOTAL","HOLD_HOLD","FR24","2007",25540
"TOTAL","TOTAL","HOLD_HOLD","FR25","2007",24720
"TOTAL","TOTAL","HOLD_HOLD","FR26","2007",21160
"TOTAL","TOTAL","HOLD_HOLD","FR30","2007",13800
"TOTAL","TOTAL","HOLD_HOLD","FR41","2007",12650
"TOTAL","TOTAL","HOLD_HOLD","FR42","2007",11840
"TOTAL","TOTAL","HOLD_HOLD","FR43","2007",9870
"TOTAL","TOTAL","HOLD_HOLD","FR51","2007",39060
"TOTAL","TOTAL","HOLD_HOLD","FR52","2007",37660
"TOTAL","TOTAL","HOLD_HOLD","FR53","2007",27440
"TOTAL","TOTAL","HOLD_HOLD","FR61","2007",43850
"TOTAL","TOTAL","HOLD_HOLD","FR62","2007",48570
"TOTAL","TOTAL","HOLD_HOLD","FR63","2007",14320
"TOTAL","TOTAL","HOLD_HOLD","FR71","2007",41700
"TOTAL","TOTAL","HOLD_HOLD","FR72","2007",24180
"TOTAL","TOTAL","HOLD_HOLD","FR81","2007",32240
"TOTAL","TOTAL","HOLD_HOLD","FR82","2007",20900
"TOTAL","TOTAL","HOLD_HOLD","FR83","2007",2350
"TOTAL","TOTAL","HOLD_HOLD","FR91","2007",8760
"TOTAL","TOTAL","HOLD_HOLD","FR92","2007",3500
"TOTAL","TOTAL","HOLD_HOLD","FR93","2007",1080
"TOTAL","TOTAL","HOLD_HOLD","FR94","2007",7080
"TOTAL","TOTAL","HOLD_HOLD","HR03","2007",36590
"TOTAL","TOTAL","HOLD_HOLD","HR04","2007",144670
"TOTAL","TOTAL","HOLD_HOLD","HU10","2007",62080
"TOTAL","TOTAL","HOLD_HOLD","HU21","2007",56010
"TOTAL","TOTAL","HOLD_HOLD","HU22","2007",62360
"TOTAL","TOTAL","HOLD_HOLD","HU23","2007",78140
"TOTAL","TOTAL","HOLD_HOLD","HU31","2007",81940
"TOTAL","TOTAL","HOLD_HOLD","HU32","2007",150320
"TOTAL","TOTAL","HOLD_HOLD","HU33","2007",135470
"TOTAL","TOTAL","HOLD_HOLD","IE01","2007",68250
"TOTAL","TOTAL","HOLD_HOLD","IE02","2007",59990
"TOTAL","TOTAL","HOLD_HOLD","ITC1","2007",75440
"TOTAL","TOTAL","HOLD_HOLD","ITC2","2007",3860
"TOTAL","TOTAL","HOLD_HOLD","ITC3","2007",20680
"TOTAL","TOTAL","HOLD_HOLD","ITC4","2007",57490
"TOTAL","TOTAL","HOLD_HOLD","ITD1","2007",20860
"TOTAL","TOTAL","HOLD_HOLD","ITD2","2007",20770
"TOTAL","TOTAL","HOLD_HOLD","ITD3","2007",144600
"TOTAL","TOTAL","HOLD_HOLD","ITD4","2007",24210
"TOTAL","TOTAL","HOLD_HOLD","ITD5","2007",81960
"TOTAL","TOTAL","HOLD_HOLD","ITE1","2007",78900
"TOTAL","TOTAL","HOLD_HOLD","ITE2","2007",38200
"TOTAL","TOTAL","HOLD_HOLD","ITE3","2007",49140
"TOTAL","TOTAL","HOLD_HOLD","ITE4","2007",102580
"TOTAL","TOTAL","HOLD_HOLD","ITF1","2007",60070
"TOTAL","TOTAL","HOLD_HOLD","ITF2","2007",23510
"TOTAL","TOTAL","HOLD_HOLD","ITF3","2007",151800
"TOTAL","TOTAL","HOLD_HOLD","ITF4","2007",245370
"TOTAL","TOTAL","HOLD_HOLD","ITF5","2007",57280
"TOTAL","TOTAL","HOLD_HOLD","ITF6","2007",119130
"TOTAL","TOTAL","HOLD_HOLD","ITG1","2007",237270
"TOTAL","TOTAL","HOLD_HOLD","ITG2","2007",66300
"TOTAL","TOTAL","HOLD_HOLD","ITH1","2007",20860
"TOTAL","TOTAL","HOLD_HOLD","ITH2","2007",20770
"TOTAL","TOTAL","HOLD_HOLD","ITH3","2007",144600
"TOTAL","TOTAL","HOLD_HOLD","ITH4","2007",24210
"TOTAL","TOTAL","HOLD_HOLD","ITH5","2007",83570
"TOTAL","TOTAL","HOLD_HOLD","ITI1","2007",78900
"TOTAL","TOTAL","HOLD_HOLD","ITI2","2007",38200
"TOTAL","TOTAL","HOLD_HOLD","ITI3","2007",47520
"TOTAL","TOTAL","HOLD_HOLD","ITI4","2007",102580
"TOTAL","TOTAL","HOLD_HOLD","LT00","2007",230270
"TOTAL","TOTAL","HOLD_HOLD","LU00","2007",2300
"TOTAL","TOTAL","HOLD_HOLD","LV00","2007",107750
"TOTAL","TOTAL","HOLD_HOLD","MT00","2007",11020
"TOTAL","TOTAL","HOLD_HOLD","NL11","2007",3460
"TOTAL","TOTAL","HOLD_HOLD","NL12","2007",5960
"TOTAL","TOTAL","HOLD_HOLD","NL13","2007",3960
"TOTAL","TOTAL","HOLD_HOLD","NL21","2007",9310
"TOTAL","TOTAL","HOLD_HOLD","NL22","2007",13180
"TOTAL","TOTAL","HOLD_HOLD","NL23","2007",2040
"TOTAL","TOTAL","HOLD_HOLD","NL31","2007",3050
"TOTAL","TOTAL","HOLD_HOLD","NL32","2007",5410
"TOTAL","TOTAL","HOLD_HOLD","NL33","2007",8070
"TOTAL","TOTAL","HOLD_HOLD","NL34","2007",3410
"TOTAL","TOTAL","HOLD_HOLD","NL41","2007",13660
"TOTAL","TOTAL","HOLD_HOLD","NL42","2007",5240
"TOTAL","TOTAL","HOLD_HOLD","NO01","2007",2560
"TOTAL","TOTAL","HOLD_HOLD","NO02","2007",9540
"TOTAL","TOTAL","HOLD_HOLD","NO03","2007",8680
"TOTAL","TOTAL","HOLD_HOLD","NO04","2007",7050
"TOTAL","TOTAL","HOLD_HOLD","NO05","2007",10430
"TOTAL","TOTAL","HOLD_HOLD","NO06","2007",7290
"TOTAL","TOTAL","HOLD_HOLD","NO07","2007",4400
"TOTAL","TOTAL","HOLD_HOLD","PL11","2007",183630
"TOTAL","TOTAL","HOLD_HOLD","PL12","2007",302290
"TOTAL","TOTAL","HOLD_HOLD","PL21","2007",278670
"TOTAL","TOTAL","HOLD_HOLD","PL22","2007",143100
"TOTAL","TOTAL","HOLD_HOLD","PL31","2007",283790
"TOTAL","TOTAL","HOLD_HOLD","PL32","2007",280550
"TOTAL","TOTAL","HOLD_HOLD","PL33","2007",129900
"TOTAL","TOTAL","HOLD_HOLD","PL34","2007",107850
"TOTAL","TOTAL","HOLD_HOLD","PL41","2007",178660
"TOTAL","TOTAL","HOLD_HOLD","PL42","2007",54090
"TOTAL","TOTAL","HOLD_HOLD","PL43","2007",41470
"TOTAL","TOTAL","HOLD_HOLD","PL51","2007",126210
"TOTAL","TOTAL","HOLD_HOLD","PL52","2007",60000
"TOTAL","TOTAL","HOLD_HOLD","PL61","2007",98470
"TOTAL","TOTAL","HOLD_HOLD","PL62","2007",64860
"TOTAL","TOTAL","HOLD_HOLD","PL63","2007",57420
"TOTAL","TOTAL","HOLD_HOLD","PT11","2007",102190
"TOTAL","TOTAL","HOLD_HOLD","PT15","2007",12200
"TOTAL","TOTAL","HOLD_HOLD","PT16","2007",96250
"TOTAL","TOTAL","HOLD_HOLD","PT17","2007",7180
"TOTAL","TOTAL","HOLD_HOLD","PT18","2007",33720
"TOTAL","TOTAL","HOLD_HOLD","PT20","2007",13150
"TOTAL","TOTAL","HOLD_HOLD","PT30","2007",10380
"TOTAL","TOTAL","HOLD_HOLD","RO11","2007",533770
"TOTAL","TOTAL","HOLD_HOLD","RO12","2007",398540
"TOTAL","TOTAL","HOLD_HOLD","RO21","2007",807460
"TOTAL","TOTAL","HOLD_HOLD","RO22","2007",501420
"TOTAL","TOTAL","HOLD_HOLD","RO31","2007",762890
"TOTAL","TOTAL","HOLD_HOLD","RO32","2007",62410
"TOTAL","TOTAL","HOLD_HOLD","RO41","2007",580610
"TOTAL","TOTAL","HOLD_HOLD","RO42","2007",284260
"TOTAL","TOTAL","HOLD_HOLD","SE11","2007",1940
"TOTAL","TOTAL","HOLD_HOLD","SE12","2007",13020
"TOTAL","TOTAL","HOLD_HOLD","SE21","2007",11070
"TOTAL","TOTAL","HOLD_HOLD","SE22","2007",10780
"TOTAL","TOTAL","HOLD_HOLD","SE23","2007",18160
"TOTAL","TOTAL","HOLD_HOLD","SE31","2007",8950
"TOTAL","TOTAL","HOLD_HOLD","SE32","2007",4390
"TOTAL","TOTAL","HOLD_HOLD","SE33","2007",4300
"TOTAL","TOTAL","HOLD_HOLD","SI01","2007",53660
"TOTAL","TOTAL","HOLD_HOLD","SI02","2007",21680
"TOTAL","TOTAL","HOLD_HOLD","SK01","2007",2170
"TOTAL","TOTAL","HOLD_HOLD","SK02","2007",28060
"TOTAL","TOTAL","HOLD_HOLD","SK03","2007",20170
"TOTAL","TOTAL","HOLD_HOLD","SK04","2007",18590
"TOTAL","TOTAL","HOLD_HOLD","UKC1","2007",2470
"TOTAL","TOTAL","HOLD_HOLD","UKC2","2007",2550
"TOTAL","TOTAL","HOLD_HOLD","UKD1","2007",6120
"TOTAL","TOTAL","HOLD_HOLD","UKD2","2007",3800
"TOTAL","TOTAL","HOLD_HOLD","UKD3","2007",1170
"TOTAL","TOTAL","HOLD_HOLD","UKD4","2007",4650
"TOTAL","TOTAL","HOLD_HOLD","UKD5","2007",330
"TOTAL","TOTAL","HOLD_HOLD","UKD6","2007",3770
"TOTAL","TOTAL","HOLD_HOLD","UKD7","2007",370
"TOTAL","TOTAL","HOLD_HOLD","UKE1","2007",2940
"TOTAL","TOTAL","HOLD_HOLD","UKE2","2007",8210
"TOTAL","TOTAL","HOLD_HOLD","UKE3","2007",1240
"TOTAL","TOTAL","HOLD_HOLD","UKE4","2007",2620
"TOTAL","TOTAL","HOLD_HOLD","UKF1","2007",5450
"TOTAL","TOTAL","HOLD_HOLD","UKF2","2007",4840
"TOTAL","TOTAL","HOLD_HOLD","UKF3","2007",4620
"TOTAL","TOTAL","HOLD_HOLD","UKG1","2007",8400
"TOTAL","TOTAL","HOLD_HOLD","UKG2","2007",9060
"TOTAL","TOTAL","HOLD_HOLD","UKG3","2007",340
"TOTAL","TOTAL","HOLD_HOLD","UKH1","2007",10040
"TOTAL","TOTAL","HOLD_HOLD","UKH2","2007",2030
"TOTAL","TOTAL","HOLD_HOLD","UKH3","2007",2800
"TOTAL","TOTAL","HOLD_HOLD","UKI1","2007",20
"TOTAL","TOTAL","HOLD_HOLD","UKI2","2007",290
"TOTAL","TOTAL","HOLD_HOLD","UKJ1","2007",4650
"TOTAL","TOTAL","HOLD_HOLD","UKJ2","2007",5570
"TOTAL","TOTAL","HOLD_HOLD","UKJ3","2007",3240
"TOTAL","TOTAL","HOLD_HOLD","UKJ4","2007",3620
"TOTAL","TOTAL","HOLD_HOLD","UKK1","2007",8260
"TOTAL","TOTAL","HOLD_HOLD","UKK2","2007",8700
"TOTAL","TOTAL","HOLD_HOLD","UKK3","2007",5880
"TOTAL","TOTAL","HOLD_HOLD","UKK4","2007",11080
"TOTAL","TOTAL","HOLD_HOLD","UKL1","2007",25530
"TOTAL","TOTAL","HOLD_HOLD","UKL2","2007",12690
"TOTAL","TOTAL","HOLD_HOLD","UKM2","2007",6610
"TOTAL","TOTAL","HOLD_HOLD","UKM3","2007",5740
"TOTAL","TOTAL","HOLD_HOLD","UKM5","2007",4240
"TOTAL","TOTAL","HOLD_HOLD","UKM6","2007",10710
"TOTAL","TOTAL","HOLD_HOLD","UKN0","2007",26150
"TOTAL","TOTAL","HOLD_HOLD","AT11","2005",10280
"TOTAL","TOTAL","HOLD_HOLD","AT12","2005",41780
"TOTAL","TOTAL","HOLD_HOLD","AT13","2005",460
"TOTAL","TOTAL","HOLD_HOLD","AT21","2005",15780
"TOTAL","TOTAL","HOLD_HOLD","AT22","2005",39640
"TOTAL","TOTAL","HOLD_HOLD","AT31","2005",33990
"TOTAL","TOTAL","HOLD_HOLD","AT32","2005",9360
"TOTAL","TOTAL","HOLD_HOLD","AT33","2005",15270
"TOTAL","TOTAL","HOLD_HOLD","AT34","2005",4080
"TOTAL","TOTAL","HOLD_HOLD","BE10","2005",20
"TOTAL","TOTAL","HOLD_HOLD","BE21","2005",5440
"TOTAL","TOTAL","HOLD_HOLD","BE22","2005",4470
"TOTAL","TOTAL","HOLD_HOLD","BE23","2005",9000
"TOTAL","TOTAL","HOLD_HOLD","BE24","2005",4340
"TOTAL","TOTAL","HOLD_HOLD","BE25","2005",11160
"TOTAL","TOTAL","HOLD_HOLD","BE31","2005",1290
"TOTAL","TOTAL","HOLD_HOLD","BE32","2005",5180
"TOTAL","TOTAL","HOLD_HOLD","BE33","2005",4390
"TOTAL","TOTAL","HOLD_HOLD","BE34","2005",3170
"TOTAL","TOTAL","HOLD_HOLD","BE35","2005",3080
"TOTAL","TOTAL","HOLD_HOLD","BG31","2005",96710
"TOTAL","TOTAL","HOLD_HOLD","BG32","2005",72470
"TOTAL","TOTAL","HOLD_HOLD","BG33","2005",64420
"TOTAL","TOTAL","HOLD_HOLD","BG34","2005",78050
"TOTAL","TOTAL","HOLD_HOLD","BG41","2005",85510
"TOTAL","TOTAL","HOLD_HOLD","BG42","2005",137460
"TOTAL","TOTAL","HOLD_HOLD","CH01","2005",9500
"TOTAL","TOTAL","HOLD_HOLD","CH02","2005",20270
"TOTAL","TOTAL","HOLD_HOLD","CH03","2005",4940
"TOTAL","TOTAL","HOLD_HOLD","CH04","2005",4270
"TOTAL","TOTAL","HOLD_HOLD","CH05","2005",13640
"TOTAL","TOTAL","HOLD_HOLD","CH06","2005",9880
"TOTAL","TOTAL","HOLD_HOLD","CH07","2005",1130
"TOTAL","TOTAL","HOLD_HOLD","CY00","2005",45170
"TOTAL","TOTAL","HOLD_HOLD","CZ01","2005",330
"TOTAL","TOTAL","HOLD_HOLD","CZ02","2005",4730
"TOTAL","TOTAL","HOLD_HOLD","CZ03","2005",6740
"TOTAL","TOTAL","HOLD_HOLD","CZ04","2005",2690
"TOTAL","TOTAL","HOLD_HOLD","CZ05","2005",6620
"TOTAL","TOTAL","HOLD_HOLD","CZ06","2005",12710
"TOTAL","TOTAL","HOLD_HOLD","CZ07","2005",5330
"TOTAL","TOTAL","HOLD_HOLD","CZ08","2005",3090
"TOTAL","TOTAL","HOLD_HOLD","DE3_5_6","2005",1340
"TOTAL","TOTAL","HOLD_HOLD","DK01","2005",2630
"TOTAL","TOTAL","HOLD_HOLD","DK02","2005",8690
"TOTAL","TOTAL","HOLD_HOLD","DK03","2005",14830
"TOTAL","TOTAL","HOLD_HOLD","DK04","2005",16030
"TOTAL","TOTAL","HOLD_HOLD","DK05","2005",9480
"TOTAL","TOTAL","HOLD_HOLD","EE00","2005",27750
"TOTAL","TOTAL","HOLD_HOLD","EL11","2005",65390
"TOTAL","TOTAL","HOLD_HOLD","EL12","2005",117770
"TOTAL","TOTAL","HOLD_HOLD","EL13","2005",30390
"TOTAL","TOTAL","HOLD_HOLD","EL14","2005",80170
"TOTAL","TOTAL","HOLD_HOLD","EL21","2005",43320
"TOTAL","TOTAL","HOLD_HOLD","EL22","2005",31880
"TOTAL","TOTAL","HOLD_HOLD","EL23","2005",94760
"TOTAL","TOTAL","HOLD_HOLD","EL24","2005",81180
"TOTAL","TOTAL","HOLD_HOLD","EL25","2005",105880
"TOTAL","TOTAL","HOLD_HOLD","EL30","2005",26650
"TOTAL","TOTAL","HOLD_HOLD","EL41","2005",33800
"TOTAL","TOTAL","HOLD_HOLD","EL42","2005",24340
"TOTAL","TOTAL","HOLD_HOLD","EL43","2005",98060
"TOTAL","TOTAL","HOLD_HOLD","ES11","2005",91860
"TOTAL","TOTAL","HOLD_HOLD","ES12","2005",30930
"TOTAL","TOTAL","HOLD_HOLD","ES13","2005",12490
"TOTAL","TOTAL","HOLD_HOLD","ES21","2005",21780
"TOTAL","TOTAL","HOLD_HOLD","ES22","2005",17790
"TOTAL","TOTAL","HOLD_HOLD","ES23","2005",11780
"TOTAL","TOTAL","HOLD_HOLD","ES24","2005",51380
"TOTAL","TOTAL","HOLD_HOLD","ES30","2005",8900
"TOTAL","TOTAL","HOLD_HOLD","ES41","2005",100310
"TOTAL","TOTAL","HOLD_HOLD","ES42","2005",137120
"TOTAL","TOTAL","HOLD_HOLD","ES43","2005",71700
"TOTAL","TOTAL","HOLD_HOLD","ES51","2005",57500
"TOTAL","TOTAL","HOLD_HOLD","ES52","2005",143140
"TOTAL","TOTAL","HOLD_HOLD","ES53","2005",13560
"TOTAL","TOTAL","HOLD_HOLD","ES61","2005",258480
"TOTAL","TOTAL","HOLD_HOLD","ES62","2005",34940
"TOTAL","TOTAL","HOLD_HOLD","ES63","2005",0
"TOTAL","TOTAL","HOLD_HOLD","ES64","2005",0
"TOTAL","TOTAL","HOLD_HOLD","ES70","2005",15740
"TOTAL","TOTAL","HOLD_HOLD","FI13","2005",12360
