"species","fishreg","aquaenv","unit","geo","time","values"
"F00","0","TOTAL","TLW","AT","1989",4450
"F00","0","TOTAL","TLW","BE","1989",735
"F00","0","TOTAL","TLW","BG","1989",11615
"F00","0","TOTAL","TLW","CH","1989",1180
"F00","0","TOTAL","TLW","CY","1989",84
"F00","0","TOTAL","TLW","CZ_SK","1989",21266
"F00","0","TOTAL","TLW","DE","1989",66618
"F00","0","TOTAL","TLW","DK","1989",33059
"F00","0","TOTAL","TLW","EE","1989",1232
"F00","0","TOTAL","TLW","EEA18","1989",1021480
"F00","0","TOTAL","TLW","EFTA","1989",118048
"F00","0","TOTAL","TLW","EL","1989",4737
"F00","0","TOTAL","TLW","ES","1989",222924
"F00","0","TOTAL","TLW","EU15","1989",904612
"F00","0","TOTAL","TLW","EX_YU","1989",11888
"F00","0","TOTAL","TLW","FI","1989",18550
"F00","0","TOTAL","TLW","FO","1989",8131
"F00","0","TOTAL","TLW","FR","1989",225122
"F00","0","TOTAL","TLW","GG_JE","1989",13
"F00","0","TOTAL","TLW","HU","1989",20548
"F00","0","TOTAL","TLW","IE","1989",20790
"F00","0","TOTAL","TLW","IS","1989",1677
"F00","0","TOTAL","TLW","IT","1989",132971
"F00","0","TOTAL","TLW","LT","1989",4580
"F00","0","TOTAL","TLW","LV","1989",6288
"F00","0","TOTAL","TLW","NL","1989",108877
"F00","0","TOTAL","TLW","NO","1989",115191
"F00","0","TOTAL","TLW","PL","1989",25951
"F00","0","TOTAL","TLW","PT","1989",8549
"F00","0","TOTAL","TLW","RO","1989",47260
"F00","0","TOTAL","TLW","SE","1989",7914
"F00","0","TOTAL","TLW","TR","1989",4354
"F00","0","TOTAL","TLW","UK","1989",49316
"F00","0","TOTAL","TLW","AL","1988",3732
"F00","0","TOTAL","TLW","AT","1988",4500
"F00","0","TOTAL","TLW","BE","1988",700
"F00","0","TOTAL","TLW","BG","1988",12141
"F00","0","TOTAL","TLW","CH","1988",254
"F00","0","TOTAL","TLW","CY","1988",59
"F00","0","TOTAL","TLW","CZ_SK","1988",21247
"F00","0","TOTAL","TLW","DE","1988",72005
"F00","0","TOTAL","TLW","DK","1988",28659
"F00","0","TOTAL","TLW","EE","1988",401
"F00","0","TOTAL","TLW","EEA18","1988",998843
"F00","0","TOTAL","TLW","EFTA","1988",89731
"F00","0","TOTAL","TLW","EL","1988",4087
"F00","0","TOTAL","TLW","ES","1988",271403
"F00","0","TOTAL","TLW","EU15","1988",909366
"F00","0","TOTAL","TLW","EX_YU","1988",11867
"F00","0","TOTAL","TLW","FI","1988",16367
"F00","0","TOTAL","TLW","FO","1988",5260
"F00","0","TOTAL","TLW","FR","1988",227544
"F00","0","TOTAL","TLW","GG_JE","1988",13
"F00","0","TOTAL","TLW","HU","1988",17970
"F00","0","TOTAL","TLW","IE","1988",18327
"F00","0","TOTAL","TLW","IS","1988",1209
"F00","0","TOTAL","TLW","IT","1988",131499
"F00","0","TOTAL","TLW","LT","1988",3752
"F00","0","TOTAL","TLW","LV","1988",2926
"F00","0","TOTAL","TLW","NL","1988",79163
"F00","0","TOTAL","TLW","NO","1988",88268
"F00","0","TOTAL","TLW","PL","1988",25951
"F00","0","TOTAL","TLW","PT","1988",10433
"F00","0","TOTAL","TLW","RO","1988",50680
"F00","0","TOTAL","TLW","SE","1988",8287
"F00","0","TOTAL","TLW","TR","1988",4100
"F00","0","TOTAL","TLW","UK","1988",36392
"F00","0","TOTAL","TLW","AL","1987",2368
"F00","0","TOTAL","TLW","AT","1987",4000
"F00","0","TOTAL","TLW","BE","1987",600
"F00","0","TOTAL","TLW","BG","1987",12647
"F00","0","TOTAL","TLW","CH","1987",252
"F00","0","TOTAL","TLW","CY","1987",50
"F00","0","TOTAL","TLW","CZ_SK","1987",20736
"F00","0","TOTAL","TLW","DE","1987",66828
"F00","0","TOTAL","TLW","DK","1987",25851
"F00","0","TOTAL","TLW","EEA18","1987",947970
"F00","0","TOTAL","TLW","EFTA","1987",56274
"F00","0","TOTAL","TLW","EL","1987",2741
"F00","0","TOTAL","TLW","ES","1987",270734
"F00","0","TOTAL","TLW","EU15","1987",891948
"F00","0","TOTAL","TLW","EX_YU","1987",11524
"F00","0","TOTAL","TLW","FI","1987",12689
"F00","0","TOTAL","TLW","FO","1987",4523
"F00","0","TOTAL","TLW","FR","1987",231894
"F00","0","TOTAL","TLW","GG_JE","1987",25
"F00","0","TOTAL","TLW","HU","1987",17948
"F00","0","TOTAL","TLW","IE","1987",18693
"F00","0","TOTAL","TLW","IS","1987",643
"F00","0","TOTAL","TLW","IT","1987",110616
"F00","0","TOTAL","TLW","NL","1987",99567
"F00","0","TOTAL","TLW","NO","1987",55379
"F00","0","TOTAL","TLW","PL","1987",20472
"F00","0","TOTAL","TLW","PT","1987",11012
"F00","0","TOTAL","TLW","RO","1987",40183
"F00","0","TOTAL","TLW","SE","1987",7288
"F00","0","TOTAL","TLW","TR","1987",3300
"F00","0","TOTAL","TLW","UK","1987",29435
"F00","0","TOTAL","TLW","AL","1986",2165
"F00","0","TOTAL","TLW","AT","1986",4060
"F00","0","TOTAL","TLW","BE","1986",530
"F00","0","TOTAL","TLW","BG","1986",12138
"F00","0","TOTAL","TLW","CH","1986",271
"F00","0","TOTAL","TLW","CY","1986",57
"F00","0","TOTAL","TLW","CZ_SK","1986",21234
"F00","0","TOTAL","TLW","DE","1986",70235
"F00","0","TOTAL","TLW","DK","1986",24402
"F00","0","TOTAL","TLW","EEA18","1986",919371
"F00","0","TOTAL","TLW","EFTA","1986",49936
"F00","0","TOTAL","TLW","EL","1986",2296
"F00","0","TOTAL","TLW","ES","1986",268449
"F00","0","TOTAL","TLW","EU15","1986",869706
"F00","0","TOTAL","TLW","EX_YU","1986",11647
"F00","0","TOTAL","TLW","FI","1986",11006
"F00","0","TOTAL","TLW","FO","1986",2520
"F00","0","TOTAL","TLW","FR","1986",243671
"F00","0","TOTAL","TLW","GG_JE","1986",15
"F00","0","TOTAL","TLW","HU","1986",16997
"F00","0","TOTAL","TLW","IE","1986",12741
"F00","0","TOTAL","TLW","IS","1986",273
"F00","0","TOTAL","TLW","IT","1986",107130
"F00","0","TOTAL","TLW","NL","1986",86496
"F00","0","TOTAL","TLW","NO","1986",49392
"F00","0","TOTAL","TLW","PL","1986",18684
"F00","0","TOTAL","TLW","PT","1986",10331
"F00","0","TOTAL","TLW","RO","1986",47544
"F00","0","TOTAL","TLW","SE","1986",4346
"F00","0","TOTAL","TLW","TR","1986",3075
"F00","0","TOTAL","TLW","UK","1986",24013
"F00","0","TOTAL","TLW","AL","1985",1208
"F00","0","TOTAL","TLW","AT","1985",4100
"F00","0","TOTAL","TLW","BE","1985",440
"F00","0","TOTAL","TLW","BG","1985",10560
"F00","0","TOTAL","TLW","CH","1985",270
"F00","0","TOTAL","TLW","CY","1985",56
"F00","0","TOTAL","TLW","CZ_SK","1985",19813
"F00","0","TOTAL","TLW","DE","1985",61134
"F00","0","TOTAL","TLW","DK","1985",24244
"F00","0","TOTAL","TLW","EEA18","1985",893091
"F00","0","TOTAL","TLW","EFTA","1985",34990
"F00","0","TOTAL","TLW","EL","1985",2377
"F00","0","TOTAL","TLW","ES","1985",266608
"F00","0","TOTAL","TLW","EU15","1985",858371
"F00","0","TOTAL","TLW","EX_YU","1985",11086
"F00","0","TOTAL","TLW","FI","1985",10166
"F00","0","TOTAL","TLW","FO","1985",1620
"F00","0","TOTAL","TLW","FR","1985",226903
"F00","0","TOTAL","TLW","HU","1985",18315
"F00","0","TOTAL","TLW","IE","1985",11964
"F00","0","TOTAL","TLW","IS","1985",103
"F00","0","TOTAL","TLW","IT","1985",104301
"F00","0","TOTAL","TLW","NL","1985",116547
"F00","0","TOTAL","TLW","NO","1985",34617
"F00","0","TOTAL","TLW","PL","1985",20099
"F00","0","TOTAL","TLW","PT","1985",6402
"F00","0","TOTAL","TLW","RO","1985",42414
"F00","0","TOTAL","TLW","SE","1985",3081
"F00","0","TOTAL","TLW","TR","1985",2700
"F00","0","TOTAL","TLW","UK","1985",20104
"F00","0","TOTAL","TLW","AL","1984",1197
"F00","0","TOTAL","TLW","AT","1984",4000
"F00","0","TOTAL","TLW","BE","1984",310
"F00","0","TOTAL","TLW","BG","1984",14571
"F00","0","TOTAL","TLW","CH","1984",272
"F00","0","TOTAL","TLW","CY","1984",60
"F00","0","TOTAL","TLW","CZ_SK","1984",19488
"F00","0","TOTAL","TLW","DE","1984",97785
"F00","0","TOTAL","TLW","DK","1984",23609
"F00","0","TOTAL","TLW","EEA18","1984",803115
"F00","0","TOTAL","TLW","EFTA","1984",25862
"F00","0","TOTAL","TLW","EL","1984",2542
"F00","0","TOTAL","TLW","ES","1984",247426
"F00","0","TOTAL","TLW","EU15","1984",777525
"F00","0","TOTAL","TLW","EX_YU","1984",11617
"F00","0","TOTAL","TLW","FI","1984",9586
"F00","0","TOTAL","TLW","FO","1984",513
"F00","0","TOTAL","TLW","FR","1984",192609
"F00","0","TOTAL","TLW","HU","1984",16473
"F00","0","TOTAL","TLW","IE","1984",15322
"F00","0","TOTAL","TLW","IS","1984",137
"F00","0","TOTAL","TLW","IT","1984",96900
"F00","0","TOTAL","TLW","NL","1984",60319
"F00","0","TOTAL","TLW","NO","1984",25453
"F00","0","TOTAL","TLW","PL","1984",20000
"F00","0","TOTAL","TLW","PT","1984",6240
"F00","0","TOTAL","TLW","RO","1984",45116
"F00","0","TOTAL","TLW","SE","1984",3265
"F00","0","TOTAL","TLW","TR","1984",2226
"F00","0","TOTAL","TLW","UK","1984",17612
