"milkitem","dairyprod","geo","time","values"
"PRO","D1110A","ES23","2013",17.74
"PRO","D1110A","ES24","2013",127.11
"PRO","D1110A","ES30","2013",62.23
"PRO","D1110A","ES41","2013",814.08
"PRO","D1110A","ES42","2013",212.3
"PRO","D1110A","ES43","2013",28.19
"PRO","D1110A","ES51","2013",664.8
"PRO","D1110A","ES52","2013",63.66
"PRO","D1110A","ES53","2013",67.37
"PRO","D1110A","ES61","2013",499.76
"PRO","D1110A","ES62","2013",50.61
"PRO","D1110A","ES63","2013",0
"PRO","D1110A","ES64","2013",0
"PRO","D1110A","ES70","2013",36.3
"PRO","D1110A","FI19","2013",664.97
"PRO","D1110A","FI1B","2013",68.64
"PRO","D1110A","FI1C","2013",295.51
"PRO","D1110A","FI1D","2013",1282.58
"PRO","D1110A","FI20","2013",16.12
"PRO","D1110A","FR10","2013",46.96
"PRO","D1110A","FR21","2013",655.33
"PRO","D1110A","FR22","2013",919.64
"PRO","D1110A","FR23","2013",871.31
"PRO","D1110A","FR24","2013",462.07
"PRO","D1110A","FR25","2013",2833.12
"PRO","D1110A","FR26","2013",364.78
"PRO","D1110A","FR41","2013",1268.55
"PRO","D1110A","FR42","2013",320.75
"PRO","D1110A","FR43","2013",1171.72
"PRO","D1110A","FR51","2013",3749.47
"PRO","D1110A","FR52","2013",5311.78
"PRO","D1110A","FR53","2013",634.23
"PRO","D1110A","FR61","2013",580.54
"PRO","D1110A","FR62","2013",820.82
"PRO","D1110A","FR63","2013",163.28
"PRO","D1110A","FR71","2013",1578.5
"PRO","D1110A","FR72","2013",1186.02
"PRO","D1110A","FR81","2013",85.89
"PRO","D1110A","FR82","2013",28.26
"PRO","D1110A","FR83","2013",0
"PRO","D1110A","FR91","2013",0
"PRO","D1110A","FR92","2013",0.38
"PRO","D1110A","FR93","2013",0.06
"PRO","D1110A","FR94","2013",18.64
"PRO","D1110A","FRA1","2013",0
"PRO","D1110A","FRA2","2013",0.38
"PRO","D1110A","FRA3","2013",0.06
"PRO","D1110A","FRA4","2013",18.64
"PRO","D1110A","FRA5","2013",0
"PRO","D1110A","FRB0","2013",462.07
"PRO","D1110A","FRC1","2013",364.78
"PRO","D1110A","FRC2","2013",1171.72
"PRO","D1110A","FRD1","2013",2833.12
"PRO","D1110A","FRD2","2013",871.31
"PRO","D1110A","FRE1","2013",1387.77
"PRO","D1110A","FRE2","2013",919.64
"PRO","D1110A","FRF1","2013",320.75
"PRO","D1110A","FRF2","2013",655.33
"PRO","D1110A","FRF3","2013",1268.55
"PRO","D1110A","FRG0","2013",3749.47
"PRO","D1110A","FRH0","2013",5311.78
"PRO","D1110A","FRI1","2013",580.54
"PRO","D1110A","FRI2","2013",163.28
"PRO","D1110A","FRI3","2013",634.23
"PRO","D1110A","FRJ1","2013",85.89
"PRO","D1110A","FRJ2","2013",820.82
"PRO","D1110A","FRK1","2013",1186.02
"PRO","D1110A","FRK2","2013",1578.5
"PRO","D1110A","FRL0","2013",28.26
"PRO","D1110A","FRM0","2013",0
"PRO","D1110A","FRY1","2013",0
"PRO","D1110A","FRY2","2013",0.38
"PRO","D1110A","FRY3","2013",0.06
"PRO","D1110A","FRY4","2013",18.64
"PRO","D1110A","FRY5","2013",0
"PRO","D1110A","HR03","2013",61
"PRO","D1110A","HR04","2013",656
"PRO","D1110A","HU10","2013",125.3
"PRO","D1110A","HU21","2013",252.52
"PRO","D1110A","HU22","2013",256.54
"PRO","D1110A","HU23","2013",199.73
"PRO","D1110A","HU31","2013",126.76
"PRO","D1110A","HU32","2013",412.52
"PRO","D1110A","HU33","2013",399.4
"PRO","D1110A","IE01","2013",1126.93
"PRO","D1110A","IE02","2013",4473.77
"PRO","D1110A","ITC1","2013",869.75
"PRO","D1110A","ITC2","2013",47.92
"PRO","D1110A","ITC3","2013",35
"PRO","D1110A","ITC4","2013",4194.21
"PRO","D1110A","ITF1","2013",43.14
"PRO","D1110A","ITF2","2013",76.97
"PRO","D1110A","ITF3","2013",327.66
"PRO","D1110A","ITF4","2013",269.98
"PRO","D1110A","ITF5","2013",52.33
"PRO","D1110A","ITF6","2013",88.01
"PRO","D1110A","ITG1","2013",206.55
"PRO","D1110A","ITG2","2013",251.2
"PRO","D1110A","ITH1","2013",396.72
"PRO","D1110A","ITH2","2013",157.45
"PRO","D1110A","ITH3","2013",997.37
"PRO","D1110A","ITH4","2013",216.34
"PRO","D1110A","ITH5","2013",2405.61
"PRO","D1110A","ITI1","2013",65.59
"PRO","D1110A","ITI2","2013",67.94
"PRO","D1110A","ITI3","2013",62.63
"PRO","D1110A","ITI4","2013",448.89
"PRO","D1110A","LT00","2013",1719.51
"PRO","D1110A","LU00","2013",295.86
"PRO","D1110A","LV00","2013",912
"PRO","D1110A","ME00","2013",172.75
"PRO","D1110A","MT00","2013",40.92
"PRO","D1110A","NL11","2013",772
"PRO","D1110A","NL12","2013",2187
"PRO","D1110A","NL13","2013",810
"PRO","D1110A","NL21","2013",1970
"PRO","D1110A","NL22","2013",1842
"PRO","D1110A","NL23","2013",257
"PRO","D1110A","NL31","2013",660
"PRO","D1110A","NL32","2013",633
"PRO","D1110A","NL33","2013",769
"PRO","D1110A","NL34","2013",158
"PRO","D1110A","NL41","2013",1760
"PRO","D1110A","NL42","2013",394
"PRO","D1110A","NO01","2013",28.7
"PRO","D1110A","NO02","2013",265.5
"PRO","D1110A","NO03","2013",97.6
"PRO","D1110A","NO04","2013",329
"PRO","D1110A","NO05","2013",326.7
"PRO","D1110A","NO06","2013",324.4
"PRO","D1110A","NO07","2013",154.3
"PRO","D1110A","PL11","2013",977
"PRO","D1110A","PL12","2013",2738
"PRO","D1110A","PL21","2013",363
"PRO","D1110A","PL22","2013",248
"PRO","D1110A","PL31","2013",724
"PRO","D1110A","PL32","2013",253
"PRO","D1110A","PL33","2013",274
"PRO","D1110A","PL34","2013",2432
"PRO","D1110A","PL41","2013",1806
"PRO","D1110A","PL42","2013",163
"PRO","D1110A","PL43","2013",111
"PRO","D1110A","PL51","2013",195
"PRO","D1110A","PL52","2013",254
"PRO","D1110A","PL61","2013",898
"PRO","D1110A","PL62","2013",913
"PRO","D1110A","PL63","2013",369
"PRO","D1110A","PL71","2013",977
"PRO","D1110A","PL81","2013",724
"PRO","D1110A","PL82","2013",253
"PRO","D1110A","PL84","2013",2432
"PRO","D1110A","PT11","2013",730.82
"PRO","D1110A","PT15","2013",0.28
"PRO","D1110A","PT16","2013",252.54
"PRO","D1110A","PT17","2013",69.7
"PRO","D1110A","PT18","2013",243.39
"PRO","D1110A","PT20","2013",596.46
"PRO","D1110A","PT30","2013",1.24
"PRO","D1110A","RO11","2013",763
"PRO","D1110A","RO12","2013",633
"PRO","D1110A","RO21","2013",959
"PRO","D1110A","RO22","2013",429
"PRO","D1110A","RO31","2013",483
"PRO","D1110A","RO32","2013",14
"PRO","D1110A","RO41","2013",368
"PRO","D1110A","RO42","2013",317
"PRO","D1110A","SE11","2013",26.39
"PRO","D1110A","SE12","2013",446.71
"PRO","D1110A","SE21","2013",843.37
"PRO","D1110A","SE22","2013",369.27
"PRO","D1110A","SE23","2013",708.5
"PRO","D1110A","SE31","2013",183.71
"PRO","D1110A","SE32","2013",123.26
"PRO","D1110A","SE33","2013",168.38
"PRO","D1110A","SI01","2013",389.52
"PRO","D1110A","SI02","2013",205.98
"PRO","D1110A","SI03","2013",396.05
"PRO","D1110A","SI04","2013",199.45
"PRO","D1110A","SK01","2013",41.75
"PRO","D1110A","SK02","2013",495.33
"PRO","D1110A","SK03","2013",220.43
"PRO","D1110A","SK04","2013",154.45
"PRO","D1110A","TR10","2013",310.56
"PRO","D1110A","TR21","2013",756.8
"PRO","D1110A","TR22","2013",1022.9
"PRO","D1110A","TR31","2013",730.7
"PRO","D1110A","TR32","2013",922.8
"PRO","D1110A","TR33","2013",1018.9
"PRO","D1110A","TR41","2013",458.1
"PRO","D1110A","TR42","2013",513.5
"PRO","D1110A","TR51","2013",218.4
"PRO","D1110A","TR52","2013",939.3
"PRO","D1110A","TR61","2013",703.3
"PRO","D1110A","TR62","2013",465
"PRO","D1110A","TR63","2013",437
"PRO","D1110A","TR71","2013",756.9
"PRO","D1110A","TR72","2013",1174.3
"PRO","D1110A","TR81","2013",187.5
"PRO","D1110A","TR82","2013",542.9
"PRO","D1110A","TR83","2013",981.8
"PRO","D1110A","TR90","2013",74.39
"PRO","D1110A","TRA1","2013",899.1
"PRO","D1110A","TRA2","2013",1178.4
"PRO","D1110A","TRB1","2013",632
"PRO","D1110A","TRB2","2013",534.6
"PRO","D1110A","TRC1","2013",182.7
"PRO","D1110A","TRC2","2013",436.9
"PRO","D1110A","TRC3","2013",234.7
"PRO","D1110A","UKN0","2013",2189
"PRO","D1110A","AT11","2012",30
"PRO","D1110A","AT12","2012",675
"PRO","D1110A","AT13","2012",0
"PRO","D1110A","AT21","2012",216
"PRO","D1110A","AT22","2012",529
"PRO","D1110A","AT31","2012",1069
"PRO","D1110A","AT32","2012",341
"PRO","D1110A","AT33","2012",356
"PRO","D1110A","AT34","2012",167
"PRO","D1110A","BE10","2012",0
"PRO","D1110A","BE21","2012",649.57
"PRO","D1110A","BE22","2012",304.05
"PRO","D1110A","BE23","2012",602.35
"PRO","D1110A","BE24","2012",113.14
"PRO","D1110A","BE25","2012",737.24
"PRO","D1110A","BE31","2012",55.14
"PRO","D1110A","BE32","2012",418.66
"PRO","D1110A","BE33","2012",609.07
"PRO","D1110A","BE34","2012",187.17
"PRO","D1110A","BE35","2012",205.94
"PRO","D1110A","BG31","2012",137
"PRO","D1110A","BG32","2012",145
"PRO","D1110A","BG33","2012",151
"PRO","D1110A","BG34","2012",207
"PRO","D1110A","BG41","2012",115
"PRO","D1110A","BG42","2012",338
"PRO","D1110A","CY00","2012",153.74
"PRO","D1110A","CZ01","2012",2.91
"PRO","D1110A","CZ02","2012",358.24
"PRO","D1110A","CZ03","2012",627.22
"PRO","D1110A","CZ04","2012",104.77
"PRO","D1110A","CZ05","2012",554.47
"PRO","D1110A","CZ06","2012",656.55
"PRO","D1110A","CZ07","2012",347.44
"PRO","D1110A","CZ08","2012",163.09
"PRO","D1110A","DE11","2012",670.5
"PRO","D1110A","DE12","2012",156.6
"PRO","D1110A","DE13","2012",410.3
"PRO","D1110A","DE14","2012",1066.5
"PRO","D1110A","DE21","2012",2333.3
"PRO","D1110A","DE22","2012",993.5
"PRO","D1110A","DE23","2012",1076.9
"PRO","D1110A","DE24","2012",612.7
"PRO","D1110A","DE25","2012",760.9
"PRO","D1110A","DE26","2012",225.4
"PRO","D1110A","DE27","2012",1938.8
"PRO","D1110A","DE30","2012",1
"PRO","D1110A","DE40","2012",1348
"PRO","D1110A","DE50","2012",28.4
"PRO","D1110A","DE60","2012",6.9
"PRO","D1110A","DE71","2012",202
"PRO","D1110A","DE72","2012",258.6
"PRO","D1110A","DE73","2012",535.1
"PRO","D1110A","DE80","2012",1497.4
"PRO","D1110A","DE91","2012",200.8
"PRO","D1110A","DE92","2012",533.3
"PRO","D1110A","DE93","2012",2286.8
"PRO","D1110A","DE94","2012",3148.4
"PRO","D1110A","DEA1","2012",807.8
"PRO","D1110A","DEA2","2012",609.8
"PRO","D1110A","DEA3","2012",762.3
"PRO","D1110A","DEA4","2012",428.4
"PRO","D1110A","DEA5","2012",450.4
"PRO","D1110A","DEC0","2012",92.3
"PRO","D1110A","DEE0","2012",1073.3
"PRO","D1110A","DEF0","2012",2715.3
"PRO","D1110A","DEG0","2012",966.4
"PRO","D1110A","DK01","2012",75.8
"PRO","D1110A","DK02","2012",167
"PRO","D1110A","DK03","2012",2013.8
"PRO","D1110A","DK04","2012",1501.6
"PRO","D1110A","DK05","2012",1157.5
"PRO","D1110A","EE00","2012",720.7
"PRO","D1110A","EL11","2012",108.5
"PRO","D1110A","EL12","2012",306.2
"PRO","D1110A","EL13","2012",26.7
"PRO","D1110A","EL14","2012",94.4
"PRO","D1110A","EL21","2012",20.2
"PRO","D1110A","EL22","2012",0.1
"PRO","D1110A","EL23","2012",21.4
"PRO","D1110A","EL24","2012",27.4
"PRO","D1110A","EL25","2012",4.2
"PRO","D1110A","EL30","2012",10.9
"PRO","D1110A","EL41","2012",2.05
"PRO","D1110A","EL42","2012",15.1
"PRO","D1110A","EL43","2012",0.28
"PRO","D1110A","ES11","2012",2505.77
"PRO","D1110A","ES12","2012",554.45
"PRO","D1110A","ES13","2012",418.84
"PRO","D1110A","ES21","2012",179.15
"PRO","D1110A","ES22","2012",197.25
"PRO","D1110A","ES23","2012",16.16
"PRO","D1110A","ES24","2012",106.91
"PRO","D1110A","ES30","2012",61.95
"PRO","D1110A","ES41","2012",830.44
"PRO","D1110A","ES42","2012",208.79
"PRO","D1110A","ES43","2012",32.26
"PRO","D1110A","ES51","2012",664.83
"PRO","D1110A","ES52","2012",46
"PRO","D1110A","ES53","2012",70.48
"PRO","D1110A","ES61","2012",525.73
"PRO","D1110A","ES62","2012",46.94
"PRO","D1110A","ES63","2012",0
"PRO","D1110A","ES64","2012",0
"PRO","D1110A","ES70","2012",36.45
"PRO","D1110A","FI19","2012",654.34
"PRO","D1110A","FI1B","2012",67.1
"PRO","D1110A","FI1C","2012",295.15
"PRO","D1110A","FI1D","2012",1264.97
"PRO","D1110A","FI20","2012",15.15
"PRO","D1110A","FR10","2012",48.6
"PRO","D1110A","FR21","2012",682.09
"PRO","D1110A","FR22","2012",932.64
"PRO","D1110A","FR23","2012",884
"PRO","D1110A","FR24","2012",488.67
"PRO","D1110A","FR25","2012",2813.1
"PRO","D1110A","FR26","2012",383.1
"PRO","D1110A","FR41","2012",1300.1
"PRO","D1110A","FR42","2012",317.88
"PRO","D1110A","FR43","2012",1170.44
"PRO","D1110A","FR51","2012",3753.27
"PRO","D1110A","FR52","2012",5265.57
"PRO","D1110A","FR53","2012",683.87
"PRO","D1110A","FR61","2012",636.45
"PRO","D1110A","FR62","2012",873.02
"PRO","D1110A","FR63","2012",177.46
"PRO","D1110A","FR71","2012",1578.69
"PRO","D1110A","FR72","2012",1220.57
"PRO","D1110A","FR81","2012",89.78
"PRO","D1110A","FR82","2012",28.59
"PRO","D1110A","FR83","2012",0
"PRO","D1110A","FR91","2012",0
"PRO","D1110A","FR92","2012",0.42
"PRO","D1110A","FR93","2012",0.06
"PRO","D1110A","FR94","2012",19.85
"PRO","D1110A","FRA1","2012",0
"PRO","D1110A","FRA2","2012",0.42
"PRO","D1110A","FRA3","2012",0.06
"PRO","D1110A","FRA4","2012",19.85
"PRO","D1110A","FRB0","2012",488.67
"PRO","D1110A","FRC1","2012",383.1
"PRO","D1110A","FRC2","2012",1170.44
"PRO","D1110A","FRD1","2012",2813.1
"PRO","D1110A","FRD2","2012",884
"PRO","D1110A","FRE1","2012",1370.18
"PRO","D1110A","FRE2","2012",932.64
"PRO","D1110A","FRF1","2012",317.88
"PRO","D1110A","FRF2","2012",682.09
"PRO","D1110A","FRF3","2012",1300.1
"PRO","D1110A","FRG0","2012",3753.27
"PRO","D1110A","FRH0","2012",5265.57
"PRO","D1110A","FRI1","2012",636.45
"PRO","D1110A","FRI2","2012",177.46
"PRO","D1110A","FRI3","2012",683.87
"PRO","D1110A","FRJ1","2012",89.78
"PRO","D1110A","FRJ2","2012",873.02
"PRO","D1110A","FRK1","2012",1220.57
"PRO","D1110A","FRK2","2012",1578.69
"PRO","D1110A","FRL0","2012",28.59
"PRO","D1110A","FRM0","2012",0
"PRO","D1110A","FRY1","2012",0
"PRO","D1110A","FRY2","2012",0.42
"PRO","D1110A","FRY3","2012",0.06
"PRO","D1110A","FRY4","2012",19.85
"PRO","D1110A","HR03","2012",60
"PRO","D1110A","HR04","2012",750
"PRO","D1110A","HU10","2012",128.36
"PRO","D1110A","HU21","2012",256.64
"PRO","D1110A","HU22","2012",257.98
"PRO","D1110A","HU23","2012",205.97
"PRO","D1110A","HU31","2012",121.74
"PRO","D1110A","HU32","2012",420.16
"PRO","D1110A","HU33","2012",422.01
"PRO","D1110A","IE01","2012",1092.73
"PRO","D1110A","IE02","2012",4306.57
"PRO","D1110A","ITC1","2012",845.44
"PRO","D1110A","ITC2","2012",49.14
"PRO","D1110A","ITC3","2012",31.95
"PRO","D1110A","ITC4","2012",4199.79
"PRO","D1110A","ITF1","2012",44.03
"PRO","D1110A","ITF2","2012",79.07
"PRO","D1110A","ITF3","2012",350.85
"PRO","D1110A","ITF4","2012",268.55
"PRO","D1110A","ITF5","2012",63.58
"PRO","D1110A","ITF6","2012",89.16
"PRO","D1110A","ITG1","2012",199.88
"PRO","D1110A","ITG2","2012",256.43
"PRO","D1110A","ITH1","2012",407.82
"PRO","D1110A","ITH2","2012",163.72
"PRO","D1110A","ITH3","2012",986.46
"PRO","D1110A","ITH4","2012",223.33
"PRO","D1110A","ITH5","2012",2531.43
"PRO","D1110A","ITI1","2012",59.16
"PRO","D1110A","ITI2","2012",69.83
"PRO","D1110A","ITI3","2012",66.78
"PRO","D1110A","ITI4","2012",439.36
"PRO","D1110A","LT00","2012",1774.53
"PRO","D1110A","LU00","2012",289.4
"PRO","D1110A","LV00","2012",870.6
"PRO","D1110A","ME00","2012",149.6
"PRO","D1110A","NL11","2012",730
"PRO","D1110A","NL12","2012",2107
"PRO","D1110A","NL13","2012",767
"PRO","D1110A","NL21","2012",1885
"PRO","D1110A","NL22","2012",1757
"PRO","D1110A","NL23","2012",245
"PRO","D1110A","NL31","2012",634
"PRO","D1110A","NL32","2012",618
"PRO","D1110A","NL33","2012",742
"PRO","D1110A","NL34","2012",146
"PRO","D1110A","NL41","2012",1669
"PRO","D1110A","NL42","2012",375
"PRO","D1110A","NO01","2012",27.9
"PRO","D1110A","NO02","2012",260.7
"PRO","D1110A","NO03","2012",98.1
"PRO","D1110A","NO04","2012",332
"PRO","D1110A","NO05","2012",329.1
"PRO","D1110A","NO06","2012",326.7
"PRO","D1110A","NO07","2012",155.6
"PRO","D1110A","PL11","2012",971
"PRO","D1110A","PL12","2012",2742
"PRO","D1110A","PL21","2012",393
"PRO","D1110A","PL22","2012",249
"PRO","D1110A","PL31","2012",769
"PRO","D1110A","PL32","2012",244
"PRO","D1110A","PL33","2012",323
"PRO","D1110A","PL34","2012",2340
"PRO","D1110A","PL41","2012",1674
"PRO","D1110A","PL42","2012",189
"PRO","D1110A","PL43","2012",120
"PRO","D1110A","PL51","2012",197
"PRO","D1110A","PL52","2012",271
"PRO","D1110A","PL61","2012",869
"PRO","D1110A","PL62","2012",977
"PRO","D1110A","PL63","2012",340
"PRO","D1110A","PL71","2012",971
"PRO","D1110A","PL81","2012",769
"PRO","D1110A","PL82","2012",244
"PRO","D1110A","PL84","2012",2340
"PRO","D1110A","PT11","2012",753.55
"PRO","D1110A","PT15","2012",0.3
"PRO","D1110A","PT16","2012",276.09
"PRO","D1110A","PT17","2012",78.96
"PRO","D1110A","PT18","2012",244.57
"PRO","D1110A","PT20","2012",583.48
"PRO","D1110A","PT30","2012",1.18
"PRO","D1110A","RO11","2012",756
"PRO","D1110A","RO12","2012",634
"PRO","D1110A","RO21","2012",909
"PRO","D1110A","RO22","2012",432
"PRO","D1110A","RO31","2012",479
"PRO","D1110A","RO32","2012",15
"PRO","D1110A","RO41","2012",348
"PRO","D1110A","RO42","2012",308
"PRO","D1110A","SE11","2012",29.88
"PRO","D1110A","SE12","2012",455.16
"PRO","D1110A","SE21","2012",834.75
"PRO","D1110A","SE22","2012",364.06
"PRO","D1110A","SE23","2012",706.31
"PRO","D1110A","SE31","2012",183.58
"PRO","D1110A","SE32","2012",119.84
"PRO","D1110A","SE33","2012",167.6
"PRO","D1110A","SI01","2012",406.7
"PRO","D1110A","SI02","2012",214.24
"PRO","D1110A","SI03","2012",413.92
"PRO","D1110A","SI04","2012",207.02
"PRO","D1110A","SK01","2012",42.79
"PRO","D1110A","SK02","2012",509.79
"PRO","D1110A","SK03","2012",223.41
"PRO","D1110A","SK04","2012",156.72
"PRO","D1110A","TR10","2012",321.02
"PRO","D1110A","TR21","2012",297.76
"PRO","D1110A","TR22","2012",802.64
"PRO","D1110A","TR31","2012",670.35
"PRO","D1110A","TR32","2012",442.63
"PRO","D1110A","TR33","2012",342.04
"PRO","D1110A","TR41","2012",947.16
"PRO","D1110A","TR42","2012",1100.66
"PRO","D1110A","TR51","2012",52.82
"PRO","D1110A","TR52","2012",1229.27
"PRO","D1110A","TR61","2012",449.74
"PRO","D1110A","TR62","2012",178.88
"PRO","D1110A","TR63","2012",136.74
"PRO","D1110A","TR71","2012",421.61
"PRO","D1110A","TR72","2012",49.62
"PRO","D1110A","TR81","2012",57.97
"PRO","D1110A","TR82","2012",31.22
"PRO","D1110A","TR83","2012",160.4
"PRO","D1110A","TR90","2012",77.91
"PRO","D1110A","TRA1","2012",23.79
"PRO","D1110A","TRA2","2012",51.04
"PRO","D1110A","TRB1","2012",35.5
"PRO","D1110A","TRB2","2012",9.82
"PRO","D1110A","TRC1","2012",23.73
"PRO","D1110A","TRC2","2012",6.48
"PRO","D1110A","TRC3","2012",11.72
"PRO","D1110A","UKD1","2012",815
"PRO","D1110A","UKD4","2012",482
"PRO","D1110A","UKD6","2012",709
"PRO","D1110A","UKE1","2012",29
"PRO","D1110A","UKE2","2012",496
"PRO","D1110A","UKE3","2012",43
"PRO","D1110A","UKE4","2012",83
"PRO","D1110A","UKF1","2012",350
"PRO","D1110A","UKF2","2012",182
"PRO","D1110A","UKF3","2012",48
"PRO","D1110A","UKG1","2012",234
"PRO","D1110A","UKH2","2012",21
"PRO","D1110A","UKJ1","2012",145
"PRO","D1110A","UKJ2","2012",174
"PRO","D1110A","UKK1","2012",624
"PRO","D1110A","UKK2","2012",1089
"PRO","D1110A","UKK3","2012",555
"PRO","D1110A","UKK4","2012",989
"PRO","D1110A","UKL1","2012",1231
"PRO","D1110A","UKL2","2012",480
"PRO","D1110A","UKM2","2012",161
"PRO","D1110A","UKM3","2012",1061
"PRO","D1110A","UKM5","2012",67
"PRO","D1110A","UKM6","2012",105
"PRO","D1110A","UKM7","2012",161
"PRO","D1110A","UKN0","2012",2184
"PRO","D1110A","AT11","2011",30.16
"PRO","D1110A","AT12","2011",658.15
"PRO","D1110A","AT13","2011",0
"PRO","D1110A","AT21","2011",214.36
"PRO","D1110A","AT22","2011",517.59
"PRO","D1110A","AT31","2011",1038.63
"PRO","D1110A","AT32","2011",333.2
"PRO","D1110A","AT33","2011",351.51
"PRO","D1110A","AT34","2011",163.54
"PRO","D1110A","BE21","2011",657.07
"PRO","D1110A","BE22","2011",307.56
"PRO","D1110A","BE23","2011",609.3
"PRO","D1110A","BE24","2011",114.44
"PRO","D1110A","BE25","2011",745.75
"PRO","D1110A","BE31","2011",55.77
"PRO","D1110A","BE32","2011",423.5
"PRO","D1110A","BE33","2011",616.1
"PRO","D1110A","BE34","2011",189.33
"PRO","D1110A","BE35","2011",208.32
"PRO","D1110A","BG31","2011",138
"PRO","D1110A","BG32","2011",136
"PRO","D1110A","BG33","2011",152
"PRO","D1110A","BG34","2011",293
"PRO","D1110A","BG41","2011",106
"PRO","D1110A","BG42","2011",301
"PRO","D1110A","CY00","2011",156.02
"PRO","D1110A","CZ01","2011",2.87
"PRO","D1110A","CZ02","2011",345.58
"PRO","D1110A","CZ03","2011",608.64
"PRO","D1110A","CZ04","2011",103.4
"PRO","D1110A","CZ05","2011",537.1
"PRO","D1110A","CZ06","2011",630.23
"PRO","D1110A","CZ07","2011",349.3
"PRO","D1110A","CZ08","2011",158.48
"PRO","D1110A","DE11","2011",666.2
"PRO","D1110A","DE12","2011",154.7
"PRO","D1110A","DE13","2011",403.7
"PRO","D1110A","DE14","2011",1061.4
"PRO","D1110A","DE21","2011",2325.6
"PRO","D1110A","DE22","2011",999.4
"PRO","D1110A","DE23","2011",1064.9
"PRO","D1110A","DE24","2011",606.1
"PRO","D1110A","DE25","2011",766.1
"PRO","D1110A","DE26","2011",229.6
"PRO","D1110A","DE27","2011",1939.3
"PRO","D1110A","DE30","2011",1.1
"PRO","D1110A","DE40","2011",1364.1
"PRO","D1110A","DE50","2011",31.1
"PRO","D1110A","DE60","2011",6.6
"PRO","D1110A","DE71","2011",205.7
"PRO","D1110A","DE72","2011",265
"PRO","D1110A","DE73","2011",543.3
"PRO","D1110A","DE80","2011",1464.7
"PRO","D1110A","DE91","2011",200.9
"PRO","D1110A","DE92","2011",517.1
"PRO","D1110A","DE93","2011",2221
"PRO","D1110A","DE94","2011",3060.3
"PRO","D1110A","DEA1","2011",810.6
"PRO","D1110A","DEA2","2011",623.7
"PRO","D1110A","DEA3","2011",742.7
"PRO","D1110A","DEA4","2011",423.4
"PRO","D1110A","DEA5","2011",448.3
"PRO","D1110A","DEB1","2011",0
"PRO","D1110A","DEB2","2011",0
"PRO","D1110A","DEB3","2011",0
"PRO","D1110A","DEC0","2011",94.9
"PRO","D1110A","DED2","2011",586.4
"PRO","D1110A","DED4","2011",759
"PRO","D1110A","DED5","2011",259.6
"PRO","D1110A","DEE0","2011",1051
"PRO","D1110A","DEF0","2011",2664.1
"PRO","D1110A","DEG0","2011",937.7
"PRO","D1110A","DK01","2011",72
"PRO","D1110A","DK02","2011",163.2
"PRO","D1110A","DK03","2011",1968
"PRO","D1110A","DK04","2011",1463.9
"PRO","D1110A","DK05","2011",1132.8
"PRO","D1110A","EE00","2011",692.4
"PRO","D1110A","EL11","2011",109.66
"PRO","D1110A","EL12","2011",305.6
"PRO","D1110A","EL13","2011",28.27
"PRO","D1110A","EL14","2011",93.05
"PRO","D1110A","EL21","2011",22.1
"PRO","D1110A","EL22","2011",0.12
"PRO","D1110A","EL23","2011",22.75
"PRO","D1110A","EL24","2011",25.4
"PRO","D1110A","EL25","2011",4.05
"PRO","D1110A","EL30","2011",9.32
"PRO","D1110A","EL41","2011",2.42
"PRO","D1110A","EL42","2011",15.85
"PRO","D1110A","EL43","2011",0.33
"PRO","D1110A","ES11","2011",2546.23
"PRO","D1110A","ES12","2011",551.81
"PRO","D1110A","ES13","2011",422.05
"PRO","D1110A","ES21","2011",183.28
"PRO","D1110A","ES22","2011",191.89
"PRO","D1110A","ES23","2011",15.16
"PRO","D1110A","ES24","2011",105.88
"PRO","D1110A","ES30","2011",63.7
"PRO","D1110A","ES41","2011",865.34
"PRO","D1110A","ES42","2011",202.85
"PRO","D1110A","ES43","2011",32.26
"PRO","D1110A","ES51","2011",644.04
"PRO","D1110A","ES52","2011",50.33
"PRO","D1110A","ES53","2011",74.82
"PRO","D1110A","ES61","2011",462.2
"PRO","D1110A","ES62","2011",42.68
"PRO","D1110A","ES63","2011",0
"PRO","D1110A","ES64","2011",0
"PRO","D1110A","ES70","2011",33.43
"PRO","D1110A","FI19","2011",653.2
"PRO","D1110A","FI1B","2011",66.84
"PRO","D1110A","FI1C","2011",300.21
"PRO","D1110A","FI1D","2011",1265.49
"PRO","D1110A","FI20","2011",14.99
"PRO","D1110A","FR10","2011",50.85
"PRO","D1110A","FR21","2011",720.05
"PRO","D1110A","FR22","2011",960.47
"PRO","D1110A","FR23","2011",905.32
"PRO","D1110A","FR24","2011",492.59
"PRO","D1110A","FR25","2011",2868.97
"PRO","D1110A","FR26","2011",395.13
"PRO","D1110A","FR41","2011",1339.48
"PRO","D1110A","FR42","2011",315.42
"PRO","D1110A","FR43","2011",1199.88
"PRO","D1110A","FR51","2011",3737.56
"PRO","D1110A","FR52","2011",5320.85
"PRO","D1110A","FR53","2011",704.21
"PRO","D1110A","FR61","2011",695.21
"PRO","D1110A","FR62","2011",899.83
"PRO","D1110A","FR63","2011",184.47
"PRO","D1110A","FR71","2011",1553.78
"PRO","D1110A","FR72","2011",1225.59
"PRO","D1110A","FR81","2011",88.72
"PRO","D1110A","FR82","2011",29.59
"PRO","D1110A","FR83","2011",0
"PRO","D1110A","FR91","2011",0
