"indic_ef","agrarea","geo","time","values"
"AGRAREA_HA","TOTAL","PL51","2010",909470
"AGRAREA_HA","TOTAL","PL52","2010",509060
"AGRAREA_HA","TOTAL","PL61","2010",1055670
"AGRAREA_HA","TOTAL","PL62","2010",1028820
"AGRAREA_HA","TOTAL","PL63","2010",731930
"AGRAREA_HA","TOTAL","PT","2010",3668150
"AGRAREA_HA","TOTAL","PT11","2010",644030
"AGRAREA_HA","TOTAL","PT15","2010",88300
"AGRAREA_HA","TOTAL","PT16","2010",570000
"AGRAREA_HA","TOTAL","PT17","2010",87590
"AGRAREA_HA","TOTAL","PT18","2010",2152390
"AGRAREA_HA","TOTAL","PT20","2010",120410
"AGRAREA_HA","TOTAL","PT30","2010",5430
"AGRAREA_HA","TOTAL","RO","2010",13306130
"AGRAREA_HA","TOTAL","RO11","2010",1808350
"AGRAREA_HA","TOTAL","RO12","2010",1627290
"AGRAREA_HA","TOTAL","RO21","2010",1940160
"AGRAREA_HA","TOTAL","RO22","2010",2194370
"AGRAREA_HA","TOTAL","RO31","2010",2333680
"AGRAREA_HA","TOTAL","RO32","2010",62450
"AGRAREA_HA","TOTAL","RO41","2010",1608410
"AGRAREA_HA","TOTAL","RO42","2010",1731410
"AGRAREA_HA","TOTAL","SE","2010",3066320
"AGRAREA_HA","TOTAL","SE11","2010",94840
"AGRAREA_HA","TOTAL","SE12","2010",789860
"AGRAREA_HA","TOTAL","SE21","2010",502800
"AGRAREA_HA","TOTAL","SE22","2010",545800
"AGRAREA_HA","TOTAL","SE23","2010",655380
"AGRAREA_HA","TOTAL","SE31","2010",261230
"AGRAREA_HA","TOTAL","SE32","2010",106400
"AGRAREA_HA","TOTAL","SE33","2010",110000
"AGRAREA_HA","TOTAL","SI","2010",482650
"AGRAREA_HA","TOTAL","SI01","2010",343520
"AGRAREA_HA","TOTAL","SI02","2010",139130
"AGRAREA_HA","TOTAL","SK","2010",1895500
"AGRAREA_HA","TOTAL","SK01","2010",75810
"AGRAREA_HA","TOTAL","SK02","2010",812180
"AGRAREA_HA","TOTAL","SK03","2010",466030
"AGRAREA_HA","TOTAL","SK04","2010",541480
"AGRAREA_HA","TOTAL","UK","2010",16881690
"AGRAREA_HA","TOTAL","UKC1","2010",205130
"AGRAREA_HA","TOTAL","UKC2","2010",382920
"AGRAREA_HA","TOTAL","UKD1","2010",554930
"AGRAREA_HA","TOTAL","UKD3","2010",40720
"AGRAREA_HA","TOTAL","UKD4","2010",210630
"AGRAREA_HA","TOTAL","UKD6","2010",158500
"AGRAREA_HA","TOTAL","UKD7","2010",17970
"AGRAREA_HA","TOTAL","UKE1","2010",263640
"AGRAREA_HA","TOTAL","UKE2","2010",674350
"AGRAREA_HA","TOTAL","UKE3","2010",78930
"AGRAREA_HA","TOTAL","UKE4","2010",101890
"AGRAREA_HA","TOTAL","UKF1","2010",309770
"AGRAREA_HA","TOTAL","UKF2","2010",357990
"AGRAREA_HA","TOTAL","UKF3","2010",466680
"AGRAREA_HA","TOTAL","UKG1","2010",421480
"AGRAREA_HA","TOTAL","UKG2","2010",449120
"AGRAREA_HA","TOTAL","UKG3","2010",14330
"AGRAREA_HA","TOTAL","UKH1","2010",894570
"AGRAREA_HA","TOTAL","UKH2","2010",169330
"AGRAREA_HA","TOTAL","UKH3","2010",241880
"AGRAREA_HA","TOTAL","UKI1","2010",
"AGRAREA_HA","TOTAL","UKI2","2010",11270
"AGRAREA_HA","TOTAL","UKJ1","2010",354640
"AGRAREA_HA","TOTAL","UKJ2","2010",273590
"AGRAREA_HA","TOTAL","UKJ3","2010",231000
"AGRAREA_HA","TOTAL","UKJ4","2010",215050
"AGRAREA_HA","TOTAL","UKK1","2010",516110
"AGRAREA_HA","TOTAL","UKK2","2010",448790
"AGRAREA_HA","TOTAL","UKK3","2010",260970
"AGRAREA_HA","TOTAL","UKK4","2010",504410
"AGRAREA_HA","TOTAL","UKL1","2010",990050
"AGRAREA_HA","TOTAL","UKL2","2010",609600
"AGRAREA_HA","TOTAL","UKM2","2010",1288230
"AGRAREA_HA","TOTAL","UKM3","2010",813210
"AGRAREA_HA","TOTAL","UKM5","2010",454640
"AGRAREA_HA","TOTAL","UKM6","2010",2880860
"AGRAREA_HA","TOTAL","UKN0","2010",1013650
"AGRAREA_HA","TOTAL","AT","2007",3189110
"AGRAREA_HA","TOTAL","AT11","2007",188430
"AGRAREA_HA","TOTAL","AT12","2007",918360
"AGRAREA_HA","TOTAL","AT13","2007",7990
"AGRAREA_HA","TOTAL","AT21","2007",290370
"AGRAREA_HA","TOTAL","AT22","2007",457020
"AGRAREA_HA","TOTAL","AT31","2007",556720
"AGRAREA_HA","TOTAL","AT32","2007",236520
"AGRAREA_HA","TOTAL","AT33","2007",435380
"AGRAREA_HA","TOTAL","AT34","2007",98330
"AGRAREA_HA","TOTAL","BE","2007",1374430
"AGRAREA_HA","TOTAL","BE10","2007",310
"AGRAREA_HA","TOTAL","BE21","2007",89880
"AGRAREA_HA","TOTAL","BE22","2007",84590
"AGRAREA_HA","TOTAL","BE23","2007",151550
"AGRAREA_HA","TOTAL","BE24","2007",87680
"AGRAREA_HA","TOTAL","BE25","2007",210100
"AGRAREA_HA","TOTAL","BE31","2007",64690
"AGRAREA_HA","TOTAL","BE32","2007",219070
"AGRAREA_HA","TOTAL","BE33","2007",159820
"AGRAREA_HA","TOTAL","BE34","2007",146200
"AGRAREA_HA","TOTAL","BE35","2007",160560
"AGRAREA_HA","TOTAL","BG","2007",3050740
"AGRAREA_HA","TOTAL","BG31","2007",614290
"AGRAREA_HA","TOTAL","BG32","2007",661130
"AGRAREA_HA","TOTAL","BG33","2007",655260
"AGRAREA_HA","TOTAL","BG34","2007",561280
"AGRAREA_HA","TOTAL","BG41","2007",193350
"AGRAREA_HA","TOTAL","BG42","2007",365420
"AGRAREA_HA","TOTAL","CH","2007",1056700
"AGRAREA_HA","TOTAL","CH01","2007",158500
"AGRAREA_HA","TOTAL","CH02","2007",372930
"AGRAREA_HA","TOTAL","CH03","2007",83800
"AGRAREA_HA","TOTAL","CH04","2007",74180
"AGRAREA_HA","TOTAL","CH05","2007",218960
"AGRAREA_HA","TOTAL","CH06","2007",134330
"AGRAREA_HA","TOTAL","CH07","2007",13990
"AGRAREA_HA","TOTAL","CY","2007",146000
"AGRAREA_HA","TOTAL","CY00","2007",146000
"AGRAREA_HA","TOTAL","CZ","2007",3518070
"AGRAREA_HA","TOTAL","CZ01","2007",32140
"AGRAREA_HA","TOTAL","CZ02","2007",547530
"AGRAREA_HA","TOTAL","CZ03","2007",734840
"AGRAREA_HA","TOTAL","CZ04","2007",309750
"AGRAREA_HA","TOTAL","CZ05","2007",554610
"AGRAREA_HA","TOTAL","CZ06","2007",735350
"AGRAREA_HA","TOTAL","CZ07","2007",393040
"AGRAREA_HA","TOTAL","CZ08","2007",210810
"AGRAREA_HA","TOTAL","DE","2007",16931900
"AGRAREA_HA","TOTAL","DE1","2007",1436690
"AGRAREA_HA","TOTAL","DE2","2007",3211950
"AGRAREA_HA","TOTAL","DE3","2007",2250
"AGRAREA_HA","TOTAL","DE3_5_6","2007",24760
"AGRAREA_HA","TOTAL","DE4","2007",1334630
"AGRAREA_HA","TOTAL","DE5","2007",8470
"AGRAREA_HA","TOTAL","DE6","2007",14030
"AGRAREA_HA","TOTAL","DE7","2007",778040
"AGRAREA_HA","TOTAL","DE8","2007",1348800
"AGRAREA_HA","TOTAL","DE9","2007",2620130
"AGRAREA_HA","TOTAL","DEA","2007",1508960
"AGRAREA_HA","TOTAL","DEB","2007",716860
"AGRAREA_HA","TOTAL","DEC","2007",76540
"AGRAREA_HA","TOTAL","DED","2007",917200
"AGRAREA_HA","TOTAL","DEE","2007",1172920
"AGRAREA_HA","TOTAL","DEF","2007",990720
"AGRAREA_HA","TOTAL","DEG","2007",793710
"AGRAREA_HA","TOTAL","DK","2007",2662590
"AGRAREA_HA","TOTAL","DK01","2007",98570
"AGRAREA_HA","TOTAL","DK02","2007",480810
"AGRAREA_HA","TOTAL","DK03","2007",792320
"AGRAREA_HA","TOTAL","DK04","2007",801190
"AGRAREA_HA","TOTAL","DK05","2007",489700
"AGRAREA_HA","TOTAL","EE","2007",906830
"AGRAREA_HA","TOTAL","EE00","2007",906830
"AGRAREA_HA","TOTAL","EL","2007",4076230
"AGRAREA_HA","TOTAL","EL11","2007",408870
"AGRAREA_HA","TOTAL","EL12","2007",732960
"AGRAREA_HA","TOTAL","EL13","2007",261050
"AGRAREA_HA","TOTAL","EL14","2007",456300
"AGRAREA_HA","TOTAL","EL21","2007",143600
"AGRAREA_HA","TOTAL","EL22","2007",94230
"AGRAREA_HA","TOTAL","EL23","2007",370580
"AGRAREA_HA","TOTAL","EL24","2007",377180
"AGRAREA_HA","TOTAL","EL25","2007",409670
"AGRAREA_HA","TOTAL","EL30","2007",51260
"AGRAREA_HA","TOTAL","EL41","2007",200120
"AGRAREA_HA","TOTAL","EL42","2007",120990
"AGRAREA_HA","TOTAL","EL43","2007",449410
"AGRAREA_HA","TOTAL","ES","2007",24892520
"AGRAREA_HA","TOTAL","ES11","2007",748660
"AGRAREA_HA","TOTAL","ES12","2007",385060
"AGRAREA_HA","TOTAL","ES13","2007",285730
"AGRAREA_HA","TOTAL","ES21","2007",242780
"AGRAREA_HA","TOTAL","ES22","2007",588350
"AGRAREA_HA","TOTAL","ES23","2007",244760
"AGRAREA_HA","TOTAL","ES24","2007",2398270
"AGRAREA_HA","TOTAL","ES30","2007",343190
"AGRAREA_HA","TOTAL","ES41","2007",5471310
"AGRAREA_HA","TOTAL","ES42","2007",4468990
"AGRAREA_HA","TOTAL","ES43","2007",2700730
"AGRAREA_HA","TOTAL","ES51","2007",1166540
"AGRAREA_HA","TOTAL","ES52","2007",686570
"AGRAREA_HA","TOTAL","ES53","2007",194260
"AGRAREA_HA","TOTAL","ES61","2007",4508820
"AGRAREA_HA","TOTAL","ES62","2007",400220
"AGRAREA_HA","TOTAL","ES63","2007",0
"AGRAREA_HA","TOTAL","ES64","2007",0
"AGRAREA_HA","TOTAL","ES70","2007",58240
"AGRAREA_HA","TOTAL","FI","2007",2292290
"AGRAREA_HA","TOTAL","FI13","2007",339500
"AGRAREA_HA","TOTAL","FI18","2007",813740
"AGRAREA_HA","TOTAL","FI19","2007",793230
"AGRAREA_HA","TOTAL","FI1A","2007",325880
"AGRAREA_HA","TOTAL","FI1B","2007",186810
"AGRAREA_HA","TOTAL","FI1C","2007",626930
"AGRAREA_HA","TOTAL","FI1D","2007",665380
"AGRAREA_HA","TOTAL","FI20","2007",19930
"AGRAREA_HA","TOTAL","FR","2007",27476930
"AGRAREA_HA","TOTAL","FR10","2007",562470
"AGRAREA_HA","TOTAL","FR21","2007",1569030
"AGRAREA_HA","TOTAL","FR22","2007",1318030
"AGRAREA_HA","TOTAL","FR23","2007",787990
"AGRAREA_HA","TOTAL","FR24","2007",2296180
"AGRAREA_HA","TOTAL","FR25","2007",1224990
"AGRAREA_HA","TOTAL","FR26","2007",1758210
"AGRAREA_HA","TOTAL","FR30","2007",818700
"AGRAREA_HA","TOTAL","FR41","2007",1128060
"AGRAREA_HA","TOTAL","FR42","2007",332540
"AGRAREA_HA","TOTAL","FR43","2007",663440
"AGRAREA_HA","TOTAL","FR51","2007",2174460
"AGRAREA_HA","TOTAL","FR52","2007",1658100
"AGRAREA_HA","TOTAL","FR53","2007",1722340
"AGRAREA_HA","TOTAL","FR61","2007",1411170
"AGRAREA_HA","TOTAL","FR62","2007",2343860
"AGRAREA_HA","TOTAL","FR63","2007",856230
"AGRAREA_HA","TOTAL","FR71","2007",1482890
"AGRAREA_HA","TOTAL","FR72","2007",1499120
"AGRAREA_HA","TOTAL","FR81","2007",942970
"AGRAREA_HA","TOTAL","FR82","2007",656020
"AGRAREA_HA","TOTAL","FR83","2007",149030
"AGRAREA_HA","TOTAL","FR91","2007",34790
"AGRAREA_HA","TOTAL","FR92","2007",25330
"AGRAREA_HA","TOTAL","FR93","2007",16940
"AGRAREA_HA","TOTAL","FR94","2007",44030
"AGRAREA_HA","TOTAL","HR","2007",978670
"AGRAREA_HA","TOTAL","HR03","2007",114720
"AGRAREA_HA","TOTAL","HR04","2007",863960
"AGRAREA_HA","TOTAL","HU","2007",4228580
"AGRAREA_HA","TOTAL","HU10","2007",303010
"AGRAREA_HA","TOTAL","HU21","2007",491960
"AGRAREA_HA","TOTAL","HU22","2007",472210
"AGRAREA_HA","TOTAL","HU23","2007",623570
"AGRAREA_HA","TOTAL","HU31","2007",433590
"AGRAREA_HA","TOTAL","HU32","2007",946620
"AGRAREA_HA","TOTAL","HU33","2007",957620
"AGRAREA_HA","TOTAL","IE","2007",4139240
"AGRAREA_HA","TOTAL","IE01","2007",1819440
"AGRAREA_HA","TOTAL","IE02","2007",2319800
"AGRAREA_HA","TOTAL","IT","2007",12744200
"AGRAREA_HA","TOTAL","ITC1","2007",1040180
"AGRAREA_HA","TOTAL","ITC2","2007",67880
"AGRAREA_HA","TOTAL","ITC3","2007",49410
"AGRAREA_HA","TOTAL","ITC4","2007",995320
"AGRAREA_HA","TOTAL","ITD1","2007",258010
"AGRAREA_HA","TOTAL","ITD2","2007",141130
"AGRAREA_HA","TOTAL","ITD3","2007",820200
"AGRAREA_HA","TOTAL","ITD4","2007",228060
"AGRAREA_HA","TOTAL","ITD5","2007",1052590
"AGRAREA_HA","TOTAL","ITE1","2007",806430
"AGRAREA_HA","TOTAL","ITE2","2007",339400
"AGRAREA_HA","TOTAL","ITE3","2007",496420
"AGRAREA_HA","TOTAL","ITE4","2007",674010
"AGRAREA_HA","TOTAL","ITF1","2007",434010
"AGRAREA_HA","TOTAL","ITF2","2007",200260
"AGRAREA_HA","TOTAL","ITF3","2007",562880
"AGRAREA_HA","TOTAL","ITF4","2007",1197380
"AGRAREA_HA","TOTAL","ITF5","2007",542260
"AGRAREA_HA","TOTAL","ITF6","2007",514050
"AGRAREA_HA","TOTAL","ITG1","2007",1251850
"AGRAREA_HA","TOTAL","ITG2","2007",1072470
"AGRAREA_HA","TOTAL","ITH1","2007",258010
"AGRAREA_HA","TOTAL","ITH2","2007",141130
"AGRAREA_HA","TOTAL","ITH3","2007",820200
"AGRAREA_HA","TOTAL","ITH4","2007",228060
"AGRAREA_HA","TOTAL","ITH5","2007",1065170
"AGRAREA_HA","TOTAL","ITI1","2007",806430
"AGRAREA_HA","TOTAL","ITI2","2007",339400
"AGRAREA_HA","TOTAL","ITI3","2007",483830
"AGRAREA_HA","TOTAL","ITI4","2007",674010
"AGRAREA_HA","TOTAL","LT","2007",2648950
"AGRAREA_HA","TOTAL","LT00","2007",2648950
"AGRAREA_HA","TOTAL","LU","2007",130880
"AGRAREA_HA","TOTAL","LU00","2007",130880
"AGRAREA_HA","TOTAL","LV","2007",1773840
"AGRAREA_HA","TOTAL","LV00","2007",1773840
"AGRAREA_HA","TOTAL","MT","2007",10330
"AGRAREA_HA","TOTAL","MT00","2007",10330
"AGRAREA_HA","TOTAL","NL","2007",1914330
"AGRAREA_HA","TOTAL","NL11","2007",162180
"AGRAREA_HA","TOTAL","NL12","2007",234180
"AGRAREA_HA","TOTAL","NL13","2007",152170
"AGRAREA_HA","TOTAL","NL21","2007",209660
"AGRAREA_HA","TOTAL","NL22","2007",242940
"AGRAREA_HA","TOTAL","NL23","2007",90820
"AGRAREA_HA","TOTAL","NL31","2007",69950
"AGRAREA_HA","TOTAL","NL32","2007",132160
"AGRAREA_HA","TOTAL","NL33","2007",140880
"AGRAREA_HA","TOTAL","NL34","2007",120020
"AGRAREA_HA","TOTAL","NL41","2007",256850
"AGRAREA_HA","TOTAL","NL42","2007",102510
"AGRAREA_HA","TOTAL","NO","2007",1031990
"AGRAREA_HA","TOTAL","NO01","2007",79620
"AGRAREA_HA","TOTAL","NO02","2007",212190
"AGRAREA_HA","TOTAL","NO03","2007",196940
"AGRAREA_HA","TOTAL","NO04","2007",132180
"AGRAREA_HA","TOTAL","NO05","2007",147940
"AGRAREA_HA","TOTAL","NO06","2007",165910
"AGRAREA_HA","TOTAL","NO07","2007",97210
"AGRAREA_HA","TOTAL","PL","2007",15477190
"AGRAREA_HA","TOTAL","PL11","2007",1075090
"AGRAREA_HA","TOTAL","PL12","2007",2029600
"AGRAREA_HA","TOTAL","PL21","2007",661730
"AGRAREA_HA","TOTAL","PL22","2007",404260
"AGRAREA_HA","TOTAL","PL31","2007",1530840
"AGRAREA_HA","TOTAL","PL32","2007",712630
"AGRAREA_HA","TOTAL","PL33","2007",558980
"AGRAREA_HA","TOTAL","PL34","2007",1093270
"AGRAREA_HA","TOTAL","PL41","2007",1746110
"AGRAREA_HA","TOTAL","PL42","2007",916010
"AGRAREA_HA","TOTAL","PL43","2007",457290
"AGRAREA_HA","TOTAL","PL51","2007",1007900
"AGRAREA_HA","TOTAL","PL52","2007",552730
"AGRAREA_HA","TOTAL","PL61","2007",1031090
"AGRAREA_HA","TOTAL","PL62","2007",966100
"AGRAREA_HA","TOTAL","PL63","2007",733560
"AGRAREA_HA","TOTAL","PT","2007",3472940
"AGRAREA_HA","TOTAL","PT11","2007",694990
"AGRAREA_HA","TOTAL","PT15","2007",102760
"AGRAREA_HA","TOTAL","PT16","2007",584290
"AGRAREA_HA","TOTAL","PT17","2007",81900
"AGRAREA_HA","TOTAL","PT18","2007",1893090
"AGRAREA_HA","TOTAL","PT20","2007",112050
"AGRAREA_HA","TOTAL","PT30","2007",3860
"AGRAREA_HA","TOTAL","RO","2007",13753050
"AGRAREA_HA","TOTAL","RO11","2007",1962060
"AGRAREA_HA","TOTAL","RO12","2007",1762930
"AGRAREA_HA","TOTAL","RO21","2007",2087970
"AGRAREA_HA","TOTAL","RO22","2007",2187990
"AGRAREA_HA","TOTAL","RO31","2007",2255530
"AGRAREA_HA","TOTAL","RO32","2007",187700
"AGRAREA_HA","TOTAL","RO41","2007",1629490
"AGRAREA_HA","TOTAL","RO42","2007",1679380
"AGRAREA_HA","TOTAL","SE","2007",3118000
"AGRAREA_HA","TOTAL","SE11","2007",97470
"AGRAREA_HA","TOTAL","SE12","2007",802040
"AGRAREA_HA","TOTAL","SE21","2007",518400
"AGRAREA_HA","TOTAL","SE22","2007",551140
"AGRAREA_HA","TOTAL","SE23","2007",660860
"AGRAREA_HA","TOTAL","SE31","2007",266950
"AGRAREA_HA","TOTAL","SE32","2007",110100
"AGRAREA_HA","TOTAL","SE33","2007",111050
"AGRAREA_HA","TOTAL","SI","2007",488770
"AGRAREA_HA","TOTAL","SI01","2007",340010
"AGRAREA_HA","TOTAL","SI02","2007",148760
"AGRAREA_HA","TOTAL","SK","2007",1936620
"AGRAREA_HA","TOTAL","SK01","2007",72990
"AGRAREA_HA","TOTAL","SK02","2007",834950
"AGRAREA_HA","TOTAL","SK03","2007",480710
"AGRAREA_HA","TOTAL","SK04","2007",547970
"AGRAREA_HA","TOTAL","UK","2007",16043160
"AGRAREA_HA","TOTAL","UKC1","2007",179840
"AGRAREA_HA","TOTAL","UKC2","2007",379690
"AGRAREA_HA","TOTAL","UKD1","2007",449290
"AGRAREA_HA","TOTAL","UKD2","2007",164600
"AGRAREA_HA","TOTAL","UKD3","2007",36970
"AGRAREA_HA","TOTAL","UKD4","2007",216020
"AGRAREA_HA","TOTAL","UKD5","2007",16950
"AGRAREA_HA","TOTAL","UKD6","2007",162740
"AGRAREA_HA","TOTAL","UKD7","2007",18810
"AGRAREA_HA","TOTAL","UKE1","2007",267770
"AGRAREA_HA","TOTAL","UKE2","2007",604250
"AGRAREA_HA","TOTAL","UKE3","2007",77640
"AGRAREA_HA","TOTAL","UKE4","2007",93420
"AGRAREA_HA","TOTAL","UKF1","2007",317710
"AGRAREA_HA","TOTAL","UKF2","2007",366470
"AGRAREA_HA","TOTAL","UKF3","2007",488500
"AGRAREA_HA","TOTAL","UKG1","2007",429680
"AGRAREA_HA","TOTAL","UKG2","2007",460580
"AGRAREA_HA","TOTAL","UKG3","2007",14300
"AGRAREA_HA","TOTAL","UKH1","2007",911600
"AGRAREA_HA","TOTAL","UKH2","2007",168730
"AGRAREA_HA","TOTAL","UKH3","2007",237450
"AGRAREA_HA","TOTAL","UKI1","2007",180
"AGRAREA_HA","TOTAL","UKI2","2007",11240
"AGRAREA_HA","TOTAL","UKJ1","2007",356870
"AGRAREA_HA","TOTAL","UKJ2","2007",269670
"AGRAREA_HA","TOTAL","UKJ3","2007",215120
"AGRAREA_HA","TOTAL","UKJ4","2007",221180
"AGRAREA_HA","TOTAL","UKK1","2007",525370
"AGRAREA_HA","TOTAL","UKK2","2007",461760
"AGRAREA_HA","TOTAL","UKK3","2007",265190
"AGRAREA_HA","TOTAL","UKK4","2007",487180
"AGRAREA_HA","TOTAL","UKL1","2007",861380
"AGRAREA_HA","TOTAL","UKL2","2007",511520
"AGRAREA_HA","TOTAL","UKM2","2007",1297730
"AGRAREA_HA","TOTAL","UKM3","2007",774750
"AGRAREA_HA","TOTAL","UKM5","2007",465710
"AGRAREA_HA","TOTAL","UKM6","2007",2429970
"AGRAREA_HA","TOTAL","UKN0","2007",1006890
"AGRAREA_HA","TOTAL","AT","2005",3266240
"AGRAREA_HA","TOTAL","AT11","2005",189100
"AGRAREA_HA","TOTAL","AT12","2005",940940
"AGRAREA_HA","TOTAL","AT13","2005",8390
"AGRAREA_HA","TOTAL","AT21","2005",305960
"AGRAREA_HA","TOTAL","AT22","2005",463930
"AGRAREA_HA","TOTAL","AT31","2005",565070
"AGRAREA_HA","TOTAL","AT32","2005",267040
"AGRAREA_HA","TOTAL","AT33","2005",419070
"AGRAREA_HA","TOTAL","AT34","2005",106750
"AGRAREA_HA","TOTAL","BE","2005",1385580
"AGRAREA_HA","TOTAL","BE10","2005",350
"AGRAREA_HA","TOTAL","BE21","2005",90530
"AGRAREA_HA","TOTAL","BE22","2005",85520
"AGRAREA_HA","TOTAL","BE23","2005",153110
"AGRAREA_HA","TOTAL","BE24","2005",88050
"AGRAREA_HA","TOTAL","BE25","2005",212480
"AGRAREA_HA","TOTAL","BE31","2005",63460
"AGRAREA_HA","TOTAL","BE32","2005",220600
"AGRAREA_HA","TOTAL","BE33","2005",159190
"AGRAREA_HA","TOTAL","BE34","2005",147460
"AGRAREA_HA","TOTAL","BE35","2005",164830
"AGRAREA_HA","TOTAL","BG","2005",2729390
"AGRAREA_HA","TOTAL","BG31","2005",535420
"AGRAREA_HA","TOTAL","BG32","2005",576710
"AGRAREA_HA","TOTAL","BG33","2005",640460
"AGRAREA_HA","TOTAL","BG34","2005",537710
"AGRAREA_HA","TOTAL","BG41","2005",138270
"AGRAREA_HA","TOTAL","BG42","2005",300820
"AGRAREA_HA","TOTAL","CH","2005",1061670
"AGRAREA_HA","TOTAL","CH01","2005",160110
"AGRAREA_HA","TOTAL","CH02","2005",374060
"AGRAREA_HA","TOTAL","CH03","2005",83650
"AGRAREA_HA","TOTAL","CH04","2005",74600
"AGRAREA_HA","TOTAL","CH05","2005",220220
"AGRAREA_HA","TOTAL","CH06","2005",135180
"AGRAREA_HA","TOTAL","CH07","2005",13850
"AGRAREA_HA","TOTAL","CY","2005",151500
"AGRAREA_HA","TOTAL","CY00","2005",151500
"AGRAREA_HA","TOTAL","CZ","2005",3557790
"AGRAREA_HA","TOTAL","CZ01","2005",34310
"AGRAREA_HA","TOTAL","CZ02","2005",549880
"AGRAREA_HA","TOTAL","CZ03","2005",750270
"AGRAREA_HA","TOTAL","CZ04","2005",312670
"AGRAREA_HA","TOTAL","CZ05","2005",558760
"AGRAREA_HA","TOTAL","CZ06","2005",740060
"AGRAREA_HA","TOTAL","CZ07","2005",392350
"AGRAREA_HA","TOTAL","CZ08","2005",219470
"AGRAREA_HA","TOTAL","DE","2005",17035220
"AGRAREA_HA","TOTAL","DE1","2005",1446650
"AGRAREA_HA","TOTAL","DE2","2005",3264730
"AGRAREA_HA","TOTAL","DE3_5_6","2005",24790
"AGRAREA_HA","TOTAL","DE4","2005",1346820
"AGRAREA_HA","TOTAL","DE7","2005",769080
"AGRAREA_HA","TOTAL","DE8","2005",1349210
"AGRAREA_HA","TOTAL","DE9","2005",2626470
"AGRAREA_HA","TOTAL","DEA","2005",1523750
"AGRAREA_HA","TOTAL","DEB","2005",713760
"AGRAREA_HA","TOTAL","DEC","2005",77450
"AGRAREA_HA","TOTAL","DED","2005",912520
"AGRAREA_HA","TOTAL","DEE","2005",1171970
"AGRAREA_HA","TOTAL","DEF","2005",1008600
"AGRAREA_HA","TOTAL","DEG","2005",799440
"AGRAREA_HA","TOTAL","DK","2005",2707690
"AGRAREA_HA","TOTAL","DK01","2005",101700
"AGRAREA_HA","TOTAL","DK02","2005",491480
"AGRAREA_HA","TOTAL","DK03","2005",809400
"AGRAREA_HA","TOTAL","DK04","2005",821610
"AGRAREA_HA","TOTAL","DK05","2005",483500
"AGRAREA_HA","TOTAL","EE","2005",828930
"AGRAREA_HA","TOTAL","EE00","2005",828930
"AGRAREA_HA","TOTAL","EL","2005",3983790
"AGRAREA_HA","TOTAL","EL11","2005",397880
"AGRAREA_HA","TOTAL","EL12","2005",701280
"AGRAREA_HA","TOTAL","EL13","2005",233450
"AGRAREA_HA","TOTAL","EL14","2005",440290
"AGRAREA_HA","TOTAL","EL21","2005",123380
"AGRAREA_HA","TOTAL","EL22","2005",95920
"AGRAREA_HA","TOTAL","EL23","2005",371580
"AGRAREA_HA","TOTAL","EL24","2005",387110
"AGRAREA_HA","TOTAL","EL25","2005",402400
"AGRAREA_HA","TOTAL","EL30","2005",57290
"AGRAREA_HA","TOTAL","EL41","2005",192290
"AGRAREA_HA","TOTAL","EL42","2005",128440
"AGRAREA_HA","TOTAL","EL43","2005",452490
"AGRAREA_HA","TOTAL","ES","2005",24855130
"AGRAREA_HA","TOTAL","ES11","2005",732760
"AGRAREA_HA","TOTAL","ES12","2005",393150
"AGRAREA_HA","TOTAL","ES13","2005",282680
"AGRAREA_HA","TOTAL","ES21","2005",239780
"AGRAREA_HA","TOTAL","ES22","2005",588750
"AGRAREA_HA","TOTAL","ES23","2005",242230
"AGRAREA_HA","TOTAL","ES24","2005",2382550
"AGRAREA_HA","TOTAL","ES30","2005",344740
"AGRAREA_HA","TOTAL","ES41","2005",5449900
"AGRAREA_HA","TOTAL","ES42","2005",4403180
"AGRAREA_HA","TOTAL","ES43","2005",2769380
"AGRAREA_HA","TOTAL","ES51","2005",1162230
"AGRAREA_HA","TOTAL","ES52","2005",697800
"AGRAREA_HA","TOTAL","ES53","2005",206020
"AGRAREA_HA","TOTAL","ES61","2005",4502640
"AGRAREA_HA","TOTAL","ES62","2005",397150
"AGRAREA_HA","TOTAL","ES63","2005",0
"AGRAREA_HA","TOTAL","ES64","2005",0
"AGRAREA_HA","TOTAL","ES70","2005",60160
"AGRAREA_HA","TOTAL","FI","2005",2263560
"AGRAREA_HA","TOTAL","FI13","2005",336450
"AGRAREA_HA","TOTAL","FI18","2005",811300
"AGRAREA_HA","TOTAL","FI19","2005",784460
"AGRAREA_HA","TOTAL","FI1A","2005",316710
"AGRAREA_HA","TOTAL","FI20","2005",14640
"AGRAREA_HA","TOTAL","FR","2005",27590940
"AGRAREA_HA","TOTAL","FR10","2005",568190
"AGRAREA_HA","TOTAL","FR21","2005",1560770
"AGRAREA_HA","TOTAL","FR22","2005",1314080
"AGRAREA_HA","TOTAL","FR23","2005",786980
"AGRAREA_HA","TOTAL","FR24","2005",2322590
"AGRAREA_HA","TOTAL","FR25","2005",1228140
"AGRAREA_HA","TOTAL","FR26","2005",1764150
"AGRAREA_HA","TOTAL","FR30","2005",818930
"AGRAREA_HA","TOTAL","FR41","2005",1127600
"AGRAREA_HA","TOTAL","FR42","2005",330020
"AGRAREA_HA","TOTAL","FR43","2005",662360
