"animals","unit","geo","time","values"
"A2000","THS_HD","BG31","2016",71.23
"A2000","THS_HD","BG32","2016",63.24
"A2000","THS_HD","BG33","2016",77.17
"A2000","THS_HD","BG34","2016",109.26
"A2000","THS_HD","BG4","2016",249.24
"A2000","THS_HD","BG41","2016",67.17
"A2000","THS_HD","BG42","2016",182.07
"A2000","THS_HD","CH01","2016",145.93
"A2000","THS_HD","CH02","2016",589.68
"A2000","THS_HD","CH03","2016",114.9
"A2000","THS_HD","CH04","2016",96.55
"A2000","THS_HD","CH05","2016",350.39
"A2000","THS_HD","CH06","2016",254.68
"A2000","THS_HD","CH07","2016",10.19
"A2000","THS_HD","CY0","2016",63.14
"A2000","THS_HD","CY00","2016",63.14
"A2000","THS_HD","CZ0","2016",1339.6
"A2000","THS_HD","CZ01","2016",1.86
"A2000","THS_HD","CZ02","2016",143.48
"A2000","THS_HD","CZ03","2016",359.58
"A2000","THS_HD","CZ04","2016",79.3
"A2000","THS_HD","CZ05","2016",258.11
"A2000","THS_HD","CZ06","2016",270.93
"A2000","THS_HD","CZ07","2016",147.32
"A2000","THS_HD","CZ08","2016",79.01
"A2000","THS_HD","DE1","2016",991.77
"A2000","THS_HD","DE2","2016",3178.66
"A2000","THS_HD","DE3","2016",0.76
"A2000","THS_HD","DE4","2016",542.93
"A2000","THS_HD","DE5","2016",9.77
"A2000","THS_HD","DE6","2016",6.59
"A2000","THS_HD","DE7","2016",448.94
"A2000","THS_HD","DE8","2016",548.4
"A2000","THS_HD","DE9","2016",2632.46
"A2000","THS_HD","DEA","2016",1441.53
"A2000","THS_HD","DEB","2016",350.88
"A2000","THS_HD","DEC","2016",47.85
"A2000","THS_HD","DED","2016",492.09
"A2000","THS_HD","DEE","2016",340.92
"A2000","THS_HD","DEF","2016",1103.56
"A2000","THS_HD","DEG","2016",329.47
"A2000","THS_HD","DK0","2016",1554
"A2000","THS_HD","DK01","2016",30
"A2000","THS_HD","DK02","2016",77
"A2000","THS_HD","DK03","2016",607
"A2000","THS_HD","DK04","2016",477
"A2000","THS_HD","DK05","2016",364
"A2000","THS_HD","EE0","2016",248.2
"A2000","THS_HD","EE00","2016",248.2
"A2000","THS_HD","EL3","2016",2.7
"A2000","THS_HD","EL30","2016",2.7
"A2000","THS_HD","EL4","2016",25
"A2000","THS_HD","EL41","2016",8.1
"A2000","THS_HD","EL42","2016",15.7
"A2000","THS_HD","EL43","2016",1.2
"A2000","THS_HD","EL5","2016",323.6
"A2000","THS_HD","EL51","2016",89.9
"A2000","THS_HD","EL52","2016",143.1
"A2000","THS_HD","EL53","2016",35.5
"A2000","THS_HD","EL54","2016",55.2
"A2000","THS_HD","EL6","2016",202.4
"A2000","THS_HD","EL61","2016",105.5
"A2000","THS_HD","EL62","2016",3.9
"A2000","THS_HD","EL63","2016",54.8
"A2000","THS_HD","EL64","2016",24.1
"A2000","THS_HD","EL65","2016",14.1
"A2000","THS_HD","ES1","2016",1632.79
"A2000","THS_HD","ES11","2016",953.34
"A2000","THS_HD","ES12","2016",395.91
"A2000","THS_HD","ES13","2016",283.55
"A2000","THS_HD","ES2","2016",639.36
"A2000","THS_HD","ES21","2016",136.51
"A2000","THS_HD","ES22","2016",115.74
"A2000","THS_HD","ES23","2016",41.29
"A2000","THS_HD","ES24","2016",345.83
"A2000","THS_HD","ES3","2016",93.43
"A2000","THS_HD","ES30","2016",93.43
"A2000","THS_HD","ES4","2016",2631.76
"A2000","THS_HD","ES41","2016",1372.58
"A2000","THS_HD","ES42","2016",425.93
"A2000","THS_HD","ES43","2016",833.25
"A2000","THS_HD","ES5","2016",702.5
"A2000","THS_HD","ES51","2016",620.18
"A2000","THS_HD","ES52","2016",55.44
"A2000","THS_HD","ES53","2016",26.89
"A2000","THS_HD","ES6","2016",597.42
"A2000","THS_HD","ES61","2016",519.97
"A2000","THS_HD","ES62","2016",77.45
"A2000","THS_HD","ES63","2016",0
"A2000","THS_HD","ES64","2016",0
"A2000","THS_HD","ES7","2016",20.39
"A2000","THS_HD","ES70","2016",20.39
"A2000","THS_HD","FI1","2016",878.16
"A2000","THS_HD","FI19","2016",290.41
"A2000","THS_HD","FI1B","2016",22.28
"A2000","THS_HD","FI1C","2016",113.72
"A2000","THS_HD","FI1D","2016",451.76
"A2000","THS_HD","FI2","2016",9.09
"A2000","THS_HD","FI20","2016",9.09
"A2000","THS_HD","FR1","2016",27
"A2000","THS_HD","FR10","2016",27
"A2000","THS_HD","FR2","2016",5196
"A2000","THS_HD","FR21","2016",587
"A2000","THS_HD","FR22","2016",513
"A2000","THS_HD","FR23","2016",577
"A2000","THS_HD","FR24","2016",606
"A2000","THS_HD","FR25","2016",1595
"A2000","THS_HD","FR26","2016",1319
"A2000","THS_HD","FR3","2016",694
"A2000","THS_HD","FR30","2016",694
"A2000","THS_HD","FR4","2016",1722
"A2000","THS_HD","FR41","2016",917
"A2000","THS_HD","FR42","2016",171
"A2000","THS_HD","FR43","2016",634
"A2000","THS_HD","FR5","2016",5283
"A2000","THS_HD","FR51","2016",2512
"A2000","THS_HD","FR52","2016",2020
"A2000","THS_HD","FR53","2016",752
"A2000","THS_HD","FR6","2016",2970
"A2000","THS_HD","FR61","2016",674
"A2000","THS_HD","FR62","2016",1197
"A2000","THS_HD","FR63","2016",1099
"A2000","THS_HD","FR7","2016",2611
"A2000","THS_HD","FR71","2016",1021
"A2000","THS_HD","FR72","2016",1589
"A2000","THS_HD","FR8","2016",352
"A2000","THS_HD","FR81","2016",219
"A2000","THS_HD","FR82","2016",70
"A2000","THS_HD","FR83","2016",63
"A2000","THS_HD","FRA","2016",148
"A2000","THS_HD","FRA1","2016",46
"A2000","THS_HD","FRA2","2016",32
"A2000","THS_HD","FRA3","2016",19
"A2000","THS_HD","FRA4","2016",31
"A2000","THS_HD","FRA5","2016",20
"A2000","THS_HD","FRB0","2016",606
"A2000","THS_HD","FRC1","2016",1319
"A2000","THS_HD","FRC2","2016",634
"A2000","THS_HD","FRD1","2016",1595
"A2000","THS_HD","FRD2","2016",577
"A2000","THS_HD","FRE1","2016",694
"A2000","THS_HD","FRE2","2016",513
"A2000","THS_HD","FRF1","2016",171
"A2000","THS_HD","FRF2","2016",587
"A2000","THS_HD","FRF3","2016",917
"A2000","THS_HD","FRG0","2016",2512
"A2000","THS_HD","FRH0","2016",2020
"A2000","THS_HD","FRI1","2016",674
"A2000","THS_HD","FRI2","2016",1099
"A2000","THS_HD","FRI3","2016",752
"A2000","THS_HD","FRJ1","2016",219
"A2000","THS_HD","FRJ2","2016",1197
"A2000","THS_HD","FRK1","2016",1589
"A2000","THS_HD","FRK2","2016",1021
"A2000","THS_HD","FRL0","2016",70
"A2000","THS_HD","FRM0","2016",63
"A2000","THS_HD","FRY1","2016",46
"A2000","THS_HD","FRY2","2016",32
"A2000","THS_HD","FRY3","2016",19
"A2000","THS_HD","FRY4","2016",31
"A2000","THS_HD","FRY5","2016",20
"A2000","THS_HD","HR03","2016",37.1
"A2000","THS_HD","HR04","2016",407.5
"A2000","THS_HD","HU1","2016",74
"A2000","THS_HD","HU10","2016",74
"A2000","THS_HD","HU2","2016",329
"A2000","THS_HD","HU21","2016",111
"A2000","THS_HD","HU22","2016",113
"A2000","THS_HD","HU23","2016",105
"A2000","THS_HD","HU3","2016",450
"A2000","THS_HD","HU31","2016",79
"A2000","THS_HD","HU32","2016",200
"A2000","THS_HD","HU33","2016",171
"A2000","THS_HD","IE0","2016",6613.43
"A2000","THS_HD","IE01","2016",2510.33
"A2000","THS_HD","IE02","2016",4103.1
"A2000","THS_HD","IS0","2016",79.9
"A2000","THS_HD","IS00","2016",79.9
"A2000","THS_HD","ITC","2016",2353.55
"A2000","THS_HD","ITC1","2016",837.31
"A2000","THS_HD","ITC2","2016",37.51
"A2000","THS_HD","ITC3","2016",19.27
"A2000","THS_HD","ITC4","2016",1459.47
"A2000","THS_HD","ITF","2016",1054.88
"A2000","THS_HD","ITF1","2016",61.5
"A2000","THS_HD","ITF2","2016",50.91
"A2000","THS_HD","ITF3","2016",488.7
"A2000","THS_HD","ITF4","2016",231.18
"A2000","THS_HD","ITF5","2016",95.21
"A2000","THS_HD","ITF6","2016",127.37
"A2000","THS_HD","ITG","2016",616.39
"A2000","THS_HD","ITG1","2016",355.74
"A2000","THS_HD","ITG2","2016",260.65
"A2000","THS_HD","ITH","2016",1814.52
"A2000","THS_HD","ITH1","2016",136.33
"A2000","THS_HD","ITH2","2016",45.23
"A2000","THS_HD","ITH3","2016",852.03
"A2000","THS_HD","ITH4","2016",113.27
"A2000","THS_HD","ITH5","2016",667.67
"A2000","THS_HD","ITI","2016",475.56
"A2000","THS_HD","ITI1","2016",85.88
"A2000","THS_HD","ITI2","2016",54.45
"A2000","THS_HD","ITI3","2016",50.29
"A2000","THS_HD","ITI4","2016",284.94
"A2000","THS_HD","LT0","2016",694.8
"A2000","THS_HD","LT00","2016",694.8
"A2000","THS_HD","LT01","2016",32.1
"A2000","THS_HD","LT02","2016",662.7
"A2000","THS_HD","LU0","2016",202.41
"A2000","THS_HD","LU00","2016",202.41
"A2000","THS_HD","LV0","2016",412.31
"A2000","THS_HD","LV00","2016",412.31
"A2000","THS_HD","ME0","2016",89
"A2000","THS_HD","ME00","2016",89
"A2000","THS_HD","MK0","2016",255
"A2000","THS_HD","MK00","2016",255
"A2000","THS_HD","MT0","2016",14.36
"A2000","THS_HD","MT00","2016",14.36
"A2000","THS_HD","NL1","2016",1089
"A2000","THS_HD","NL11","2016",227
"A2000","THS_HD","NL12","2016",602
"A2000","THS_HD","NL13","2016",261
"A2000","THS_HD","NL2","2016",1697
"A2000","THS_HD","NL21","2016",670
"A2000","THS_HD","NL22","2016",949
"A2000","THS_HD","NL23","2016",78
"A2000","THS_HD","NL3","2016",651
"A2000","THS_HD","NL31","2016",208
"A2000","THS_HD","NL32","2016",178
"A2000","THS_HD","NL33","2016",205
"A2000","THS_HD","NL34","2016",61
"A2000","THS_HD","NL4","2016",856
"A2000","THS_HD","NL41","2016",701
"A2000","THS_HD","NL42","2016",156
"A2000","THS_HD","PL1","2016",1571.7
"A2000","THS_HD","PL11","2016",473.2
"A2000","THS_HD","PL12","2016",1098.5
"A2000","THS_HD","PL2","2016",300.8
"A2000","THS_HD","PL21","2016",178.1
"A2000","THS_HD","PL22","2016",122.7
"A2000","THS_HD","PL3","2016",1582.5
"A2000","THS_HD","PL31","2016",371.8
"A2000","THS_HD","PL32","2016",84.4
"A2000","THS_HD","PL33","2016",166.5
